date,return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewm
3/29/2013,0.887633182,35.38337857,10.73889247,211.4921062,0.343095526,7.137555107
4/30/2013,-0.764002507,68.39992824,9.034282349,211.8889541,0.391438757,9.709938935
5/31/2013,0.509550734,53.20565762,-2.468482645,212.4635119,0.449486824,9.227327088
6/28/2013,4.544356849,28.6321209,26.59686571,212.8584065,0.498320783,0.873177279
7/31/2013,1.733344456,126.1609712,-14.80097464,212.9044641,0.484977633,19.24724044
8/30/2013,-0.235443703,174.1304994,17.29296404,216.5680952,0.628744475,-5.072913185
9/30/2013,4.900992996,160.2714814,23.61602074,217.846456,0.548739207,10.9027134
10/31/2013,3.904382229,186.0984261,18.40474485,219.3515992,0.642214688,19.98364722
11/29/2013,1.519093597,199.9847461,12.8143613,222.1860243,0.769868854,18.85585981
12/31/2013,3.987740607,94.04310511,-22.60629083,223.853944,0.869353961,14.54050373
1/31/2014,6.774349799,192.6189341,25.58893968,224.6163214,0.938620779,-11.99292095
2/28/2014,6.125357715,110.9352131,3.365265088,227.5931833,0.816424613,14.85126522
3/31/2014,-0.534572545,106.3785435,-6.057987593,230.887624,0.954743206,6.64697941
4/30/2014,-2.564561956,57.70326274,-15.43396099,230.9137746,0.972933828,-2.427997021
5/30/2014,-6.777284616,48.21511398,12.52955523,231.1747956,0.940187949,-11.71797129
6/30/2014,1.820104285,91.0562688,-18.29415052,232.6123156,0.856761133,5.601690512
7/31/2014,-5.56045173,153.7345895,8.655406954,233.3402696,0.924488458,-11.46676737
8/29/2014,-0.487790289,138.6741669,-14.51088398,235.3223903,0.825601158,2.90621429
9/30/2014,6.542968808,97.79875181,23.07125218,235.6479,0.872387142,-9.534570186
10/31/2014,6.590840855,76.31833061,3.86428456,236.9167961,0.793949931,13.75530294
11/28/2014,2.092253458,68.96790118,11.5116837,239.5804212,0.918659402,6.69028981
12/31/2014,3.745725232,43.49235975,-5.494826469,239.6223242,0.939547427,10.13414259
1/30/2015,2.311124035,57.53849574,26.53807639,240.2178431,1.001772744,-1.029406738
2/27/2015,2.690230522,189.6511933,11.1469828,240.4396758,0.972070979,18.66165264
3/31/2015,0.290478612,108.8861734,-14.47957415,243.947075,1.115520041,13.29403133
4/30/2015,1.190074038,87.97286375,5.288628029,244.4806653,1.175774002,-6.544258297
5/29/2015,1.633983923,63.37009434,2.138903054,245.7918771,1.097506034,1.907803364
6/30/2015,3.403986572,48.24844923,-11.09127734,245.8794977,1.126093212,2.072874572
7/31/2015,0.645172462,39.08038853,-7.906927347,245.8780543,1.13765485,-7.330091077
8/31/2015,1.320439615,45.24579708,-4.883501448,246.6758249,1.077702,-7.742116984
9/30/2015,7.393203674,34.77212012,17.06767686,247.1040637,1.034961852,-5.700248744
10/30/2015,8.363424237,28.5682788,-25.34224889,247.2869186,1.008564547,10.56255526
11/30/2015,1.497832145,239.606011,-9.043492877,248.6669362,1.10082226,-15.08373342
12/31/2015,1.691305501,220.5410387,-18.54316173,252.4212751,0.963837131,-10.76927589
1/29/2016,4.67703126,189.183093,9.396210761,252.9551972,0.914953385,-16.32205149
2/29/2016,2.684003953,94.40897015,29.69696552,254.9872105,0.814720079,2.048135833
3/31/2016,6.876098834,165.6965243,0.5455053,255.3791077,0.865510407,21.7972999
4/29/2016,2.1539769,150.0739378,3.713587566,259.8425488,1.026034545,6.617446613
5/31/2016,3.66460161,78.61023852,17.36016455,259.8380978,1.028983222,4.54326158
6/30/2016,2.084932177,73.20021042,18.59377586,259.8709289,1.049056669,13.69819227
7/29/2016,-0.175471037,74.49744297,-2.243271897,261.2942946,1.142895396,17.19503769
8/31/2016,-3.83827958,61.94439898,-6.721157364,262.9232579,1.243402293,3.310530844
9/30/2016,2.300164603,42.68391913,-21.8335723,262.9804668,1.231276499,-3.854960733
10/31/2016,-0.850735749,115.0456393,34.50150077,263.3127965,1.194945918,-16.69682614
11/30/2016,0.176032793,323.8887694,9.675881674,266.1577044,1.076926608,19.87340737
12/30/2016,2.788006094,262.7724947,-11.68964067,272.1555857,1.263421207,12.58946044
1/31/2017,3.036336364,137.474969,-6.466973009,272.5267597,1.31572327,-4.752754637
2/28/2017,4.335802014,130.1607468,4.266171794,273.4276772,1.252536023,-5.977196331
3/31/2017,1.880159998,51.97657847,-2.4701281,273.7400875,1.217579413,1.339495187
4/28/2017,-0.517964864,35.71099414,-27.26749023,273.7817796,1.240639801,-1.381664304
5/31/2017,1.518772027,149.7529271,8.597533353,273.8477127,1.227287757,-19.87153997
6/30/2017,1.245503343,115.7217547,-2.345067527,278.2067783,1.079895918,0.463512404
7/31/2017,-0.884888994,79.86811742,-23.25915075,278.5038007,1.126369071,-1.542616118
8/31/2017,1.911777019,192.6809669,22.48444886,278.561922,1.11369303,-17.05442657
9/29/2017,7.3589391,124.0528696,-9.821593547,281.7504136,0.987967891,11.18762731
10/31/2017,1.400495092,161.0339166,15.61751642,284.2281968,1.109505453,-3.818959017
11/30/2017,2.182411294,144.3697324,4.287427483,284.8646103,1.056415758,10.06423772
12/29/2017,0.088694867,77.46654719,-1.230435118,285.9975359,1.140834765,5.937944694
1/31/2018,0.398459334,34.19809575,-22.11190951,286.0434828,1.164010049,0.8176734
2/28/2018,-3.701340686,135.6427592,4.340969421,286.0671058,1.157359048,-15.56060011
3/30/2018,-1.587839506,73.71951753,-2.570040335,288.9723841,1.037835213,-1.345193301
4/30/2018,0.521215475,92.37970118,16.3267386,289.0249881,1.061299913,-2.22008404
5/31/2018,-0.894913722,92.91921114,-2.818718391,289.0899858,1.047407803,11.02764642
6/29/2018,0.664676605,76.2394186,6.794025673,290.338202,1.135660444,1.13738584
7/31/2018,1.595076992,33.98206303,15.97789595,290.4155233,1.120424128,5.177842864
8/31/2018,0.09624466,53.93821343,-5.260041419,290.5813876,1.157148591,12.8921665
9/28/2018,0.714970154,51.7038474,-35.5751765,291.7540125,1.243515597,-0.073696301
10/31/2018,-3.888684307,235.0504034,-5.208497894,291.9734739,1.21508294,-25.43189644
11/30/2018,-1.06172502,151.5667337,-44.84886459,299.2448562,1.022784689,-10.98661176
12/31/2018,0.582488802,293.2696026,35.18204699,299.4482948,0.994630646,-35.17393521
1/31/2019,0.284778667,342.7660912,7.058016766,310.7443177,0.752204351,15.08033779
2/28/2019,-0.248763392,272.3636053,-27.67130541,317.112737,0.942377578,9.350108486
3/29/2019,2.661215601,338.258829,-5.678753211,317.3086488,0.98052902,-17.09375858
4/30/2019,-0.930860409,262.9130719,-37.28970361,321.7185259,0.830954396,-8.940183316
5/31/2019,2.8901305,153.5079598,20.59823271,321.9429123,0.800258433,-29.18984067
6/28/2019,-8.461378711,190.2358723,-3.967450076,329.7412283,0.598692468,6.373068888
7/31/2019,-3.474749293,209.8067724,-21.6492623,331.8889566,0.710034266,-1.013016087
8/30/2019,-6.785842042,109.6117003,23.86847831,332.0040357,0.68858859,-15.75319195
9/30/2019,4.097814627,205.5393025,-8.636230177,334.6849652,0.57156555,12.54800109
10/31/2019,1.500037484,166.1824478,6.355111467,337.6003164,0.700584352,-2.583592671
11/29/2019,-4.949214301,85.89139724,10.74298885,338.0667063,0.653902027,3.801195999
12/31/2019,-3.206877373,117.9212617,-13.18693631,338.2389111,0.688253981,8.759619463
1/31/2020,3.131148203,84.39573153,-32.62822648,338.7794525,0.746324191,-6.916491801
2/28/2020,-3.165290079,125.1000471,0,339.8207431,0.675043454,-25.28201657
3/31/2020,0.738996456,136.0630391,0,345.7823513,0.498674662,-7.223433306
4/30/2020,0.174783299,58.73616189,0,345.7823513,0.498674662,-2.063838087
5/29/2020,0.51714094,134.8780745,0,345.7823513,0.498674662,-0.589668025
6/30/2020,0.433503409,56.05591079,0,345.7823513,0.498674662,-0.168476579
7/31/2020,0.374107637,71.57789152,0,345.7823513,0.498674662,-0.048136165
8/31/2020,0.295315965,62.29899665,0,345.7823513,0.498674662,-0.01375319
9/30/2020,0.387886065,35.4882489,0,345.7823513,0.498674662,-0.003929483
10/30/2020,0.686845427,49.32057891,0,345.7823513,0.498674662,-0.001122709
11/30/2020,0.255614088,36.26231151,0,345.7823513,0.498674662,-0.000320774
