date,return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewm
4/30/2014,-0.219203279,0.746077449,0.398509881,2.342938221,0.319219715,0.984320466
5/30/2014,0.431941976,0.994538683,-0.596055581,2.342842251,0.326666768,0.565884333
6/30/2014,0.103070179,0.738956909,-0.624547967,2.341625568,0.33135512,-0.264072748
7/31/2014,0.088007836,0.762642457,3.000731654,2.350403387,0.324342701,-0.521555048
8/29/2014,0.482240966,1.448900586,-0.336439067,2.359704638,0.316995078,1.994364025
9/30/2014,0.331721002,1.040316622,1.323682139,2.442010781,0.352297803,0.329504674
10/31/2014,0.258043736,1.021840416,-0.834304334,2.44611564,0.348339697,1.039631434
11/28/2014,0.423105151,1.421406358,-1.012161299,2.455637276,0.363912428,-0.298894115
12/31/2014,0.335900417,1.199307234,0.438953151,2.470873772,0.354097082,-0.808370675
1/30/2015,0.364197982,0.589636296,1.055787792,2.491217591,0.342189302,0.082574915
2/27/2015,0.553652986,0.957490887,-1.989700326,2.489923507,0.347353457,0.77772697
3/31/2015,0.408653386,1.093011741,2.036413714,2.494254223,0.35977449,-1.199006813
4/30/2015,0.422203207,0.975457288,-0.115946519,2.557125033,0.336366251,1.112007849
5/29/2015,0.373346754,1.035086988,0.704532339,2.585156686,0.364185587,0.234897586
6/30/2015,0.57787564,0.646130317,2.334987067,2.582470306,0.366502409,0.570350981
7/31/2015,0.921720849,0.65455821,-2.191413338,2.58238637,0.366380156,1.830805328
8/31/2015,0.31988661,1.237137035,0.383383459,2.567073333,0.41576709,-1.042208004
9/30/2015,0.61898445,1.21046594,3.056259757,2.605525187,0.363726666,-0.023928388
10/30/2015,0.442566442,1.255203445,0.420674978,2.599170052,0.355355863,2.176206001
11/30/2015,0.560430769,1.178279159,-0.465773193,2.622916939,0.413411326,0.92225527
12/31/2015,0.35800899,1.174485881,0.266556266,2.52926052,0.446496322,-0.069193632
1/29/2016,0.483400853,1.071139039,0.146764507,2.400732426,0.475976413,0.170627724
2/29/2016,0.659210176,1.084956297,1.599737192,2.401240243,0.473383322,0.153582569
3/31/2016,0.401305879,1.161422781,-0.83101014,2.331792631,0.498255175,1.186550157
4/29/2016,0.499291591,0.695051243,0.01416918,2.092621831,0.565331871,-0.254564341
5/31/2016,0.275584608,0.825728203,1.666768875,2.074936782,0.527432807,-0.062611826
6/30/2016,0.547088779,0.896628561,-0.498534994,2.076993042,0.518042755,1.172660103
7/29/2016,0.410705551,1.046462521,0.078061468,1.941079904,0.489461959,-0.02105068
8/31/2016,0.159604999,0.693075829,0.243528033,1.951982484,0.475691586,0.049743711
9/30/2016,0.314206958,0.623229333,-0.570750997,1.934605249,0.456120117,0.188161084
10/31/2016,0.174189982,0.63061702,-1.380367416,1.935127012,0.453438901,-0.353918974
11/30/2016,0.071059803,0.62699317,2.074873663,1.911052276,0.420992738,-1.087096433
12/30/2016,0.522406667,0.666157028,0.463549358,1.905266893,0.42254133,1.171453636
1/31/2017,0.326556849,0.819553428,2.883239349,1.930355751,0.450553068,0.665807723
2/28/2017,0.813815233,0.578467004,-0.301077317,1.929434983,0.447428605,2.249687456
3/31/2017,0.342780713,0.971043324,0.278318987,1.970391825,0.493806668,0.427712618
4/28/2017,0.21089745,0.992243723,1.468919042,1.957918423,0.469382606,0.321002882
5/31/2017,0.225562783,0.536076598,-0.249558959,1.902722087,0.441729584,1.140942996
6/30/2017,0.387648307,0.766159885,-0.996993816,1.908515833,0.462350716,0.147727314
7/31/2017,0.136129042,0.716197284,1.050596157,1.806125578,0.489556636,-0.669930636
8/31/2017,0.474260827,0.662204866,-0.716921024,1.795267809,0.451654652,0.559017074
9/29/2017,0.508691519,0.677787304,-0.931273477,1.68083855,0.421483174,-0.352367282
10/31/2017,0.068797426,0.446686859,0.800295925,1.695312026,0.410878172,-0.765871707
11/30/2017,0.423667292,0.750973933,0.880772946,1.675249168,0.373434879,0.352819458
12/29/2017,0.317005133,0.733143926,-0.495099086,1.675299939,0.37349471,0.729929093
1/31/2018,0.248573506,0.659911988,-1.607733616,1.660738835,0.393679947,-0.145091035
2/28/2018,0.107421586,0.621463537,-0.057057908,1.669774853,0.384662427,-1.189835736
3/30/2018,0.411693816,0.638845522,-4.344430136,1.673535307,0.38369868,-0.380708716
4/30/2018,-0.053032116,1.142755237,-0.697606918,1.624360172,0.354118128,-3.211938301
5/31/2018,0.238562559,1.023547063,0.556503297,1.858689324,0.283354766,-1.415987313
6/29/2018,0.306956562,0.964798746,0.691378489,1.838714569,0.252912123,-0.007065449
7/31/2018,0.303367993,1.157450521,-4.507941213,1.827271778,0.244379188,0.491823078
8/31/2018,-0.357927467,0.884780897,0.325836372,1.77038649,0.275815616,-3.07943713
9/28/2018,0.157768289,1.269536429,1.093696073,2.029860366,0.211414924,-0.647098914
10/31/2018,0.152217212,1.370367525,-1.409229618,2.02950474,0.21031531,0.596326076
11/30/2018,0.109234662,1.242185847,-7.796246246,1.972885175,0.248225528,-0.836213705
12/31/2018,-0.018949232,2.399567779,4.298614196,1.947217906,0.203070466,-5.80766552
1/31/2019,-0.331967561,5.907709443,3.145564733,2.648591799,0.087776519,1.411105706
2/28/2019,0.326070106,1.738674689,-0.187766585,2.849438968,0.128867926,2.650005011
3/29/2019,0.006956819,2.719273709,-2.238924745,2.933509196,0.179848506,0.623025299
4/30/2019,-0.479770775,2.698303212,-3.124556707,2.861474942,0.146318489,-1.421224732
5/31/2019,-0.102125938,3.946370326,2.323509908,2.912529127,0.10533175,-2.637890429
6/28/2019,0.547954646,1.639353256,3.483982752,3.033459907,0.069859268,0.905966955
7/31/2019,0.480302866,1.287639064,-2.65475648,3.053602854,0.117336421,2.74740681
8/30/2019,-0.153735927,1.924712912,2.16893435,3.165065646,0.141107758,-1.111281254
9/30/2019,0.283529976,1.746907092,1.593538713,3.249342837,0.099826394,1.231729892
10/31/2019,0.382043564,2.755780503,1.689507257,3.295441624,0.130429646,1.490164764
11/29/2019,0.354213609,2.73804782,1.092297581,3.311607247,0.137369495,1.632552259
12/31/2019,-0.168907983,1.958520334,-0.848513548,3.335872758,0.162018919,1.24665606
1/31/2020,-0.040527716,2.409991946,-2.010744862,3.345568896,0.174901517,-0.24989366
