date,return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewm
4/30/2014,0.976986607,19.02195676,-2.310478259,46.95025742,1.164106618,-2.39720682
5/30/2014,0.614497244,20.31462029,1.27383281,47.18886331,1.122895966,-2.335257848
6/30/2014,0.76942979,11.65156845,-9.775676833,47.31197342,1.095713869,0.24266405
7/31/2014,-1.021908059,9.867766239,8.470392295,47.29799751,1.110700137,-6.913293724
8/29/2014,0.50203604,19.07324525,-3.281698969,48.66453007,0.995692174,4.075053432
9/30/2014,0.491416151,14.4295206,3.381206436,49.3002436,1.095343848,-1.179769712
10/31/2014,-0.334241491,11.38820036,6.752662814,49.51003214,1.056735625,2.078070394
11/28/2014,1.452915441,16.9783387,6.533954022,49.55887888,1.096514525,5.417064979
12/31/2014,1.855329871,12.91839257,-3.496451557,49.91479908,1.175957616,6.214842867
1/30/2015,0.796568259,13.5176689,0.589606983,49.59355266,1.325535316,-0.721796007
2/27/2015,1.920156454,12.1386609,-6.251765516,49.64576595,1.31983107,0.214920414
3/31/2015,1.158289141,13.19767496,4.723472823,49.41822539,1.259206446,-4.404140965
4/30/2015,1.324317315,14.51839935,-3.298784343,49.16074697,1.274931031,2.11558317
5/29/2015,-0.391043659,15.41651623,-0.447003215,49.15519,1.274133269,-1.751822196
6/30/2015,1.047176856,14.40599483,3.121781288,49.21639175,1.174962322,-0.819808638
7/31/2015,1.841252252,10.57356799,-6.308618067,49.21100982,1.1356503,1.995612738
8/31/2015,1.83145964,13.3557659,-7.383191018,45.281108,1.37375622,-3.935980694
9/30/2015,0.10354063,13.08687813,6.512050628,45.90512177,1.257521584,-6.398273783
10/30/2015,0.616281681,12.00331764,6.753703889,46.21871921,1.07674611,2.823386511
11/30/2015,2.670509231,12.77783979,-2.624964979,46.50704022,1.165281565,5.630756066
12/31/2015,0.552652292,13.85731402,-10.60752822,42.81738521,1.447347491,-0.266187538
1/29/2016,-0.52677027,18.07912002,-0.412086869,40.1448217,1.582528788,-7.652859455
2/29/2016,-0.013249868,17.77938841,12.3492915,41.78839412,1.409474276,-2.480879037
3/31/2016,2.106980717,19.98959034,1.087930037,39.61531586,1.548658491,8.11209992
4/29/2016,1.125673296,19.88211434,-0.041702378,40.95656895,1.687535192,3.094835718
5/31/2016,0.783719083,17.07968317,0.155997916,39.76494144,1.562644657,0.854451364
