date,return_forecast,rol_var_pred,observe_return,rolling_var,rol_avg,ewm
2/28/2011,4.212116316,3593.766004,-8.092736805,3863.272816,3.953055874,43.37591992
3/31/2011,4.149864495,4203.513982,-0.392158283,3869.882143,4.212116316,6.612593689
4/29/2011,4.146847892,3852.283442,-79.30787213,3870.906479,4.149864495,1.609199423
5/31/2011,3.536787337,4462.313541,-60.3638676,3870.93269,4.146847892,-56.18870883
6/30/2011,3.072449894,4945.76014,-33.85267691,3924.002777,3.536787337,-59.1709651
7/29/2011,2.812044687,5139.462258,-230.3714532,3955.100898,3.072449894,-41.08647353
8/31/2011,1.039956586,7096.576902,-222.0651423,3965.448664,2.812044687,-176.2900305
9/30/2011,-0.668236817,9687.962402,282.2030132,4380.513261,1.039956586,-208.9865389
10/31/2011,1.502555593,12804.95433,-29.53253114,4760.478441,-0.668236817,141.8631412
11/30/2011,1.275382276,12030.90981,51.39411091,5371.271467,1.502555593,19.43766095
12/30/2011,1.670721591,12101.7267,163.9962175,5378.611544,1.275382276,42.26369663
1/31/2012,2.932230956,11972.82084,81.03340154,5397.764946,1.670721591,129.2154972
2/29/2012,3.555564814,11523.36758,175.7750827,5598.841042,2.932230956,94.7997146
3/30/2012,4.907680835,12325.76735,-18.66907508,5645.307842,3.555564814,152.6392632
4/30/2012,4.764072565,12218.0404,-110.4693031,5871.532857,4.907680835,30.27616443
5/31/2012,3.914308695,12186.41263,99.22082396,5875.602835,4.764072565,-70.25631239
6/29/2012,4.677545802,13338.0064,-16.11042789,5976.850232,3.914308695,50.798785
7/31/2012,4.553619434,12896.72581,77.96586529,6046.021625,4.677545802,3.006490082
8/31/2012,5.153356859,12899.57724,111.6058019,6049.162116,4.553619434,56.54890094
9/28/2012,6.011863028,13176.47954,-17.91569668,6090.099526,5.153356859,95.87525881
10/31/2012,5.874049976,12759.64015,-63.63630037,6176.328386,6.011863028,14.59600488
11/30/2012,5.384539973,12508.12011,79.92181072,6180.435437,5.874049976,-41.28421316
12/31/2012,5.999323133,12181.38265,164.6059446,6217.097235,5.384539973,45.29151818
1/31/2013,7.265522707,12600.56295,48.63348582,6259.233211,5.999323133,130.5161085
2/28/2013,7.639626444,12252.329,101.2809653,6450.861245,7.265522707,72.02852088
3/29/2013,8.418710793,12108.2281,-24.90208947,6463.479142,7.639626444,92.92312405
4/30/2013,8.227156258,11665.68106,107.6681697,6529.874758,8.418710793,8.76225725
5/31/2013,9.055372948,11716.42863,68.522832,6537.833457,8.227156258,79.40933757
6/28/2013,9.582471656,13137.69635,197.8330157,6612.692353,9.055372948,71.63326216
7/31/2013,11.10426408,14236.72368,-102.9519776,6638.986666,9.582471656,161.7759433
8/30/2013,10.3123258,14057.87932,75.15275858,6908.566533,11.10426408,-27.31542879
9/30/2013,10.89042394,13802.78568,93.63233695,7007.058764,10.3123258,45.87613362
10/31/2013,11.61067268,13735.65588,150.3400906,7038.247164,10.89042394,79.98770742
11/29/2013,12.76713492,14141.12808,13.59755154,7089.47935,11.61067268,130.2394097
12/31/2013,12.87173147,13593.07998,-80.86652105,7235.149974,12.76713492,46.92379674
1/31/2014,12.24968131,13261.49875,87.45263445,7233.890494,12.87173147,-44.35500169
2/28/2014,12.92239388,13288.91903,71.29185394,7299.820305,12.24968131,49.79330984
3/31/2014,13.47079276,12875.21994,-119.1248733,7341.717221,12.92239388,65.14941277
4/30/2014,12.55444758,13125.89834,-1.558269642,7366.339599,13.47079276,-66.47507725
5/30/2014,12.54246089,12644.59402,104.0683178,7499.347206,12.55444758,-20.10592896
6/30/2014,13.34298641,12679.73287,-72.63420734,7499.666713,12.54246089,68.58996159
7/31/2014,12.78426174,12501.28493,54.12326651,7562.254097,13.34298641,-32.28444479
8/29/2014,13.20059456,12121.04235,-61.53140513,7617.434558,12.78426174,29.43534899
9/30/2014,12.72727606,11896.87189,167.4798126,7629.149502,13.20059456,-35.54090395
10/31/2014,14.01558231,12428.64702,-33.57834511,7670.545595,12.72727606,109.4738936
11/28/2014,13.75728735,11919.76735,91.58542203,7851.857893,14.01558231,7.293723091
12/31/2014,14.46179059,11444.01239,-196.4900114,7867.704603,13.75728735,67.50207947
1/30/2015,12.95032897,13134.70402,146.9718271,7912.346398,14.46179059,-121.0636998
2/27/2015,14.08088148,13614.83657,65.63646031,8250.765877,12.95032897,70.39024801
3/31/2015,14.58577733,13294.57728,-2.849938898,8386.365043,14.08088148,66.99468537
4/30/2015,14.56385472,12617.92374,38.45208858,8405.030942,14.58577733,17.10566804
5/29/2015,14.85964002,12279.93814,117.9793475,8405.732456,14.56385472,32.35311128
6/30/2015,15.76717346,12056.97756,2.947723757,8408.402982,14.85964002,93.51470861
7/31/2015,15.78984826,11310.40882,-91.67143965,8487.678328,15.76717346,28.82400514
8/31/2015,15.08468334,11380.72985,21.66864417,8487.029618,15.78984826,-57.24416971
9/30/2015,15.25136522,10305.05973,93.20380132,8573.444738,15.08468334,-0.877874079
10/30/2015,15.96831754,10012.0292,148.3114225,8572.000039,15.25136522,66.32332263
11/30/2015,17.10917463,8640.361492,-121.5071675,8616.439696,15.96831754,124.8862511
12/31/2015,16.17450411,9448.181257,-197.0788161,8747.905143,17.10917463,-51.10904791
1/29/2016,14.65851322,8635.008636,-67.76764813,8892.583584,16.17450411,-155.373168
2/29/2016,14.13722362,7695.192251,136.4895257,9238.095848,14.65851322,-92.79779667
3/31/2016,15.18714305,9303.699794,139.6023914,9288.433336,14.13722362,70.97886217
4/29/2016,16.2610076,9789.841733,61.9473258,9400.948119,15.18714305,119.9956687
5/31/2016,16.73752549,8602.62203,-101.4702933,9517.091124,16.2610076,78.53256664
6/30/2016,15.95698477,9126.512552,108.7563754,9530.885741,16.73752549,-50.04090473
7/29/2016,16.79357227,8686.420029,137.9744527,9635.606833,15.95698477,63.38572396
8/31/2016,17.85491422,8265.930112,6.303887927,9699.192351,16.79357227,116.6633874
9/30/2016,17.90340566,7423.932708,22.01402427,9808.856533,17.85491422,37.83517348
10/31/2016,18.07274431,6655.80276,425.5221442,9807.428245,17.90340566,26.53435261
11/30/2016,21.34599157,19576.72564,230.9467076,9805.063918,18.07274431,311.5256323
12/30/2016,23.12250471,20818.56445,-60.08004404,11068.87584,21.34599157,253.9692576
1/31/2017,22.66035053,19950.36915,65.44144369,11400.15683,23.12250471,29.64832784
2/28/2017,23.16374625,18789.03619,-67.25417596,11449.08182,22.66035053,55.21483917
3/31/2017,22.64640643,20218.05837,8.479741174,11458.9571,23.16374625,-32.26302878
4/28/2017,22.71163521,18850.77711,-111.7902707,11517.44978,22.64640643,-3.161050242
5/31/2017,21.85171005,17848.37954,143.5655419,11515.04426,22.71163521,-80.75335057
6/30/2017,22.95606037,18501.54413,-0.021215107,11649.49667,21.85171005,79.47442976
7/31/2017,22.95589718,17018.86671,-89.64254869,11758.55984,22.95606037,22.69182628
8/31/2017,22.26633911,16448.26058,225.3693086,11758.56734,22.95589718,-57.54701298
9/29/2017,23.99994918,17830.24003,24.49253117,11851.56444,22.26633911,144.5360739
10/31/2017,24.18835326,16250.90647,76.91606217,12162.05924,23.99994918,58.79068623
11/30/2017,24.78001528,15105.86539,-75.09179669,12157.59486,24.18835326,71.73738333
12/29/2017,24.20238608,14311.01203,81.24401846,12174.13045,24.78001528,-33.1406024
1/31/2018,24.82734006,14185.54493,-80.77900229,12245.79933,24.20238608,48.56269821
2/28/2018,24.20596312,13641.08378,32.13362183,12265.93178,24.82734006,-43.82423072
3/30/2018,24.45314483,12896.16741,40.34600034,12346.59415,24.20596312,10.43137824
4/30/2018,24.76349868,11673.49413,90.3732959,12342.50935,24.45314483,31.79896546
5/31/2018,25.45867788,11448.06207,-21.84310695,12339.75631,24.76349868,73.63777292
