date,return_forecast,rol_var_pred,observe_return,rolling_var,rol_avg,ewm
4/30/2014,0.348581487,4.311865389,-0.078539473,7.001171182,0.35642943,-0.285051213
5/30/2014,0.345608906,3.776669061,-1.356875014,7.011939236,0.348581487,-0.137542827
6/30/2014,0.29885637,3.84300079,-2.158282832,7.013718622,0.345608906,-1.008494389
7/31/2014,0.287080289,4.712577412,2.40157062,6.984930735,0.29885637,-1.829771848
8/29/2014,0.34809968,5.326842448,-2.702087374,7.030875533,0.287080289,1.192615629
9/30/2014,0.283813499,6.456014471,2.956908366,6.968715871,0.34809968,-1.589315087
10/31/2014,0.336657565,6.690962723,0.964604451,7.005472297,0.283813499,1.657987379
11/28/2014,0.340344962,5.408009041,2.902916226,7.047832101,0.336657565,1.162713859
12/31/2014,0.392830802,5.15676563,-3.532689691,7.051293747,0.340344962,2.40571555
1/30/2015,0.34362797,7.548857373,3.649103604,7.083381507,0.392830802,-1.836002479
2/27/2015,0.411747461,7.686760249,0.13359843,7.261475952,0.34362797,2.081930438
3/31/2015,0.403049443,6.420925586,-0.58755761,7.312747795,0.411747461,0.690264718
4/30/2015,0.381166705,3.801373999,0.114569924,7.311080111,0.403049443,-0.222465517
5/29/2015,0.362389404,3.711398473,0.967593501,7.313253038,0.381166705,0.018274084
6/30/2015,0.344359165,3.747314011,0.816848859,7.292942489,0.362389404,0.696359382
7/31/2015,0.417533994,3.528962222,-3.102699145,7.24316084,0.344359165,0.782423294
8/31/2015,0.338828367,3.851781577,-0.539392325,6.851817757,0.417533994,-1.992664162
9/30/2015,0.315450451,4.612762757,2.154291716,6.873208556,0.338828367,-0.95461285
10/30/2015,0.329976173,4.445267006,-1.389410209,6.867269176,0.315450451,1.266033268
11/30/2015,0.412327936,5.011330188,-4.556462787,6.902544463,0.329976173,-0.630712073
12/31/2015,0.390477968,19.2806215,-1.940800299,6.036119545,0.412327936,-3.434819726
1/29/2016,0.325692271,5.944067777,3.033748435,6.212197173,0.390477968,-2.367662992
2/29/2016,0.393594467,6.07373099,2.155906638,6.153306107,0.325692271,1.490488027
3/31/2016,0.513709603,4.007695759,-0.563722601,6.124551117,0.393594467,1.965787035
4/29/2016,0.446645624,3.533728775,-1.127175591,5.307134312,0.513709603,0.158994438
5/31/2016,0.461350553,3.480514955,-1.639897406,5.064856454,0.446645624,-0.75969844
6/30/2016,0.430136064,3.543110623,1.726238336,4.99997439,0.461350553,-1.388411987
7/29/2016,0.444902013,3.803614055,-0.949858737,5.04735954,0.430136064,0.836338244
8/31/2016,0.384749939,3.110189996,1.563725601,5.066885041,0.444902013,-0.439516742
9/30/2016,0.391478783,2.988927923,-0.967921501,4.923509152,0.384749939,0.991370646
10/31/2016,0.339749756,3.305742604,4.390779098,4.935481587,0.391478783,-0.408123745
11/30/2016,0.388005343,10.77473737,-1.185203015,4.845995764,0.339749756,3.019664
12/30/2016,0.391409242,5.637379498,1.069277876,5.036705617,0.388005343,0.01618756
1/31/2017,0.38593016,2.925170598,1.222809135,5.024999089,0.391409242,0.768394928
2/28/2017,0.414729957,2.929264253,-0.933323977,5.014989144,0.38593016,1.092976505
3/31/2017,0.403234101,4.956553583,-1.414520658,4.9918622,0.414729957,-0.354380982
4/28/2017,0.36658207,4.854488186,-2.942185809,5.011490963,0.403234101,-1.111623608
5/31/2017,0.295762133,6.845768079,-0.808312492,5.02920983,0.36658207,-2.419168037
6/30/2017,0.289172201,2.599173812,2.615863504,5.066533439,0.295762133,-1.268556933
7/31/2017,0.335211935,6.244687664,3.043562469,5.077350253,0.289172201,1.506029093
8/31/2017,0.339997124,6.419271852,4.478697145,5.109300239,0.335211935,2.604267219
9/29/2017,0.423119583,8.187582144,-2.75378122,5.133250944,0.339997124,3.943145737
10/31/2017,0.343280357,10.46463362,0.795548251,5.227085274,0.423119583,-0.840373518
11/30/2017,0.343329319,2.819387972,1.298569163,5.186177906,0.343280357,0.328142031
12/29/2017,0.348816597,2.603965622,0.874595556,5.186221987,0.343329319,1.021304268
1/31/2018,0.306788349,2.350486156,-5.208526202,5.194115841,0.348816597,0.916512331
2/28/2018,0.276297495,14.27258847,0.677600096,4.99801257,0.306788349,-3.458515193
3/30/2018,0.2848668,3.475437921,-0.778149044,5.254392341,0.276297495,-0.504147129
4/30/2018,0.267408109,3.215258383,0.340882936,5.254954872,0.2848668,-0.699862783
5/31/2018,0.277377585,3.401067362,1.981409571,5.265859296,0.267408109,0.043527016
6/29/2018,0.293598771,4.7654338,4.021733455,5.258776728,0.277377585,1.427728841
7/31/2018,0.316400145,4.391250684,0.488000947,5.291430656,0.293598771,3.28058928
8/31/2018,0.324551318,4.279911691,-1.984824588,5.416732213,0.316400145,1.285883328
9/28/2018,0.318285466,5.045867867,-5.16228751,5.413815729,0.324551318,-1.050336612
10/31/2018,0.332416893,4.615708163,0.992395727,5.439379705,0.318285466,-3.987444396
11/30/2018,0.254559332,5.728233569,-5.262340117,5.267309122,0.332416893,-0.430415737
12/31/2018,0.170197004,6.061909016,4.805539135,4.643225656,0.254559332,-3.881790294
1/31/2019,0.231060137,6.278554774,2.528241117,4.962000413,0.170197004,2.323445013
2/28/2019,0.23950138,6.4684594,1.648175335,5.2076717,0.231060137,2.469727945
3/29/2019,0.249866407,6.220218012,-0.155836054,5.24032593,0.23950138,1.882904652
4/30/2019,0.246989221,6.030460043,-5.42544619,5.260288512,0.249866407,0.426661291
5/31/2019,0.208850416,6.730529547,3.473877988,5.26191115,0.246989221,-3.753415481
6/28/2019,0.302431004,7.289777463,-0.5560719,5.569498078,0.208850416,1.408936996
7/31/2019,0.311803566,7.342674847,-2.552924012,5.427454408,0.302431004,0.005359213
8/30/2019,0.269117307,7.499352815,2.183782227,5.403807,0.311803566,-1.821985947
9/30/2019,0.274646273,7.621127534,-0.34679643,5.491673969,0.269117307,1.039277034
10/31/2019,0.272287661,7.544614666,1.816222823,5.51021723,0.274646273,0.04922456
11/29/2019,0.272249265,7.431893281,0.959651551,5.512670292,0.272287661,1.311366176
12/31/2019,0.288282095,7.36842424,-5.429222299,5.512551603,0.272249265,1.060141444
1/31/2020,0.20255184,7.788282497,-6.725825255,5.512487171,0.288282095,-3.575118373
2/28/2020,0.102555261,8.219233304,-16.73324364,5.860741201,0.20255184,-5.825623289
3/31/2020,-0.095641396,11.27803734,7.872494209,6.386428056,0.102555261,-13.61678068
4/30/2020,-0.024709035,27.43377715,-0.759317823,9.681781497,-0.095641396,1.732701384
5/29/2020,-0.041076321,24.19205454,1.532546338,10.37947845,-0.024709035,-0.047312335
6/30/2020,-0.065671904,20.11293253,-3.453217841,10.38048719,-0.041076321,1.081158146
7/31/2020,-0.097538252,12.69777525,2.321268421,10.25105378,-0.065671904,-2.157681845
8/31/2020,-0.065860268,18.66833082,-3.087279931,10.3796213,-0.097538252,1.041568345
9/30/2020,-0.084218564,13.43675691,3.099782618,10.44656659,-0.065860268,-1.907608995
10/30/2020,-0.09743864,13.51764922,10.01861747,10.5285185,-0.084218564,1.6690993
11/30/2020,0.007286674,23.78021053,2.636382685,10.42930277,-0.09743864,7.63304085
