date,excess_log_return,RF,log_Mkt-RF,rev4,mom1m,log_Mkt-RF_lag2,log_Mkt-RF_lag3,aeavol,cashpr,ep,lgr,cfpq,chinvest,pchsale_pchxsga,salecash,chfeps,sfe,chnanalyst,disp,illiq,baspread,max,cash,acc,oa,ibq_adj,currat,pchcurrat,pchsale_pchinvt,pchsaleinv,O-score,first_lag_excess_return
2007-10-31,10.034131509353037,59.18371192145209,5.842139886777003,92.11351837312084,-146.0619357251677,-101.16888201885132,-52.69353784453512,2403.738983465516,4931.3508862591,139.7819243132547,63.55510919126545,432.9489656873042,-72.19815599470262,197.15550831224007,10081.678085983318,92.24866434041152,51.60681558524215,1093.3417412257718,660.5849711321764,-0.0473547453400128,26.883163638812448,-0.0378934094884684,-4.772919166266206,32.77265935521838,90028.43939522281,-10.015827416520793,31.125467142794605,13.288521272633403,-5.818358819318576,-5.816840588307372,-14.930013571860854,-0.6665536407893603
2007-11-30,-18.508044223539883,59.19434594912891,3.2886910562163933,8.11061690088182,-6.715784153230819,24.338030751982323,-101.15338383018128,2282.940788267193,4263.543139474154,93.00093473596836,-3.3394105743049085,518.5238329491809,-87.5801571471442,88.89269760842157,10361.601707645295,-138.5937738678893,38.283020083459306,-284.0868291624116,2846.07983649717,0.0515226058795828,22.363751618017886,-0.5188060635221845,-26.650258552539924,-32.48356101152608,-81593.67308329791,-139.27458576592574,-57.96859350571367,-119.9084441687421,-75.78789819873242,-65.39436559288629,-4851.098043736325,10.034131509353037
2007-12-31,-21.384523185072904,63.19592826257949,-9.170701653830411,-164.01682908752676,-92.58781588767816,85.15528326841287,24.5617091770376,2573.651567879018,10911.020298165526,92.22831850269738,-65.84261097525457,562.5767503062915,-109.89941464693956,36.36748638780393,19517.45046745476,-1044.8040764609188,16.010179491252952,247.87344182696168,2906.956746457714,0.1356540203878131,-76.95544895177665,-9.278846325757655,11.745634071703307,-27.51292943655685,295126.1966262236,-32.960127210974775,87.2726990870965,-42.49972239474874,-15.225306699620091,-43.96748891131902,11.659124007266657,-18.508044223539883
2008-01-31,-0.1507049763044368,49.837529187495065,-1.6092117925331078,19.473859861747624,-422.77996042271656,47.29247007283527,84.02700776887387,2142.463918064223,10387.30557095478,91.71376483238052,-50.61939852939937,561.1861517270823,-103.13998985441503,49.16400354031384,20068.82515152537,-1145.0062084088609,3.3585316117542687,-509.12274962151344,2036.920992290246,0.108347979783164,12.450424321495971,-4.224131329281136,-8.694832420912462,-3.695900403329887,-115370.65360523017,3.927936616693799,-55.23503488083361,-32.80054074610075,-33.29005692948962,-28.31522410708968,72.50033421155422,-21.384523185072904
2008-02-29,-16.701748262453968,38.49501040200995,-12.02005287504666,-6.503370114006298,-384.8769038449621,-129.31791779310666,46.59712778142069,1832.170765083872,10051.098475618244,27.228750244564427,-0.7341580394315415,756.4599239240233,-91.18103611698815,-87.92011189891133,19800.27890182812,-1182.77491012645,-28.489429016784545,1106.5450906441172,655.3701221668093,-0.2572577432027001,55.919051166728025,-1.511424050978789,-4.614627162907084,-41.24137671360995,-865117.7090146057,0.9905604112567374,-73.53595891573195,25.852662086881978,48.79552443145991,111.24404672128858,1063.2598968074608,-0.1507049763044368
2008-03-31,-17.036327771343004,23.831027463601423,-5.746379566507185,147.34106821001112,-779.2370073666582,-22.87482239766768,-129.4582249092555,1084.3459158163057,-644.0428158589864,16.490549619503508,59.98276878765307,761.71444791444,-45.02836936282481,-93.29721433875088,8267.833930124469,-418.7492083516543,-46.4893050013812,-557.0295757368991,1109.2471583387428,0.0665965829751407,-32.251067027591034,165.68701186091326,5.871900407459805,-16.004139659861323,215298.00893532112,-9.876695876890793,-281.3778671397845,-122.71458834002767,-138.60016263962322,-99.10464780733268,152.35738227906677,-16.701748262453968
2008-04-30,-2.887136063778166,30.9910289188921,-1.7006832390580804,-238.87415401755607,-775.2837933053057,-170.0785899833637,-22.612515775257148,824.294344587817,-2277.5419294232124,20.068180276593345,156.64424006024305,798.4155829115969,27.23169545093468,-81.42968933519151,7237.55284527685,-245.9537573056872,-42.626309983950485,-760.3838803789203,1321.1144205088845,-0.0705440104157935,100.70163407356114,-0.4464290800618187,-0.0150101083762592,-10.415359972482207,-320225.49101080745,2.955912527885971,33.057513054039646,73.70083834379949,43.46824410876812,36.43197320212082,103.68673179820324,-17.036327771343004
2008-05-30,-34.24491966549717,32.641969036880376,8.14103909497433,-297.2684004987115,-488.9469105930214,-80.37385587364152,-168.12842360771745,1709.758854846641,-2645.8466811444496,-623.2373425181332,241.5012070461014,296.18296794516186,45.88316487422058,111.37220694127248,7467.793928423042,-779.6168996379257,-64.86330248175945,-865.5704082718296,844.7547987556909,0.0812587587783602,-265.3495267236253,2.986766192778191,-16.795788327716764,62.78618406207477,-1426097.4992580526,-263.7001815593043,-126.452899345461,-68.41205529802079,181.6579346325639,61.693532124483966,-821.2436404968503,-2.887136063778166
2008-06-30,-35.19988141825579,32.615097481663604,3.333028729243757,15.178833866540849,-957.8591751374148,-23.875704206644205,-80.22592375388372,1800.6486987104304,-3903.035503092861,-632.3035596000823,379.3159962510065,223.74334873251573,-14.090056042232996,101.82094979206374,7776.696045533949,1045.3640358130845,-17.064487540386185,351.1325400619013,1393.966773430273,-0.1447827898473778,216.22789942684767,37.33378721063363,0.6932898044333342,49.13550263927226,-193312.12384219092,-43.09971221643696,-77.87392576188222,3.0174552538963013,2.6829674129282246,111.59001572842212,447.6281184910149,-34.24491966549717
2008-07-31,37.2886301737645,30.3900946055152,-15.735044686835542,-217.6074336645379,-1151.4760092555964,111.90864683082766,-23.255410239553427,2094.798195058907,-4225.496641484371,-611.0444105159631,406.4339105867278,228.7819973241098,-5.178914324349407,100.12500063393468,6814.018024106058,542.2787616998388,-57.24297192870893,-1727.1814852298926,1465.2069028568878,0.0895743858097105,-115.71759616450932,-21.013337948440665,-5.454536965227248,-16.848856881582037,-658701.656665191,-1.4608415043790617,-81.91048036634265,-27.100253889642204,-32.379685583550064,-28.6400062235019,842.2790828571633,-35.19988141825579
2008-08-29,20.126889275487148,26.459973766277795,-1.361683137135144,-206.20943618674437,-382.47007081163775,44.69534434694766,109.08006880082684,2263.2837880219968,-3798.413256215165,-1038.027446355166,455.5809559642447,677.9532713904832,-69.85195879164371,155.51522950783496,6471.823586778485,-27.69547784998739,-89.028144274603,-2578.3257027796976,1023.0625322718042,0.6040139614474189,-14.54191067333079,-23.162782428132918,28.235936885545986,-17.780876223251852,-535860.4207104072,498.8996199372425,43.60532750071434,264.45053949475664,-71.27755133568347,-40.12919556143994,-546.1631893873819,37.2886301737645
2008-09-30,-18.919280175627463,23.29112717813724,2.7167713190357583,-23.110092854908576,-85.8582290433888,-220.6194709891948,46.10540807094766,2179.642935902445,-4891.829726406308,-1111.9839662670831,194.44401649791465,854.2648517662872,-37.00602453002024,223.51879535296732,6624.12159040923,-233.9886709393384,-56.03531024088359,-3638.585818298002,1852.1786228023773,-0.6906144031219625,-25.358816042201056,158.62494497301694,-6.867255476260368,-12.820937876414147,1064010.8804381003,30.34972915733094,-7.814204623699425,-7.689335662322478,-47.08673101681646,-149.10003515299968,-140.70200816847046,20.126889275487148
2008-10-31,-13.291593203296102,27.105933915743574,-17.49239518775608,-456.4411927373845,110.09525393433674,-19.673484037717685,-224.33044517015557,1949.369615976157,-5705.3445477721625,-1144.2764662088623,173.18167324031785,838.8590827738086,-38.18983452564977,230.02392936443812,6692.358648406341,190.93473582742445,-45.9286613372956,-921.138357793314,1734.835884249771,0.1983086182750605,98.30738876479089,64.0334813572349,8.354912921305527,36.10237819004885,519726.5619927533,35.13265218075915,38.08349092122853,-1.6338495012634553,39.94983510026232,39.11774526027314,-1467.9550649297971,-18.919280175627463
2008-11-28,-22.578105191559583,14.352794046136172,-33.89743183852338,-461.66603137410345,430.0427244898715,38.12309902934136,-19.407079147170577,480.6002229191928,-4698.370909369042,-146.65537768083186,-90.4502459827169,329.0432429995782,-8.130549466240812,-4.019370417091238,6903.441091655492,183.38765928730132,-48.68953553738591,579.508673284494,1151.8406227373548,0.1874161550310331,17.065103179072764,-9.619257021069302,-29.205799744874525,56.3373045522268,-1787188.2702978142,-96.7420295839751,-90.28348633149336,-211.84639173721592,65.27220784780663,33.34505973332757,941.2399629289056,-13.291593203296102
2008-12-31,19.657784974798865,5.351969659407328,-14.599368291507734,556.9400094118124,-373.2954900349002,-241.4008032454893,37.81538060679062,599.8509839657594,-4776.1836762018165,-148.95068648533586,-108.57105326593616,443.9104561742662,-61.87098165267269,-92.54102903429909,6480.654258671945,882.452215271172,61.33190811428175,3531.966949577122,2233.15308282143,-0.2888379622021295,-88.73625187432938,41.09133246611839,2.439364714170722,-7.919120991639005,336388.34015535936,16.21917911348575,35.724068580724634,74.62341980522578,362.8452991291566,420.9502862172744,-278.0323934425878,-22.578105191559583
2009-01-30,-44.65794292000235,0.0,3.06259673864024,285.2586729420505,-353.9477671091006,-466.9729600314003,-239.24758779638975,325.31204195524447,-5510.273936334023,-141.7889723252305,-107.0007644268158,452.92322752203006,-59.10624919963272,-144.46225492334165,6439.543958144066,-130.1896551791026,-47.36040932271644,289.57256920448845,1711.6218740007544,0.0404352442076768,15.462731488581367,0.1825830971420714,-6.565207512646055,-4.635633521472798,74789.37130398303,-12.10512487695857,-41.80917328669193,-5.084686048650735,-27.405641793771736,-28.43501447836462,688.4029702598164,19.657784974798865
2009-02-27,-47.31915612717376,0.0,-15.155128684295743,-238.3998577949762,-767.8370897815374,-205.8033078938056,-475.15029645796886,1646.9225750969288,-5754.387978771225,-237.44206232350933,204.21348552675784,27.79588624649988,328.114459672914,-43.75099615006964,6608.886936671674,-418.5761696125184,-75.09476981818644,968.5518196746574,1209.351006153653,0.0215292465876401,-73.10693587005278,83.85593060581692,-17.068895478233628,45.101412735117066,4164064.2190400846,-177.7940067551212,57.48313755510753,30.36250563586641,11.667133197541432,145.33168136721224,-461.4107410448005,-44.65794292000235
2009-03-31,19.20493584189912,1.7591184260033792,-18.72775348815293,-85.45585822170615,-1304.7744635636486,41.84954419942928,-198.53378018970452,1635.9524997969727,-6005.536769596677,-215.61173179035072,155.38858007949008,127.84562533270312,302.15775547989506,-187.65828486580008,6966.020469843017,129.51748054085223,-149.56707758725537,-726.9039766828498,1207.4390682358332,-0.0682468194873272,-12.03876582594279,-13.266848851477334,-22.49792797648223,-22.36171933910209,-1412616.905085098,41.61301786259115,183.5371014239554,88.34545483571365,-41.36909389382902,-60.240313476132144,-20.23251457598508,-47.31915612717376
2009-04-30,25.49018079857469,3.450878535414437,14.78743363357032,-289.4990329316977,-754.5452434472138,-197.70387131963628,40.27146286313261,2093.935936731463,-5916.525334797404,-746.1387196417822,182.75237487965157,1197.5764290314546,286.21712764855965,-190.2490618913542,5721.576297639847,-151.38126920857042,-225.8985690448101,-1262.5443485480812,1194.3716852011148,0.219398489445133,-61.8454007713507,-28.20880623828515,3.1546598042267533,-18.23854294955132,-1394852.803585641,-38.11824386228197,-11.180671435884506,126.48586801532883,-256.9461684516615,-316.0227623299052,495.83984232668536,19.20493584189912
2009-05-29,0.7961909836941666,1.7439190836540397,16.904847491634182,259.52366520278474,-624.1484310815995,-252.84117083645708,-201.12819262520887,1332.746063591714,-6963.981763100939,-884.2660865854273,21.77712484715082,2187.495244960964,-178.758308864546,-255.58167358803104,5466.331860489595,25.76589874514673,-179.32000834254333,-1648.1806808534584,4412.909639529835,0.1246108734233156,123.13172248791145,82.22991605368594,34.483858747211514,-42.84086192869261,-395449.627102904,191.3732982081709,50.12521874347658,13.153004453808336,-105.61087707923777,-243.3364859618402,306.8620257437915,25.49018079857469
2009-06-30,-2.495736764937296,0.0,8.954720838930351,-631.5222139420652,-45.98300180129006,208.2581132082311,-258.70177285664096,1516.8865091373286,-7863.560980789695,-182.4596184009916,42.25359018078235,511.9649863850343,-202.18245686817957,-231.52342343306333,4821.6464338346905,1096.2423474151217,-27.01531017077462,-3045.682950315505,1489.2683278192303,0.0640150013730447,33.658984908367245,75.62849473039444,15.285071415326795,54.80614475775087,788038.5826971382,17.238026784051797,138.28555532479413,-159.17568255768384,-44.62302007091751,2.744140515480126,132.48331933207828,0.7961909836941666
2009-07-31,31.355006652798387,1.7661768334284935,0.7577513777082635,-634.77289155136,604.1084579422012,235.78339862498603,208.45937314322765,1480.7797509200711,-7345.487023347272,-192.5587729366877,4.287957322999874,519.4506034797408,-206.2049715391877,-190.56170725957048,4951.444989144937,765.5783454075934,-110.50251262547916,739.9246727500138,1002.7532481829704,0.0999507797314206,-100.477039322926,52.785172652629285,-4.1085909516893935,-18.93364858212533,-834251.9228362963,-13.234366537754454,9.285053468376644,-44.99585419112662,12.055147788460062,13.25951905392398,-166.35829087818092,-2.495736764937296
2009-08-31,11.103873749577549,1.7658390741362484,13.130410457016383,283.8527015631626,775.1732806444777,123.43596760180873,235.59393997397748,1297.3612591208876,-6955.457946696357,-11.787705016565642,-58.024079032338456,855.8541826898359,-174.51305332206152,80.88431335154077,4928.0642792729805,497.6203060691538,-130.7866788849223,1320.956853518588,747.2433171143764,-0.5544950679920545,-29.76363999491264,0.968309447130423,14.85567886431545,-16.855032360814604,-429526.7838198543,-63.57569663909774,93.1898830709838,122.78763951150748,80.33323808998303,70.53653063889469,7304.6587905370625,31.355006652798387
2009-09-30,27.986537090221248,1.7883882210481976,5.857747024824663,373.8500249807998,585.5602096937628,10.696459509336256,126.62225346816903,888.6814363750813,-7180.507691124839,-30.961437630444884,-46.3644468963735,890.3569212403464,-154.4774324633359,174.7952852624659,4765.373257923473,174.61113324040602,-22.7577538023962,2624.041661544069,884.2878878460532,-0.0696276054999966,-2.47833884425161,-23.79122965550539,13.369391918695726,-13.83044693624656,779139.2624149472,-20.39189321010061,24.632033496448457,-48.35452476141886,78.89591359868533,54.32861175452763,0.0,11.103873749577549
2009-10-30,-29.65222429112522,1.7962778007564144,7.182546754080174,3.955763798717616,979.6451354795064,187.05749417911355,10.79295790437638,877.6966752617562,-6699.572918875172,-13.228870327181994,-39.939999998042325,880.1238018749364,-140.0570716493379,190.74292488566277,5076.432574011371,437.9033256277328,-6.668021799669312,2327.788954232215,1036.3935755194905,0.0055424994390055,78.45254904410656,4.990105064270779,-2.1695156610572326,33.43203991970171,345566.4666313678,74.61208164463494,47.66825619668316,1.1596419416832902,11.409090818776484,11.234457659807733,0.0,27.986537090221248
2009-11-30,14.755014007892765,0.0,-4.77082855898085,-41.17335552834948,618.3305501599066,84.394174065875,191.58911694394695,1604.757186312938,-5662.580667578007,13.57174690539907,-23.828622666942543,594.5041965870952,-170.61296738019936,0.7768582436070597,5141.492187797618,521.0306171537713,-7.783778565027194,1796.4738118010916,996.2623955838998,0.1618036729135347,-11.39148041222225,59.31843285545949,31.421567338753675,-32.33406849228567,827565.8323067203,-63.37878923384538,271.3405542305186,117.77370159082642,78.22258126372441,57.3122227975838,-8198.72147697473,-29.65222429112522
2009-12-31,32.66291910716084,0.0,9.730425345374094,455.8910845784384,365.6982767264721,100.79008711992776,82.56227909780674,2150.2960248187,-6583.997676673823,8.495803875901156,-20.090472655829227,572.1610938006963,-146.36054110209614,-28.801533120414863,7665.084036211834,-288.16236707285793,-33.39148497463878,2271.628112706144,1188.694530757561,0.0403725471948284,-47.42163121281075,-54.896410828016656,-11.920945371488358,-1.603791012741425,-750288.7901849672,-5.848817798927488,-40.52641848859639,28.97007316460008,-16.874374666655257,-7.564944209436248,214.24565014792552,14.755014007892765
2010-01-29,-10.206378864309096,1.810161783272803,4.910242364983472,170.39520949824274,668.4516792842237,-67.05761317184238,102.18038117544722,2283.0805422538565,-5847.430589693253,9.577869237063696,5.331150237340175,583.2239699336218,-140.77848518657086,-56.32428776239483,8186.223656305746,-347.1889781669538,-37.10933160815056,2279.514196599532,1012.4391433818809,-0.176080951276944,-0.5900745128186884,12.618312402869378,2.231562723524064,-5.037966094505322,811519.1245347857,-32.18902494844901,41.23109568277778,-24.589307123537708,6.63300264338271,5.953520115095571,-430.3904711933201,32.66291910716084
2010-02-26,24.59735393761429,0.0,-6.267862715928,420.3910357021726,133.16582749753937,141.8843177442019,-68.80940563470419,2796.999525877063,-5510.536059048029,-12.156973983909168,6.091654976804996,566.6498133156384,4.062983076810047,-221.2538010809092,8225.059106556155,-324.7865231027093,-33.546478978645865,1418.7012754442276,655.5845170914888,-9.32449996221968e-05,73.36042212475229,27.70709410519873,26.57265917114921,-27.385411012621773,545681.970872242,1.3082655664864848,156.67117344418784,-125.36468181942702,-223.7956188579654,-183.2048985796054,-103.82892760354116,-10.206378864309096
2010-03-31,15.474946411074214,0.0,6.106605758825942,-434.0362241673044,916.4155185880992,70.58222346598556,140.79327766034453,2263.417751558253,-5077.02541139247,-9.858531288525787,23.336828788687956,603.8921296182278,24.13017649268756,-134.7386537795175,11038.839870690606,65.06806732080273,-18.85407102097912,-426.8265121373804,1914.8122873276968,-0.0059573289853686,-41.76048075581315,-7.138116416799903,2.0140274149976563,-15.473589298596067,-56164.06821729243,0.1199328732313276,20.52272320717248,-22.375189154752704,13.07114816627994,-19.292734573418784,7.023160496681157,24.59735393761429
2010-04-30,0.2176558286825813,1.8441489490245413,11.28309863829516,234.3689028886841,929.3524135921036,-90.63227881855131,71.93309681588296,5420.305621654877,-5526.747268801003,-5.209631268995423,15.44520008515525,680.2065524649736,30.28415706464453,-133.93675707616123,11344.711243350408,261.46759542050563,-5.0714569519123565,-984.4898769307572,2635.018403391426,-0.0206423994807674,-26.212784885266245,24.36737664524276,9.92977139467166,-17.371329712629205,602919.7254308872,-1.712312914913249,49.99274921130245,-15.674850626995244,84.64607175241858,105.58761038989395,-183.87025105247807,15.474946411074214
2010-05-31,1.7906432413410935,1.85526560145798,3.673548654987163,497.5902302887884,429.40570305348376,89.72130180770597,-91.71425165819171,6165.644351579749,-5164.104479280781,-20.43207038582592,81.47583690766365,400.65570621869176,71.6184242776735,-219.02589959658135,11399.265993059744,301.5135020656272,-11.790296053955286,-676.449826546892,1222.7006379955717,0.0074133746760729,-2.1091975426404304,-58.33294334304787,8.69362967538575,76.00871746991373,700420.0981687456,-20.777236411027697,-55.416329888542805,-149.3008398198716,195.7589706947793,153.32922917874956,157.0497585928606,0.2176558286825813
2010-06-30,-25.557003487297205,1.856788495145984,-15.258737112374408,-144.38869177188505,609.4188217973958,164.27152953398397,89.76940167144774,4266.59670320536,-2856.588911068767,-24.40348364585944,58.92753119350339,253.3702744875783,62.68319044838438,-264.2919050535544,7803.806846840385,1407.6864640483548,80.42446112384458,1801.36316176346,1484.9794279334917,0.0506712309664357,44.09497622723308,-44.058624259650855,-6.949207215523074,36.28345487007002,-291194.42233165726,-9.39198140938759,-407.0464788765685,-47.1543235711854,-197.4356936941928,-176.3827206377866,55.39528728259211,1.7906432413410935
2010-07-30,19.84752482050178,1.857911763896827,-10.646851385441154,358.841675026977,-113.7646347365876,53.23091719323743,164.48133975404872,4318.820871621636,-3066.761392087775,-22.619003026819605,73.65531848499323,267.895999034766,69.142002664344,-248.96501246585413,7506.292003464046,1232.0345525666398,76.00719867000684,4956.902600424232,928.9823934661944,-0.024259464353826,-42.44059720216893,-42.60057720015777,6.172696826293986,-12.426028765383135,-28858.3289414756,8.945358461438001,11.49887294898599,12.8788779957127,5.729468793315313,4.6991752126089175,-94.7139659726854,-25.557003487297205
2010-08-31,-22.748933189060125,1.8397761130567525,12.3260848179785,229.91805078294868,-57.478252002829066,-216.7445472697457,52.22419210051772,2379.3223444502005,-3520.797374604063,73.59190876545988,13.868916232373392,527.1042464670415,56.40056667588211,260.5681643817842,7534.484911054823,1222.5995572850634,82.02728233501045,4165.132835018034,1093.2920848789297,0.0320974412033862,-12.317730136880996,-11.113069623268643,-7.584607115333142,-26.36983027687557,-721821.27323284,112.21123972112476,-188.8271192958496,-28.658975115501235,88.17509029489331,120.5905468543739,-1356.8368822547964,19.84752482050178
2010-09-30,26.38656110389059,1.853674195709972,-9.0589362631716,-6.609552168069932,-379.1490418409722,-153.39290424754225,-219.9709432252612,1781.5397824340298,-7459.527181521689,79.007964789497,21.541800350022815,562.3329981002599,19.48267596956131,295.109226296414,20533.72809513006,379.85567834656274,107.22622487712611,4569.370208821802,489.3847019653312,0.0025459772189424,35.20470625299559,-29.62767010353116,6.1768909952963895,-12.421058503474512,309830.10420393944,6.934615977397186,74.15624925197153,51.05192799738072,92.61420437297004,69.49938746742518,-272.62971779103646,-22.748933189060125
2010-10-29,21.242384995116005,1.8378441484704888,16.744759776810834,24.839723832302788,-33.47284151814479,176.31642931856885,-150.8095046629783,1423.2212033241983,-7656.061869710366,77.52605546641954,2.9051302208477074,527.1822254976531,12.92736605088993,290.4376573035607,20673.2031740144,399.6529183382136,102.75247968527005,2198.996978545325,270.802157627114,-0.0686937358766802,18.141012655289444,-26.978272991967287,-14.047699222874598,29.40967346267648,-264053.402500432,-8.21001424246748,-62.41452269978299,-8.846222989717532,-10.814168270365826,-8.851218952291902,218.0969904382437,26.38656110389059
2010-11-30,4.367980034769841,1.8562414213599712,7.065311688223261,-361.32185220849465,630.5977182049253,-131.08391185896042,179.70732084249877,2793.389890714382,-7823.126133961754,116.6480254452223,-50.663578171926574,600.838557550593,-17.598464263620414,48.38263881260242,21830.756324979277,376.4565820993005,97.78184077913392,3369.492365823163,162.2310935613193,-0.0181540747322413,-6.398155396589942,-12.329849518997776,-8.556344351633072,-23.08005336803048,341438.2239817418,-43.30995185278421,77.15132107474801,111.8624882821614,-10.82991373092878,-43.67090390491262,339.66208685264974,21.242384995116005
2010-12-31,-3.564509847196152,1.8781368538986007,1.1234019840732012,293.55779588175324,416.6915251180644,250.13950980339104,-134.17013371199636,1904.052455706697,-3006.1642658257665,120.27237699346844,-69.87110366841763,660.8576518710696,-12.045459474029643,-2.861172599513232,10564.948222765182,-878.0055751431219,44.14992669429415,1708.2467461012125,626.4040100441366,0.0253646589836243,-33.20596610717118,42.01511191436589,10.344950638148532,-19.19587074072956,809125.6038380042,0.0031693769625746,197.6567571431456,56.34924362099079,-28.896227809126728,5.71986805854749,-324.59480044349584,4.367980034769841
2011-01-31,-6.798221531052587,1.8815030071253165,12.412011921884645,-337.73067926703584,694.0277798189549,104.8537851160346,250.99061816233228,1866.9657018295184,-2541.4933604594885,119.0614084191028,-54.10629729648765,674.7167138076995,-1.7790132094487627,-36.22392716856784,10406.512960613923,-997.4410165917308,39.854136521719965,658.9279633073602,677.4394313398342,-0.0072372629784882,28.90470420872154,-5.864501737752789,3.455350464486856,-15.35408575390369,250055.87170252576,-1.5490167121438958,6.584790628110113,-2.120896547801813,-22.081338621737306,-21.566659994847583,-12.966220214164425,-3.564509847196152
2011-02-28,-3.1166834262716985,1.879608363200716,3.7033223042926062,381.40931914248046,208.2472032425398,16.436513119631616,104.59203307973895,2532.041612153208,-2547.072101924595,35.236727585293934,165.47080713230585,625.9053275883998,223.9236107699857,-254.9398153727244,10361.449868157468,-969.5674376255722,-0.2186848425911871,-2060.4709599786006,823.1504349852092,0.0079303400015041,23.365192774697903,-87.18290244343609,-5.559063136237569,-33.94220396214561,3832750.701998416,-102.14888328557753,37.781163888640094,49.85217507882239,-335.84969295603105,-255.37187810131127,2922.9106105555256,-6.798221531052587
2011-03-31,0.9851077040384876,1.8753181533112984,6.432608820749046,311.2898395711072,-139.84180766804084,180.39082622404013,16.35630243493874,3394.90211788566,3531.892201180438,47.85646162993153,184.51799683850635,644.6492499436093,295.4505039491713,-182.4550688654396,14196.046909678184,-670.0785670393943,-13.04017164827822,549.7880771057364,1368.7903781911966,-0.0195137398065299,3.114386048675783,-0.7175853178783882,-20.828897984432217,-11.54267420570099,-109882.64973683657,10.247139180404886,-120.09552365342552,-91.8678084792486,-0.4014652727462362,-33.83424684186275,19.62755462464884,-3.1166834262716985
2011-04-29,-2.042341145444156,1.8732093422691212,0.8596137976996114,61.12938410349058,-180.52658759459425,53.79265499497223,180.10928620467448,3375.926770252504,3807.610055328261,46.26271095080303,166.32286860770066,651.8793725651376,262.78305415408124,-161.72945881930946,14299.11439899782,-395.79652800897577,-30.44522541439468,-1008.2547101720302,1475.12464136397,0.0071356178774793,-60.9104032235515,-38.78572998797836,-4.948814574994913,-11.744846514773856,134262.3916023299,0.6469198116135573,13.074399499656463,17.28217965622428,-35.254208273082554,-29.02460392586528,-21.971942803013008,0.9851077040384876
2011-05-31,-1.91403454150063,0.0,5.357915894833414,-59.10819779790245,-150.5110753418927,93.7565650363664,53.85346425104106,1087.6497210084203,3258.492433120578,-26.150064713382942,227.97222274085792,423.3569561113234,13.330990249873496,51.339825440499695,14035.722362470577,-603.9229912393547,-49.204732333875526,2371.6401488168385,745.7985428170792,0.0158772263276145,1.8466376349485076,-21.76893698951028,41.411574987534266,74.38555448483186,398363.0533467978,-1.8871409117740896,80.51482302238855,-6.278258558722303,30.448664491991565,-9.148255484375651,-2138.8789075590303,-2.042341145444156
2011-06-30,-1.8632911334169333,0.0,-2.393995780185588,-103.18564098308504,-69.10597760161653,12.525545004637603,93.62498331488273,701.8835269113116,37610.546880004826,-43.33414978256943,209.3933745016327,281.2359970603679,-36.61043069994263,2.079662448594852,110277.52469849508,1416.1450177041734,44.533896361279176,-626.9529174255302,636.6877772681961,-0.0007113948383204,-7.583394749453021,-23.460023322025165,-9.342741492349774,49.85106895324408,5494.086799748242,-44.76440416526977,-47.97002226467066,40.76844313090693,29.363087558657185,60.89514599903055,288.5468527618359,-1.91403454150063
2011-07-29,-28.24700512860629,0.0,-3.305029996975453,-33.2219571155201,-78.88179259933966,77.97567086018334,12.51701176516114,842.9223432314083,36888.68014787343,-40.59746552295548,237.62242467327812,296.74066211094663,-29.494685715791483,18.977780929149315,108527.67451653336,1459.5868592893733,47.615507929458985,1973.4352413169277,654.4798231049883,-0.0164045473711419,26.30215798859584,-10.346424845218792,10.252519910040746,-12.58885370734066,149151.07580259442,11.365037379877805,25.12990923911366,9.872822563444473,17.85560517498581,16.775425871960465,-128.97354414907022,-1.8632911334169333
2011-08-31,-12.18451824298223,0.0,-4.450662717112893,17.3556537207351,-506.34646748978224,-34.81444987431539,77.86797177853514,1936.4667474492617,39282.7125833406,-18.80311440363992,222.48824148700447,423.7555691300412,3.0797616875307967,224.1394193481485,114929.84252025558,995.2128421766802,27.344619109640423,2558.230130838024,779.5303572539083,-0.0143511646415515,-40.67053146032373,8.594446979054851,-7.334301665944736,-27.298454265476707,-530885.8906134814,63.41613634070156,-54.37759045088978,-66.12205121902487,233.90805692617005,215.54753433369405,286.601994522056,-28.24700512860629
2011-09-30,-21.886303799332843,1.8525739817919435,-11.441989768866884,-27.90890004858637,-632.4452815746496,-47.10977995661438,-34.10524260400067,2941.428082438325,5788.19715876308,-7.781227562048063,94.02403362183884,460.5877000913408,107.2538209262821,207.30462862174315,13946.867718058213,223.4391950733803,47.02129272740538,2654.079249503492,700.4171873692845,0.0671759820569694,17.10470162314155,-55.977698538396,-31.460905446857623,-18.494998010210026,-70348.47286960483,66.4197910454212,-144.15337942637325,-93.44409029135716,168.8395863286561,83.56250565597729,-317.6563716562196,-12.18451824298223
2011-10-31,25.4927922820346,0.0,-14.556210132508657,-21.881969093467383,-901.9051319629052,-62.89189649058841,-46.69166002171522,2881.2285613188296,4639.174276440986,-6.807854264075833,70.20993001437489,426.85369260572776,107.031309796706,199.35366069665903,13749.549786095571,235.3008290861016,55.84769890490608,2113.8580325905136,645.9628814589873,0.0482563366360242,49.9217565936749,-3.296298305047856,-7.219663393425037,34.06154786743551,-54789.12445096672,-11.596165923404683,-59.79458411288442,-36.53303637613982,1.0091294721602535,2.5448726204655827,173.47771122358608,-21.886303799332843
