date,excess_log_return,illiq,log_Mkt-RF,baspread,rev2,mom1m,indmom,cashpr,chatoia,chinv,ep,acc,agr,grnoa,chatq,egr,pchsale_pchrect,pchsale_pchxsga,roaq,chsaleq,sue,chfeps,sfe,RF,mom,max,r_sq,aeavol,stdcf,pctacc,salecash,first_lag_excess_return
2011-05-31,-12.87096508679989,0.8177640725394884,9.575882714901084,221.1421818572791,174.0629069183825,374.5955917104138,4.168918219529706,-357389.70674916013,132.32581707940773,66.96280441620632,27.00166186908688,-11.13944549659432,156.8175527677921,323.1712937554376,156.81755276779205,112.55888212687792,-465.0651774956648,313.6595937532712,45.739542512463686,515.5241932353833,0.3809727356498504,897.3627816636298,63.796862524928514,-3.346820043766608,141.42117399652307,-43.51397824067215,13.197642238737444,-391.5026662048185,-3.35625569548165,35.52486314131861,8547.414047590573,4.564881379089568
2011-06-30,-4.3171509179968695,1.662363059091398,-4.287661356075872,243.5970336612958,77.10167409109214,127.89133155570308,83.78811387068926,-238136.0840359078,134.39811253902414,78.30326566786147,53.41888705518512,54.37985488295771,166.86306373457694,266.87809015253816,166.86306373457688,123.56115883587024,-223.052971234408,316.9931440491554,55.1944211442672,571.598736483226,0.763353962472621,1324.5374422241025,103.14079767952308,0.0,306.76435551584814,1.143369202788563,14.560335666634728,188.95251187404847,2.061081814168915,7.762625689121312,-68010.4061735954,-12.87096508679989
2011-07-29,-22.25512845896069,0.6940659901279053,-5.9066917681390585,195.17945488973925,65.61441897033214,-108.81614717615692,74.26532525472976,-242106.9312015968,219.3112804517764,62.98841597698634,65.22034650775096,64.07242548980207,188.0411487091462,378.13064833964177,188.04114870914617,122.0555985351288,-337.57042021014,467.0571122250431,61.95319571949764,803.8382057041613,0.5562565123208341,1329.257989743502,104.97608827441928,0.0,-333.03900464258027,-3.4130346900731183,-1.0923812947053193,1036.6953922433104,-5.070548521858768,-21.428461328652908,7273.173616980668,-4.3171509179968695
2011-08-31,-43.65438177370922,1.1708834100865062,-7.945462125690571,195.6560878572784,-184.16407533940392,-502.2900218388334,5.812554754321233,-245836.92463079796,120.70437749970132,67.69152237268884,81.71559337710615,47.60892632148604,158.51377246861324,336.301036131728,158.5137724686132,169.7986291638115,-7.483558579130829,194.6475956938205,68.37899139727288,450.0723789477787,0.4061799062109605,949.7816519507836,110.01205539537614,0.0,367.8650260591001,4.053494992046922,75.31597881470361,-970.2808875024084,-98.33523853639213,-2.209595428521462,5281.437775906234,-22.25512845896069
2011-09-30,-63.87866141061852,2.5934692259510523,-20.540114357048992,226.9193017966864,-59.05883360853508,-1165.688281397891,14.442483052324986,-579854.1464306678,162.89221957959455,53.54699915283974,91.13445261742795,50.61871267095887,156.65242845967077,276.9375470599973,156.65242845967066,184.55248894539812,173.61115536157166,379.1499874556572,75.58705539657107,561.2816991394812,0.4788795066525002,-307.4397440822542,112.89936606494815,3.325652461640723,561.9384331310243,-77.17745035537416,157.09103095861428,-841.2360133176526,-6.9532974437642,-4.359294674027598,304754.3164845522,-43.65438177370922
2011-10-31,66.1076615959418,9.374450661777006,-26.00667448687239,192.60445826283163,-310.3915345691794,-1846.873613334234,-129.14732809178557,-572731.7104377102,142.13519087534624,52.795080849757326,87.97455894160217,57.59803254091396,144.97391596989655,280.72375950868894,144.97391596989647,180.59096392551348,149.05673934407113,366.4082021035617,71.30393924301745,501.760865461629,0.6019049007139344,-458.9800074145642,101.42006437110985,-3.325652461640723,267.22829477146047,-0.4454646516437606,-17.070769253311937,-481.8929001981519,-8.98851959923769,11.484678048417807,-7993.907481792266,-63.87866141061852
2011-11-30,-0.6203895365654177,3.1037580007676824,34.90318182352129,253.04441402159225,-568.6811619374674,-849.4790364651258,-181.41014763275427,-970153.4097313312,47.319446195923,11.003673973807077,68.77266123416392,-1.4812409644859326,61.28837441180183,171.0886498338465,61.288374411801776,-6.561125126015553,14.15808285246489,320.2102405283489,50.99544599233592,163.63308334673312,0.9580332131586142,-606.0912699560307,75.1302189975796,0.0,1266.9845391979188,-106.18115449230294,-74.45330357982766,-1002.9835468221086,-27.27541109325165,3.0673514538894544,1448185.9173792407,66.1076615959418
2011-12-30,-9.396459308369794,2.4994153131864336,-0.9238336497515376,228.9558915199244,-886.5166504262716,-572.9621368280262,302.7077373826513,-999711.0179058108,19.689108818788142,-3.671007101957157,78.65841346721889,-23.305434551729302,44.17071294707133,119.54254166487368,44.170712947071294,-48.19956234558544,30.237259547138944,258.1302507384089,54.21182619690759,62.81157227316347,1.1890157629292597,-914.6810817759642,36.97151380476187,0.0,1471.063055830974,215.7197401507196,73.95463132282975,-127.60522485303318,12.985598377972565,-2.6303365335146207,30596.137825951213,-0.6203895365654177
2012-01-31,28.798764773123278,1.2090280008975511,2.4295987795368736,203.72065305283883,913.0785199082908,-114.79568654598395,-8.808465417527529,-989226.3058355888,-0.7428045463726702,-5.393375227385945,78.07879388699028,-37.11955788317868,43.26619537094903,105.37700639176856,43.26619537094897,-51.27743557902296,12.573075658383743,129.82876977596368,53.376698792104335,6.417457993113114,1.1547542580846677,-1010.2953317469236,29.641316424730935,0.0,388.1552433248176,-12.69944064877643,-3.9460585330298272,38.89922152484155,-1.6749698367463566,-2.1814824079984447,-8546.047152346931,-9.396459308369794
2012-02-29,-8.330310783839714,3.54370957100041,16.195132698389116,211.89124669135944,-5.695271810744963,1171.5001004637224,-21.22240537135028,-547773.149123982,-89.158336911999,-29.77750550162313,10.100338199426783,-68.61258660598965,-27.027577122772534,-89.20600994879976,-27.02757712277249,-126.52488457642204,68.17950588544474,-137.81856440776673,33.42744945611292,-218.89320500588943,0.783708040104376,-820.7574003873516,11.580960769625984,0.0,-1122.281194819878,-112.26298662149918,64.53619404533447,260.5393506088601,-29.80919658904992,-5.946032743098469,-201047.19679972687,28.798764773123278
2012-03-30,5.197585452223389,1.236660312567177,14.305104622410026,230.3053305650856,-135.8993430804037,148.32997630059612,-74.75235144554492,-543889.8515254777,-150.44527042597025,-18.065940353383457,-9.004135012292657,-138.49509919631396,-32.3047323606956,-185.7306094667981,-32.30473236069558,-146.47219211394193,122.3298354661942,-431.7593816530173,27.459866749309533,-382.27742981616495,0.5058883227998312,485.3134405000412,41.39545249651744,0.0,-173.9678326844397,42.583780505871005,25.34046988993441,430.8118898522735,-64.30757356110752,-6.754655570411988,27187.82951746997,-8.330310783839714
2012-04-30,-8.647320771713538,2.0557637531561936,10.11593764789834,143.0981864100426,407.170866246108,227.2572542365981,24.16536820187316,-553225.2698027345,-151.8566041457693,0.0997096973230662,-21.776923014877784,-133.8127957127451,6.691986166839603,-140.1032803994574,6.691986166839629,-128.00271644415554,55.16649971823748,-404.6266445982094,20.139622616148568,-390.87250751164026,0.4819541822021745,736.6988247127769,45.23211281035745,0.0,1880.4924226709068,-10.596092991542603,-212.61956908905316,456.13041443758175,-38.78905828655172,25.093192723144536,3982.561831063591,5.197585452223389
2012-05-31,-51.856554270460165,2.7155493074660555,-2.8233242059200347,198.38857976630925,-118.5378822777306,248.16164862962768,-53.934564512186256,-101860.340077209,5.948983190631488,43.147038476676826,33.11807641506325,-44.04398590181037,155.4709862674086,237.1901839791717,155.4709862674085,197.6006497151164,-132.4231426742377,-59.60860143006045,36.027340408527266,75.8055563508404,0.0125737841126632,914.3573024207255,61.67275269999984,0.0,-352.3912116590882,12.90622505938802,28.665264911756367,-474.3215548091648,-46.63919838859289,-34.78123925531102,-1647744.5695523731,-8.647320771713538
2012-06-29,25.809032398648483,2.177813745930815,-21.093955090742977,185.64414232189415,76.63102008308178,-877.499383423267,-59.46272689752981,-234753.12119791063,55.5181462373789,38.519853419962345,38.54007552675092,-18.078523226300124,160.359353733956,290.0605816903409,160.35935373395588,208.0041796483441,-106.11016061375408,202.68047292289145,39.55237793839797,262.8744012200578,0.6495335044562552,621.3368633725531,88.17747103297178,3.301494890108409,-1327.720676557375,-18.958144306546277,-153.44557822656407,9.95148867949365,-12.529049050468188,7.877104055563954,144062.11155486092,-51.856554270460165
2012-07-31,-9.174217582842106,0.6993584762738226,12.45586337961286,217.8004510625269,-112.0702823290866,-408.78956150158416,139.62174579304929,-233771.8072763137,108.53554098161722,36.6733265697732,49.01087762082595,-28.91480576611035,138.73370967936145,259.8702203975701,138.73370967936137,178.4769118658529,-30.82600590742916,397.2040697034353,41.97275814672562,405.29850017274106,1.3080573307171794,508.26814347917366,80.91514797316542,-3.301494890108409,50.02488729226525,-14.861681433708668,17.91290788293054,4670.672108820878,-19.93237719748683,-1.4404026689040812,-5859.791783622466,25.809032398648483
2012-08-31,4.772868182464481,0.9854641967424248,2.582231532431969,216.93217014386883,-705.1444740438391,-604.6295983140641,5.991195616467696,-258515.30768252493,59.449994290799,15.653667723063904,-132.03494407523476,-111.91983714286192,-30.08816563243777,-41.45673784857898,-30.088165632437807,-377.3443166874018,86.93435379531725,251.97431246175395,14.49159178967445,222.28154931812355,1.489416521011337,211.48976484874171,68.43529116763668,0.0,-233.69847045216432,50.59051310989378,44.05135151657396,553.6815332478345,-9.836613358792562,22.44991562950473,1374680.028627235,-9.174217582842106
2012-09-28,15.1174633411033,1.4024462224485603,8.243068480785201,238.0315476494956,333.82740450627824,-427.7997056355191,42.359981102865255,-1177966.0891307895,61.11929390333447,20.39527827070916,-129.87340225173918,-122.1573096662503,-2.50532551900899,-69.56330670779222,-2.5053255190089616,-380.5801555166812,23.694103809943854,269.98636886341,12.491104269726158,212.4390265188182,1.0299122372078238,-283.6939975467568,49.41517735495509,3.273942174732185,-168.10338358093156,-4.442219048672087,21.237051678650005,-397.27168249913393,-4.227492282376204,-4.281880915386102,524620.9742931724,4.772868182464481
2012-10-31,-0.3908547303218554,0.6382030792643665,8.830071823676477,207.8366095431962,-116.39418342585752,478.64734167345625,-37.34757189907637,-1181721.6247230023,29.13289748350622,18.12827852370705,-129.90578816467095,-116.02405388301432,-11.307621238877456,-84.76457854547434,-11.30762123887747,-365.403844899503,22.79331971497181,105.1988353002652,15.322368028716934,119.33437350020483,1.0169287161904357,-455.49379065113175,35.74365675544821,0.004792613369116,-349.31837902741705,-4.865166513664804,34.17197928842552,-4359.566087625531,0.7998876355151765,-2.571018398241348,6877.151618944947,15.1174633411033
2012-11-30,5.759624208105493,1.0047372208201095,-5.839919458989918,343.3196684358323,58.868107229814,141.90716832941268,-22.54709004018884,-1021158.1791373246,-34.001639381038885,0.4464810170113689,29.16289297565705,-132.49032373530125,90.28384600225262,146.7670605287789,90.2838460022526,18.505333626979137,-203.9313992594572,-17.608129693611488,35.02769601932359,-13.600676519148976,1.060085949828458,-335.2010086660075,39.15962261192031,0.0104461525613159,-823.4631592025235,27.426896339638915,23.2380418130374,-184.1671804416128,-0.8096485187891176,-59.5773138628358,76334.37846660521,-0.3908547303218554
2012-12-31,21.07132421273327,1.2820234543910136,2.553166803294073,240.97595226878803,205.19317631740185,344.51657540306724,-18.904331483846377,-663859.1263238232,-53.18138670784266,-8.823872233306016,32.64562314251088,-149.71008767357614,83.2385741387663,130.90253144864943,83.23857413876631,24.52438911401124,-159.77106928779378,-209.1861367074165,38.3850559571715,-92.4153026708971,0.9361442575121997,-329.3420334720756,27.02576070805779,-0.0028114187256087,779.6804008547456,-208.4162043827098,-32.020309461557645,-190.87821259217617,-4.966702056861578,-1.588266177049988,-183114.823348233,5.759624208105493
2013-01-31,8.229639038531525,0.7749166445845456,3.860917852584352,296.105071934239,-2.5791793468489583,584.7809753302794,117.38122948381536,-649514.0144271052,-67.67184215363481,-10.798114031797397,29.398715725857095,-160.5810375350056,74.51323215002944,128.2449189504444,74.51323215002947,23.179770092325384,-163.31771085687916,-268.6225979584675,36.6987971844485,-135.58723248556865,0.416821966821961,-451.0886539952208,20.207382546730692,0.005190208989859,-409.20583742360566,3.1814012895041515,54.08845474669397,120.35750562712336,-0.3249838081883069,-15.015274071321317,-1684.6563835851848,21.07132421273327
2013-02-28,-4.55554065483319,0.9756713433312388,17.91977081040796,246.22940409532495,87.72594745342384,492.11756845754826,25.718707279175536,-818811.9292757362,-88.04049690489072,14.695142734910757,-13.57279885821917,-170.23704247324343,-18.395395470225075,40.83101183029906,-18.395395470225083,-38.93366388565397,57.98221188689368,-588.816561757835,27.503149693705176,-248.1516519355021,0.5344624450003734,-343.6060605005277,27.997282776028253,-3.291559730926868,-489.24671467779456,36.65105560959938,42.3782499426552,1104.0980982061055,7.67021647859562,55.89711650519932,-1471043.9594305702,8.229639038531525
2013-03-29,4.260674306695594,1.0796217622932398,4.245519773165476,205.1535227767177,298.81934761505994,437.0598751956576,-34.93882653683437,-822952.4287482981,-97.6203359227368,17.12994101955871,-20.24119525168029,-202.86944163463423,9.86404203710842,51.89380383155154,9.864042037108383,52.24433081860687,56.7628640215618,-570.1643284561923,23.67510122420858,-278.10432114296907,0.4926696971903549,213.5492079871448,41.115229855584325,0.0,698.616014739111,-46.08756653914384,-28.538465596513102,527.6461226543247,-5.826414200228214,-7.03509318676857,2012.8534866187256,-4.55554065483319
2013-04-30,-6.564791083556664,1.3800729386394228,13.073707971332444,230.69428574241317,112.66436149941129,408.1970044896137,0.0,-456467.5467579751,-128.03460039209966,15.182357673394216,-27.68793192556332,-197.67903447201047,-23.31719280928275,72.91627540368717,-23.31719280928282,34.61297683022208,48.17186144723303,-402.2771253863973,19.39225248959544,-332.8481622516733,0.6068074419590593,383.431438181793,42.91610064118041,0.0,-134.3034783776653,-5.232298239039665,22.4555220167299,-995.9293642178268,-7.493497800626557,-4.889549151727316,-173887.19151671702,4.260674306695594
2013-05-31,10.608663344372726,11.192455728515114,5.09433156130805,267.30887201421314,-61.457074187095,24.057325682583983,49.59489089226297,-465671.9935860888,-48.90050164066281,13.822130565132582,40.785577835576085,-49.592424110086256,12.012152913652304,121.56591832427654,12.01215291365232,55.19007495425323,-225.57716144047464,-91.87233229401082,38.49863705600746,-157.95386937790192,0.4595123295410263,374.32752038418727,49.12868542776902,0.0,-332.18557218014394,-6.337348178995569,-46.418103071615405,-646.5260491613567,-4.654282725226352,7.532706047937829,8730.233401548758,-6.564791083556664
2013-06-28,-14.119807091588289,4.49597480413422,9.132754662936737,292.11889353365416,62.87193087377206,62.805478359804,-53.15095200624316,-399326.04465985816,-34.70545684850716,8.785511507530659,43.73812050549935,-13.548636384458458,32.537281213403595,132.48713643579086,32.53728121340361,53.12021968296469,-519.1198818313298,-8.64012854300374,40.66628956273806,-59.42111550734781,0.573380522433049,218.64202522175057,46.5676941708079,0.0,305.8885331385874,-3.2546600280216467,-5.080896923618639,249.63499591061736,2.1625698085454985,-21.106348819898763,-63394.291557484015,10.608663344372726
2013-07-31,17.48357922251756,1.4569760947903936,-4.001436697079753,231.1950529901838,-89.33153207874669,-78.06357110259495,-31.79550861399933,-404902.5179023659,41.71576510570745,-8.803584608836498,41.68445657360715,-36.26743590636199,61.84216528224713,94.6766632481202,61.84216528224719,46.65792401224154,-369.6176998287459,51.258844335294434,39.6211995135404,141.03766964090445,0.5031478190171922,91.2813772392048,34.76992241400056,0.0,500.6820547116929,16.157476578879937,40.27725091846787,702.3994451708654,-12.503691776625203,-46.497173978380445,-5164.201012067206,-14.119807091588289
2013-08-30,-10.540719546446356,0.9297811440892852,18.160999644022837,328.07147704516075,152.3603883353529,108.80821024396693,-37.54079299154908,-370580.6681693752,51.73401459174295,-8.152720650490945,24.814030869720284,-88.15580321063186,24.89513509016866,77.34038119122887,24.895135090168647,84.29437094732215,-91.21567247183692,59.52561519679334,48.7746218366681,187.4910814636148,0.4123583316768375,3.727257447660129,25.06110825046506,0.0,529.7715384620468,-55.58890585809314,-86.4951585310946,-137.39224206164226,-0.2322526137481304,23.66514112252457,-10232.0802986364,17.48357922251756
2013-09-30,22.39664129141964,1.1609924130615903,-9.11340193691436,309.214790957725,-202.3624987026757,54.94823620295789,-72.06569606049527,-83779.96647002787,64.05561908094738,-9.827210536216851,27.076261495321454,-104.44071858008216,26.24351948098468,42.267964474136605,26.24351948098464,94.64384817978232,108.65357526156288,87.7594957414396,50.33232148379808,205.57138802216468,0.1217918965125536,97.18998263996198,36.98228151323229,0.0,-387.38823543970886,38.39895753196981,17.79863307507412,-26.31574386571765,1.2795651316075407,-3.8127830601324177,-283317.9328903131,-10.540719546446356
2013-10-31,26.45432978810878,2.4926106645151944,12.247072593639876,337.1368075989624,251.72817824289936,218.9180060899988,-7.345706034485489,-86217.4041012844,53.92179884477368,-8.438141925409216,31.749208601210142,-86.43886543832107,25.88368617596618,20.906678051641556,25.88368617596619,102.661755585067,105.23975636127057,128.84712686294665,55.62002355029988,175.1988333367956,0.0534530283621057,-9.401780797091956,33.58189072736204,0.0,409.1598820490152,-4.64221732981548,-86.29280213814764,-331.25458851504663,-1.287964103299032,41.90667915506844,-2277.732501669292,22.39664129141964
2013-11-29,16.163431249979766,6.154936797391767,13.61543780337176,195.22949016501752,-147.5526323514493,810.1222205327468,-2.0914883924730177,-116099.29914094487,-11.159282521705324,-8.392385409363968,-184.9071400441774,-218.60741612249865,6.840511332380244,-95.59294907667127,6.84051133238031,-75.66132929920752,-126.62646542026668,87.61576208663948,-12.995668282551698,-35.30795198039385,-0.0690864597241026,-47.06475928537768,24.83183629833241,0.0,-405.2586833755449,20.99106336059066,-17.50250917397807,1331.853118955933,42.11859839759853,-9.465205158280575,-35044.863912401444,26.45432978810878
2013-12-31,21.577113434104668,1.3394876398543611,10.304420164167494,384.9402946848088,322.88807992896585,784.4880862243667,21.845337461787413,-345617.90778547875,-0.3682811835822104,-29.77745609166103,-188.4094247938266,-249.3459641871864,-8.47576345262927,-88.430728516199,-8.475763452629192,-45.631131374471934,-60.70791563644778,142.99320265141563,-13.1966128858752,34.915154971170644,-0.2155581495373606,-101.63651394726864,33.25710037510682,0.0,-358.1951447387687,60.18175043925805,46.37262997223752,-444.2224639316264,3.7516168753071497,-4.294465888246506,396916.13981170463,16.163431249979766
2014-01-31,-21.401222900997016,0.760111155775068,9.29821481218814,295.8064596905567,396.1702515605645,1254.5487385357976,27.60247487332879,-349320.0387065278,0.4998195056888068,-29.82977751178512,-197.1771045780729,-277.8098872025487,-35.546864784731135,-99.9272372316128,-35.54686478473109,-53.31834376847242,-22.234764493205404,92.96634302248938,-20.682612969115933,24.905964431804577,-0.2659802329365747,-182.75982556539745,26.78114719804383,0.0,32.199578762614124,5.948985576345592,96.43285899871034,956.2772655817988,1.160259738783452,-59.59792013162807,4979.591850650497,21.577113434104668
2014-02-28,3.258278610130385,6.049240840480985,-11.3780928039745,285.9488523446751,227.0368441244582,640.43221379191,-54.96028108289475,-337135.59416957654,-8.722952012377672,6.358304316083922,-2.358798355288301,-183.7429592662256,-8.699105741841946,79.80763045367506,-8.699105741841874,113.59130750845227,182.3876965311012,8.30203830509942,30.789858733325516,-18.833117207388693,0.3505599817260135,-160.94257252198005,25.357144718295206,0.0,-755.568454813973,22.16391842471819,-50.52714707862242,1435.4035039192158,13.365710316746828,16.979186698944034,-4981.192177203309,-21.401222900997016
2014-03-31,13.178487950264996,1.0144269640176042,15.2472024042707,246.6344085828025,313.2790004093331,292.0494594333013,-3.69587510109877,-272416.6928724738,-48.34474495677188,11.992087910751398,-4.430234625945396,-204.6735417602508,-38.8320410869233,148.26460618485848,-38.83204108692326,87.74841615183698,49.79727264298829,-272.33524758006035,24.29437187136655,-182.1817314493118,0.2608319560881372,380.10345636935057,43.879493267498965,0.0,279.08947932734765,-16.72838730739693,18.66532822312547,-960.4644644847758,-25.65419400210629,-1.5286182847486884,-80575.68516676995,3.258278610130385
2014-04-30,-3.1307464938288323,18.06919822203805,1.4401076929222822,203.5482792258084,-297.25014624527665,260.6407245275105,77.62562458570424,2631.417257402852,-68.89490823805488,43.8319007327357,-5.552406319643513,-187.82969230846027,-27.07047760919663,191.4406052567256,-27.070477609196544,64.48623734851593,33.05006946463972,-288.7500696619903,25.489455820646068,-235.58615922923065,-0.0117786458632981,262.6367412209435,36.53542135383658,0.0,229.5031639028334,8.145468956554396,-56.31676631760365,-1223.5268736913304,-1.054181891791444,78.44453938823956,-359120.76734629844,13.178487950264996
2014-05-30,-9.734473612144168,1.433337368341433,-0.6399510797077955,281.70843546886954,53.5449684600037,-92.16586678833444,18.20705939127416,-2872.289681295778,-6.69049654739968,28.305052755917124,8.641737494561402,-88.73778573955684,21.78637863458269,129.09248634290614,21.786378634582825,114.40964555285105,-82.28046279778926,62.647961375215,25.731104166295147,18.68337221428521,-0.3210102516168595,276.20609136523296,31.759305176680048,0.0,124.27991479283068,5.959605909678771,16.21233848054362,-2230.1745104506776,-0.8309734982406383,1.7715701193970936,6760.917198361945,-3.1307464938288323
2014-06-30,18.790723571748607,84.69306195260963,6.858417840276726,288.5849529964264,194.4767803543181,76.15116151860951,-41.7309446257871,-39584.61445499167,-1.7221578838512102,18.74717485852287,5.773194436375349,-81.945312994244,9.235352516397867,52.9883252759993,9.235352516398017,114.27493037676192,-135.49393784901332,156.14717798670983,23.379056787242607,105.92673661689112,-0.0486167916356362,670.4967183717007,56.15503559072339,0.0,241.3751319985224,-2.265106702019011,-9.047193388419146,76.27241792618725,-0.0668731551088512,-12.1967895443013,307503.5451907957,-9.734473612144168
2014-07-31,-2.5832256336619497,2.418807765658161,8.646949989408476,251.18555317335213,-39.93360094121597,282.97419016990074,20.32170661834172,-43109.45063079186,46.24857443399838,-17.9760685958297,7.497171898527491,-87.0452598760411,35.26928612808721,14.495424577757229,35.26928612808726,126.47543184877868,-26.27547776945468,218.819910078133,23.473773254515663,245.6886813176819,0.1495872258485102,657.2855644515498,53.87914716651384,0.0,-105.26446239834196,-14.225217259285955,-36.79155829010733,94.35992597060522,-2.1653615710588667,-3.2346544280553147,-1819.9677443965336,18.790723571748607
2014-08-29,25.359761954676067,1.3954347787865076,-6.9458247128109125,234.140525748589,-130.68957124294792,66.59997441403871,-83.80551519835177,-16997.900874136918,98.81755345548896,-27.9147882067704,37.070070177882734,-122.94189775952246,74.98146556728712,-33.61876376007558,74.98146556728713,129.17825562326385,91.30238420773634,173.43566381334085,41.097710012237656,372.0771679913096,0.233962263328637,418.6584195983535,55.04329227028894,0.0,111.3689477222602,22.26869969025438,70.70517503156498,1615.86047040005,-1.2135587667642938,-0.0461149627991375,-24830.358496340457,-2.5832256336619497
2014-09-30,-26.05688677715004,0.965329805494312,13.992526910757553,298.48936684571885,265.8472583248158,477.7217488311607,18.596652996102318,106569.9703673163,154.0823470816987,0.990445922733092,43.52966795673463,-115.12391242524713,114.06879675210354,31.92416785484513,114.0687967521036,148.49923951732066,205.98894343581333,345.589790538815,46.81259103739388,563.6743453885158,0.4483382115541082,664.6333567881265,74.32863629215662,0.0,503.812622833653,-11.209284711658484,-107.37801349316352,-130.58345675769942,1.3322095860593208,14.761805367451345,-58589.10291507124,25.359761954676067
2014-10-31,16.33297478420525,2.118439190601104,-6.739860838640109,266.277595862864,-15.069582655495571,258.1582743308439,-31.746418208242748,109198.6409712892,144.37002265977128,15.25900475415932,49.394048563708296,-104.07253748183578,103.10364479579444,61.98696899421739,103.10364479579457,151.099599438288,161.70398086571896,364.08093666067646,52.709372268806135,544.5956492387957,0.7067816854069258,692.6740179185771,77.07462784156341,0.0,596.0617523523289,36.92232657229931,22.06898014624357,235.45931538412333,2.9709259064210585,-4.783764001086997,-134.54946461576037,-26.05688677715004
2014-11-28,-14.443761938257106,3.527968763489622,8.38799481435522,229.8187260694671,365.3730945406464,221.1840346825385,102.1377296931014,136066.2961486985,88.46081860941206,19.088776546370774,54.40562780808792,-172.62945271542404,101.69884790900365,156.43862509817245,101.69884790900366,137.5862080950945,143.15412721268234,280.97828607612087,59.50711317743091,342.5373475058028,0.5859273938137048,659.009481454785,79.43820427744805,0.0,773.0019538043498,-36.09887402443599,-266.3151475270847,-1180.9443329513297,1.93884318444654,-4.099623537646266,-33725.49920881854,16.33297478420525
2014-12-31,-7.450782408644584,1.221162885935848,8.516143705506225,323.4685798833795,-360.6823887206204,39.91775044304913,-133.73146559085538,-5972.417231329497,56.76284692443775,37.89733739208595,58.5842058898354,-179.56973053124588,265.6115152028879,336.09453382923044,265.6115152028878,14.144234209024576,30.5581004043254,123.3372939904422,61.49824434620376,230.1433573218068,0.5053009305257521,-267.97921030475766,73.27964912937557,0.0,-662.3696598964525,-30.239696599220224,-327.1767018217083,-204.84375448716128,1.3005479710907937,3.684012500812553,43853.179381332186,-14.443761938257106
2015-01-30,-36.46283737231629,0.7624927869782225,-0.2023453780808778,302.1545005198385,228.38543723837105,-445.204103532502,-34.070618700652886,-4518.057014935228,53.01004748771516,34.62787539394879,58.0307450418907,-189.5347151921536,251.35499821386543,328.3472996438981,251.35499821386537,4.639715251469557,1.973070057375165,18.390374392738927,59.39392864717982,201.5992878757203,0.7799385604508955,-331.7587940664003,68.0674940827128,0.0,-9.271404854259345,-23.894290903264107,-93.23086456366832,2455.715294477797,-2.2479430790277206,2.1888591761774983,-5319.312875443662,-7.450782408644584
2015-02-27,12.072969552884782,1.1390676939650095,-10.634584233211111,175.96067228500124,-192.563354113156,-592.9238093603176,-91.6933542403393,2888128.595111467,-30.5115835711157,33.38981361296383,77.3549749230011,-150.77902140988854,8.246803906916501,-4.6445799312035625,8.246803906916448,925.1557896477392,244.0985044664237,-112.40119904063756,62.81460596494155,-57.08510181886663,0.9040836642414488,-374.1173520262984,69.6870571056548,0.0,490.6770650225235,-28.28022149240087,-35.18666713368907,1051.7241619449296,4.012041291244088,10.31069993418804,1730650.9273516615,-36.46283737231629
2015-03-31,-2.955487898235093,0.8794022454952635,19.90157993543996,257.0505806870691,-115.31662611253692,-633.7977037628355,-38.43796469371252,2823859.694205306,-40.11614378860134,34.771213782335,39.12023674991743,-206.11464692243564,-13.938367184834828,-62.28826542004245,-13.938367184834863,803.9612575378727,-23.328280862631196,-253.22556939831904,41.0671049533394,-89.74021009949632,0.834487234514072,-315.0266711991489,63.24322856137745,0.0,-784.818752777858,-4.445627230535138,-19.891135905741063,-51.04070601093372,14.410528706580266,-3.1664965610886746,-49302.778070809785,12.072969552884782
2015-04-30,0.4974962920167353,0.9675607609185808,-3.7710757051777866,224.20645674644936,-499.6777212207886,-488.148318348649,-41.6538621899162,2839106.052312331,-109.89173475733472,31.580301707198164,14.840137294478623,-221.17106810206707,-47.1599508598227,-42.92000123154037,-47.15995085982273,765.8959286183181,-119.47792747935294,-289.2140483597874,20.91032881000893,-263.50975092530047,0.4536603612134431,-329.20520619174977,59.91988868128503,0.0,347.7364553406356,38.72651494176995,71.02112410107884,-2036.1076754178891,7.518350754975842,-1.088008608890906,-198114.5429007169,-2.955487898235093
2015-05-29,-7.069158776972827,1.2183138237087292,1.967783580763223,276.9222110207196,172.37929220569393,-354.97087246101785,-52.52561909497695,-70930.19026346004,-158.68550251004203,-0.9787787787739012,-204.37677757891635,-192.88660692301136,-188.65202078608303,-55.0621930965544,-188.65202078608309,-103.04008771333363,-6.745733558381184,-250.0482494438322,-65.91980669514277,-400.7939562495548,-0.1418171924721671,-321.4228528240718,53.6372214283864,0.0,-282.1307531283276,-7.937247088374079,0.2249641812964,-1347.6750951682957,54.8046150432836,2.905032500078349,-1683795.4924969336,0.4974962920167353
2015-06-30,-8.689963379260412,2.2385696070606933,4.519058816123112,216.74183005705592,-37.5579696442293,55.7135433467878,-25.43699236019493,-164123.64665423968,-148.2346197433725,-2.140656794278935,-165.31127672758169,-133.41808836846704,-115.3573434821382,35.79201270864205,-115.35734348213818,-57.93191460302808,27.68810796142301,-232.4698308328892,-42.31132224198317,-347.64419386155606,-0.2320180329536346,209.0920268699407,49.31276828053104,0.0,8.606844541673354,21.965857681307227,-63.632348698618216,-585.7277138650402,0.7481295012858595,-0.2544273039497096,81636.06575960855,-7.069158776972827
