date,excess_log_return,log_Mkt-RF,baspread,log_Mkt-RF^2,rev2,mom1m,log_Mkt-RF_lag2,chinv,pchquick,chatq,ibq_adj,pchsale_pchinvt,pchsale_pchrect,roaq,rsup,disp,beta,chmom,bm,cash,rd_mve,depr,quick,stdacc,stdcf,oa,ol,currat,rd_sale,tang,chfeps,first_lag_excess_return
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30,60.0907009076392,-9.904755480282107,2878.3667565269834,0.0924017329331951,-968.2150383163356,-1529.2375866602124,-1038.3136864397088,-19.93089686141129,-376.7480245703557,353.25577870565525,-553.7883702567995,1890.4391575350176,-320.37087660472883,144.26914209330008,233.15974619522203,2942.4925271898805,0.0,0.0,7812.186438718445,465.92645090574047,2.446996608258388,249.4640162237866,14175.779793332696,3.4189827106897224,698.2644995146244,223563655.7841508,84814577.36363192,17295.180199847673,11.23457316840378,6495.095641653582,1769.0904978937,0.0
2008-05-30,27.44631382194312,48.20303746295978,2098.899629199853,2.163965849211975,-596.0249857723679,-618.7984745876354,-496.3386126764335,-68.38899183717928,159.49716116521247,272.8297564710439,-400.9287414456315,2982.031327405268,-583.8357248207659,148.7758857085543,306.028871948268,2084.733179258997,0.0,0.0,289.02437616829866,0.9078847925308082,-0.024906293224356,-0.130161708633409,186.11461900281392,0.0478864677259096,1.5994676081110129,801307.4374523163,218312.6680971235,8.778648519142735,-0.1646749487052794,17.40780699179504,60.1853683721049,60.0907009076392
2008-06-30,-33.84320395195888,20.104972571079557,2082.726723252286,0.3698250854283646,29.902536546337057,836.5962392067323,-150.22185377440317,-122.82024202883586,837.0196490037379,207.8366523948305,71.09225014102256,4188.200147472211,-411.435137439652,161.56965290776952,389.18451725042814,2697.119476659936,0.0,0.0,958.4339420500992,-23.08435266727963,-1.0604845609830635,7.343957292637867,192.5115500544616,0.04573613148044,16.459694679848553,4436149.205385029,2520839.709835887,138.64768530584115,-0.0174569087608862,31.27889360793415,-4046.982978001456,27.44631382194312
2008-07-31,-26.20617969853539,-96.37687624962554,2739.049598589965,8.483160734529068,966.0819690296616,997.1995143203092,735.8089946764619,-123.38976139073628,837.6028229301938,210.19533890447624,79.44656043621649,4213.333213992939,-419.69593230371896,162.10200915453555,390.2859951831107,2695.299977457006,0.0,0.0,31.62481358731929,3.685284736022595,-0.7575430672614242,1.182504383460298,78.08740131436753,-0.0071185920730338,3.4263227140720574,756160.8250822425,291288.3737563789,83.0331472872058,-6.239957676525794,22.00929703646761,117.49964069819772,-33.84320395195888
2008-08-29,22.22313007743864,-8.43348585940107,2202.4128130520285,0.0651006058251451,475.83420700370647,544.5359088394079,300.231558284593,-55.25476515550972,492.5417221469744,388.4971019635872,-88.76644292574298,1438.6888375008095,-227.3280837143772,142.52252693025798,438.5159173958152,2026.417057273193,0.0,0.0,-151.64293172706311,14.808174881434866,-0.011874454203842,-1.70884679383812,-33.34463099179811,-0.0089016864484623,10.474186666813694,4392455.960022152,4207012.772315353,3.328428393808281,-0.0946021295029462,-50.58817743567761,21.08365611689669,-26.20617969853539
2008-09-30,-95.34191628066196,16.544865564859474,1058.0875331487246,0.250881808639639,-451.88439181641104,-88.32653765015917,-1432.0592053397042,123.7534138692903,697.0433841702541,700.4387283627728,-381.1195107158507,-5867.791973896109,-830.9329660359525,114.77444994324244,464.5130853317803,4353.4085706874,0.0,0.0,102.21465427900512,34.66364121670108,0.6977444967227288,0.078555268103571,192.3553716607112,-0.0578385520755602,-2.053534435897177,6298778.801662445,3497548.252649322,534.6935887485888,0.4066478854763664,51.46204532821776,4438.221734570534,22.22313007743864
2008-10-31,-149.61342657722855,-105.78639855510473,2594.603069403204,10.24014240627532,-425.8873670484794,-2000.8629157829,-125.95402214336274,124.06130398979778,735.45378330627,703.4943531580225,-370.6861669736602,-5851.291268440808,-826.4207383597187,116.38275007675202,463.4026903459221,2129.9952912798303,0.0,0.0,29.811448217997167,1.87174797912769,0.0090585461593866,1.00696492909492,94.78514162907597,0.0202585878924219,1.525628509721514,13480.85527393222,-17000.333865001798,105.79362282711736,0.0359869820907832,20.68861505475252,163.09610851166735,-95.34191628066196
2008-11-28,2.182906395935148,-205.32933715891036,6779.4916019327975,38.79460508341667,328.5337466478963,-3648.083408268192,244.61509234813448,123.68200563532343,726.6514392544219,484.49488910552674,419.2071905461185,-4326.859275668944,483.6539780887525,171.68193565714316,535.5364304256017,2017.2448745799768,0.0,0.0,491.8684450753772,-3.565327414344381,-0.0235603589707165,-3.425539852650928,-185.1491081610457,-0.0837710550248878,16.007348380880785,-3772814.9938536286,-5110877.167574123,41.61941181299335,-0.0935984871538169,-36.44009690713483,-263.5065988019387,-149.61342657722855
2008-12-31,-1.333679933864911,-88.0838423426662,2583.309552263373,7.208384221487283,-1373.765945150106,-3056.302791857694,-1532.7667796089197,106.55974074611144,-595.2957645178266,162.76313108679622,717.5717682593806,-870.4412046874012,3006.3860724362967,182.37565005082675,666.6664099434016,2388.1055395168223,0.0,0.0,323.1001638713915,-16.662377167310808,0.3647647885471681,-3.905121406835804,-1202.712074116107,-0.1161752420503985,-38.34617466485077,-4870191.465961814,-5273762.41838485,-822.492976721529,-1.079243952702495,-74.92333396735012,-3931.474772443569,2.182906395935148
2009-01-30,-21.88685337006962,18.565781177067382,2353.4934002287077,0.3202662865726721,-2068.58343076194,-3404.74129437683,-2992.05389362973,106.91565058636462,-610.8700273408858,160.64151637777388,718.9031315785192,-883.255674276757,3020.469469759345,183.2282433606715,668.5285366815087,2631.463270897101,0.0,0.0,95.19677294624672,-1.3582505664855944,-0.0076100467305895,-0.3730710829973418,-28.321235862082176,-0.0143929886065801,0.8075165924281009,228672.31061291692,91334.07331883907,-25.3539025171558,-0.018501685427088,0.4068124674486171,-56.35051900338704,-1.333679933864911
2009-02-27,-155.4042374796349,-91.2250315885298,1666.321165294432,7.72555675018393,84.13460989916655,-2339.690334476971,-1297.8229710265698,76.2626531059346,-540.7559046569964,261.00918025906446,500.3697021849422,-661.9333390738526,2394.294921278213,179.1536507109288,605.7665425068866,2747.058418881756,0.0,0.0,108.33927432219208,-5.568198702118991,0.0026400009215019,-0.1815549028831071,106.93239603303846,0.0078845949597026,-17.766638750783613,2407420.9468613863,2117416.2319360822,67.28542517063397,0.0064184187438054,-11.812462380484249,-87.56505984211731,-21.88685337006962
2009-03-31,25.88496936056532,-114.49478478924487,1653.8618306003536,12.189231114380812,-42.10878640337799,-2535.012383717006,272.7594124424228,-31.3679411177578,586.494689742473,1621.0776752302645,-1108.2543774484104,-560.4860791212477,-1279.3463360800597,102.2650530588992,161.38821516040133,2437.335148531255,0.0,0.0,1151.107288044459,-3.425834694695084,0.5980145552498843,-8.579584640861725,486.664829820822,-0.2765046112100062,19.26441294652693,7536365.621455044,4251652.968287468,79.3216259292094,0.4583404567868836,-88.80626542286063,1900.487232104276,-155.4042374796349
2009-04-30,37.056453028058456,91.24573471302142,1280.1322138938106,7.819981100859637,-282.6947505946494,-2178.148076133476,-1312.5203391605037,-46.69695151573983,791.3706382525903,1559.8600907919106,-1163.7217198582648,-542.0211290534608,-1217.1002883087322,86.98874001563192,123.197145520071,3667.105154090143,0.0,0.0,55.33919984604836,-6.017091576521864,1.879864750891735,-4.107300162988253,-247.8622148027516,-0.1437436081213747,-12.561639448910569,-3767729.503885329,-1138917.9868883938,-313.1753892612141,5.408373545220757,-123.67976147181707,1085.919948235503,25.88496936056532
2009-05-29,35.7372744939418,103.40551974540092,1209.6859896177168,10.023713585532091,-2228.638785868475,-1613.95661429157,-1656.2315718856144,-122.1425368741838,1763.9613296330538,239.9594023849684,-686.6800969440976,2403.8766671132385,-246.30465432911964,87.49054332685355,-260.7937649132761,3531.9096105546328,0.0,0.0,1027.0551225486888,56.42843355046733,0.1738343590855562,7.636748559367788,968.1686826223269,0.0246985035044957,43.65590474324347,-628564.2230104804,-1049443.40556854,727.9792580590656,0.4435193434637376,58.55329008198078,-44.43613572248773,37.056453028058456
2009-06-30,63.96516026502683,54.32670977758507,1211.470797323376,2.7591539996233063,383.6907904695065,-801.1126627457456,1340.251293023702,-151.77818124156354,2261.337555767594,-162.21917172561385,-250.2033506270646,3069.141925657225,-56.47265925463245,98.58026465706035,-498.5455457442105,4511.640732358618,8.290205959507581,0.0,973.013051075268,26.94300480947595,-1.5708385610290865,1.4987206876075163,662.4215924531691,0.0154779360556163,16.08428676572248,1069340.268411398,-174088.429895401,615.292257243429,0.1336032521977763,22.053025140335198,-3308.340582404848,35.7372744939418
2009-07-31,50.738289269947046,4.599624730487357,805.5233116013378,0.0197339921490312,538.1147519819656,2407.758985662435,1522.655761367588,-151.85136846119434,2254.7367488111745,-175.40862551953785,-307.6238200890472,3093.7945434019275,-32.63234158959372,89.92677167628172,-518.9152318949695,3778.791141167752,-0.2273628620868457,0.0,-7.544408638994355,5.437128041679216,-2.049800431982137,-1.5996169735820445,103.1353751210645,0.0495468399145644,19.424644263727718,1134670.981553733,414594.2035380751,122.2434840140777,-5.775854556246194,30.95070576373837,-78.21621971754394,63.96516026502683
2009-08-31,13.94295234486136,80.03697071017156,1086.0136719099871,5.951381938214214,552.7157805578994,2779.912005091021,804.1094876114744,-48.324953065636166,1853.100750336184,-45.615788403331,-96.18521426105292,8.782978089516213,-289.8730825732975,86.18678081018753,-762.5996784298275,3713.2580024006406,13.637652776363913,0.0,-389.4177758717197,11.053851952073389,0.0214406405310243,1.7864630959750514,560.5747935126456,0.0407534770613144,0.7072573706547018,3270575.406792581,614627.4948108345,870.1404939895692,0.1494238686349351,68.32747355434276,35.846124154390964,50.738289269947046
2009-09-30,21.374153640945497,35.37088637330152,845.3831611519747,1.1585499276950155,956.9161210580758,2461.988449307309,68.35714860263867,45.5829245681936,787.5902409692096,101.41443466379933,-5.004288004550318,-4230.673826712556,-1244.065412378338,91.91377859784576,-929.5171105449896,4305.576018877056,-0.35893718203193,0.0,-834.4944171157167,3.1394178679644256,0.5359232540751436,-3.121528023660858,-108.62621539896465,0.3100705445911744,9.102851695696812,2274276.286058426,390795.3327564746,169.0241721541097,1.5642372017126531,40.071029251249456,4485.441396148137,13.94295234486136
2009-10-30,-34.33979100469213,43.22751166209539,1079.9163514756565,1.7284833306117098,747.6347253236012,2238.405979992789,1187.2284974324195,45.773970054208185,786.5376002988943,118.20612783159828,125.43164599908872,-4245.2947118319535,-1245.0103967886982,101.48396506241411,-923.8480735828296,4041.91406732608,0.6198185870591502,0.0,-19.505003751057306,4.671161764619001,0.0041043603108059,1.7002769097530006,65.19890783974915,0.0138318003587931,-0.4567687117995547,303773.81290876865,92858.81508137286,75.55453710032452,0.0193114866449741,17.665806449584124,-140.30518119788576,21.374153640945497
2009-11-30,48.3497782612133,-28.407080111183877,887.2757214133014,0.7454390296293093,213.05655641494343,783.20848923256,524.3829081026498,48.14971513094415,-326.32553242603785,55.10607303438308,214.70916140601065,-1793.2759934746962,798.619585970392,122.65749454072832,-1015.5193817619104,4111.074924158803,651.4693089235499,0.0,-464.9428904412216,-45.40125134185666,0.0051963105092602,1.9345732254489008,-439.3698410357829,-0.0206542034732182,6.701621034497748,1807284.940271318,478498.81692790985,-137.92958583497602,0.0251981244642776,27.29536787051984,-138.29349104489438,-34.33979100469213
2009-12-31,61.7766458148071,58.45913639362335,803.5313384224985,3.1631844481667653,323.2986819605805,757.8725018597768,637.6202991011907,54.94184529337202,-289.30098422948515,352.8653734111626,264.60347727018626,-770.0526603025345,1132.9439017662337,115.5798995681188,-911.2228993459968,3970.426276030194,0.0414050719924716,0.0,-268.5559035045462,-19.64887651751565,0.4389875578269442,-3.9720021794608726,140.34210888192865,0.2845683562676471,-18.08223261368755,289975.7497346997,389956.94332024455,287.028743550738,-1.3432459415763578,-43.98829505511276,-3172.778776757781,48.3497782612133
2010-01-29,-41.90350861979513,29.38665884557262,732.5020079053462,0.7971421038839479,-500.9418512585887,1474.191171638574,-420.7476315111989,55.1605229994954,-267.2065491457462,350.6091342288778,205.983574793544,-813.3382025194365,1104.0206153472686,116.36784937410626,-970.308774359726,3022.936075910755,5.443384050993814,0.0,69.20026596903517,1.4549973598213342,0.0235571264547023,0.5366781443568982,84.06984206429297,0.0123899049431885,4.590311169185839,1470103.2636987567,534125.4266608059,108.59007567059598,0.0833152622661872,32.36299072356542,59.17118406875943,61.7766458148071
2010-02-26,-0.6970627234854752,-37.16477290592825,789.7283189175706,1.270197234709197,738.6446310108598,530.2926826152308,874.0305547916909,44.32711855875423,23.26447947260651,384.9001881853992,91.27899393738168,-178.18888670339243,761.3998363478754,114.72881023883552,-899.9788664288129,3201.100017707326,46.81309324169536,0.0,7.50429106627962,-7.05997628356414,0.0258218851641642,2.5373145086188345,116.36211671495766,0.0210211532484128,5.973588201039547,3054758.5001589954,1022689.0479505508,82.13864169772933,0.0894995000652567,48.87701460080916,32.15165285478042,-41.90350861979513
2010-03-31,44.64970149300023,36.25801072279612,766.14570593403,1.2122784698490474,922.199718728838,1018.3238960287724,435.7985424540075,4.403536455433978,916.08277819817,361.7274534480936,-307.75463797828434,2045.3438041806023,-503.275161182774,111.50535479422211,-387.6851336592469,2755.2814985925083,8.686761855418808,0.0,-517.6312133847368,27.694252872258403,0.3160156824134474,3.395664664115486,370.2112188429128,-0.0085800399970383,-15.148898466183027,-187884.0488447249,-149129.56300351024,61.71231719558273,1.3389878182721595,58.765171275646026,1601.5816880476257,-0.6970627234854752
2010-04-30,33.15638915170032,66.33609580320015,681.2939973466396,4.05865650181238,-621.114228059369,928.0504426154972,-548.8454977480278,-6.693354052337946,608.4580771846488,392.625805627427,-288.4739389304148,2549.5171651758824,-75.81455134734561,121.36491168728824,-277.04460440634955,4751.237240608304,-11.242478128086532,0.0,-116.44299645916,-1.8197675373753557,0.2068782837641598,-0.3567515561357766,-172.35232753745913,0.2235275521265687,1.4859274024165643,-409300.4721763432,-288714.4571685493,-200.42678238639928,-0.1547753882060947,-25.11429042439886,1263.473481614151,44.64970149300023
2010-05-31,-79.92661809089448,21.53005959226688,760.0151942014171,0.4263094265036627,-11.34290156184606,510.1428322467543,539.8523667639902,-31.374212596836067,1020.3841027816565,307.56041246053843,93.96114216691404,3131.124836218575,-968.2601458648552,134.61609334337095,-192.78121210613227,4144.112954412611,-2.6610977923606924,0.0,143.30203678095495,40.86317815998643,-0.003323303412793,-0.4161891210806629,406.742527698043,0.0035755424874288,5.451932495107144,2064573.808087856,780098.8415310085,268.85586732382217,-0.0549080781804205,73.62001183024859,-38.868327911013466,33.15638915170032
2010-06-30,-9.040160388489912,-89.55192414587258,892.5749019206223,7.359207965911723,645.5074531656694,-41.34902576330074,992.3071619516192,-80.84879193167183,707.4468500795053,198.64399054218453,56.72053715732957,3697.247672990928,-220.36642896260585,126.54878145824576,70.21865262283043,4440.804786438124,4.438980484439185,0.0,293.54705713850853,5.358692696211506,-1.665482742757447,0.1227440682615963,2.5733556532868533,0.2439538339500306,58.27929222976775,3509062.3732649684,1480115.446688801,-324.91348620242934,-1.538074015376047,26.116816723873853,-3986.658690069049,-79.92661809089448
2010-07-30,69.9039710427017,-62.11877265243098,760.5623344331124,3.559745696906819,503.18169217740433,-153.44667515363835,317.8233438991281,-80.29138294406074,694.1154576871307,197.892011275257,59.069152444917165,3668.924567323848,-229.76502326375612,125.35073728605184,78.75200623880615,5186.180877856928,5.106028464088013,0.0,-127.75064174184809,-6.468749622915539,-0.0096281722670981,-2.4888432769379563,-193.14079386176851,-0.039440194314082,-11.54919226889649,-2250503.9208862484,-820762.2538250387,-228.55083778417247,-0.0615556571341393,-71.55851258248276,-51.58225204218024,-9.040160388489912
2010-08-31,-5.564519356188806,72.61461903366352,624.9034084563358,4.865015622727097,-1164.3946672439952,261.4589964628941,-1318.615070630574,-33.95455449106132,46.22833809581516,201.6273359260057,-85.82861393964662,889.704423018069,-4.988239755534288,124.02810886247,152.86664999323162,6417.489090709927,-20.819991267021464,0.0,198.02018292715184,23.87490244931314,-0.0041916563381765,-0.7792251443580938,-183.59832222585283,-0.0062253597732047,-7.103961620941504,34137.63071218133,-628923.9703721702,-72.95949715927782,-0.0245064720424794,-4.009540113233015,-12.60553536639145,69.9039710427017
2010-09-30,45.40937279230303,-53.19068376385803,699.9112965611711,2.599437458462037,-126.22429301594292,-309.53998972852816,-927.307994462738,51.77746410344865,56.5645983533658,118.0414371322879,-92.16196755012058,-4212.586278377125,-1216.5493808920835,123.23256973501545,217.23126973720773,3245.7900359850905,18.55427442032453,0.0,599.7241337906471,-0.6538387506599292,0.7678624733172554,0.6949878804861669,-353.4810860577054,0.0533406610120907,31.17002096300177,2147679.141351253,-275891.12968468666,-187.6295631981557,0.0123824932049272,72.4143633124595,5138.915081653188,-5.564519356188806
2010-10-29,27.27445215832275,99.10785358838358,693.7905890342029,9.029803760639531,1058.5916498828992,1536.5919506603557,1083.0327625032896,51.83894392577918,76.49404984168855,116.87385997123484,-91.03719582546482,-4219.406900413738,-1204.2843663195808,123.63948697600038,207.9928032987233,3501.7070519689105,-9.237376670081858,0.0,5.859374891522748,-2.867818301108514,-0.010616956485324,-0.0240272223318527,-38.86197132613415,-0.0175292753740787,-2.88008450388611,244995.08097440004,113416.6839685142,-44.2088882766875,-0.0320842568968915,-7.646636058323565,31.18185248262853,45.40937279230303
2010-11-30,-7.260901603257148,41.518417347206274,762.7814298109839,1.580293144976958,-63.82194110900116,2076.044816494567,-794.2787872131787,46.35597265098011,541.4320740069774,201.6242674437437,182.94372905656917,-851.6222152186028,901.8001263735875,144.27370316665494,346.51079648401435,3285.826111187034,-23.29357926812884,217.75902737777983,-562.7844809327216,13.916638335536163,0.0128988547398916,6.389862935602366,536.448850162149,0.0176395962023701,36.789006166809145,3569042.5260136724,1996987.90578188,673.2858074027827,0.0703267138010321,74.68188133313743,-93.6230544450368,27.27445215832275
2010-12-31,48.949264242677216,6.535291004382139,725.7982990283987,0.0390906491482709,674.1453871473763,903.7602283065028,1485.5680186598647,43.47369439030437,684.9245353384731,419.34074888365,227.44021218282185,372.8230414196695,1290.3780574011546,136.77816844097612,360.9208128588384,3326.7772679912077,6.726619243487676,-7.711159520418249,-206.95078956346515,-18.664693151074857,0.755822799322726,0.009949272248491,-116.38146627204152,-0.0258160835327183,10.247745414785982,1914745.1749083104,1129641.2998633534,-72.66230822697253,1.6969303203163326,-32.21934772896202,-4613.4693236497,-7.260901603257148
2011-01-31,11.969853671812992,72.02991878186782,771.6585643390501,4.75171289797133,408.9241866522579,1682.3660251066626,619.7759693747264,43.41456395164883,676.3617867327812,418.7474502269735,223.7045096871936,378.2683729923221,1283.003512051044,136.90387991464365,396.129827465809,2913.862805047358,3.8435616631264793,22.971574665958546,-29.5516381299949,-1.0632065483654287,-0.018006721019057,-0.4560110794353704,-25.22439472818769,-0.001524356850048,-1.8217766094662693,-896083.0911774337,-325014.9619500041,-27.467014883743104,-0.0309192257121075,-7.453303211976163,23.535204032707725,48.949264242677216
2011-02-28,19.987802205248283,21.578132325950296,749.8859169866602,0.4251458989657741,-113.04898626354785,1215.8042471801623,97.9625106942218,34.161744324472544,442.7022077683515,396.6759244892267,50.20073511105532,498.935825852973,610.1306261459492,130.2027633072564,353.8865979499923,3647.717621435644,-5.027321456191771,16.094523589658678,22.45629578033549,-33.613189962960064,0.0289349693997538,-0.494320210804716,-17.34783260619224,0.0384876871320249,8.47952704770853,3536410.362372637,1363893.5636049062,-43.55577785672722,0.091308765007704,18.417961750164977,164.64730923115644,11.969853671812992
2011-03-31,24.65221634964477,37.58926137222036,645.7858086518625,1.2893652943178464,723.8425231973968,1113.5862263917277,1081.8419532245423,0.0409709123184984,-94.38097158213812,455.8333432175935,-489.8788719374615,327.7463511322289,-1600.835120248304,121.33240202971068,64.76921173644189,4176.29770015871,-1.4935284598768703,-68.4977172370022,-287.2715264663202,-74.85022981097808,0.2279687663336931,-0.4285571363367353,-392.0745932932332,0.2357749416882288,1.6522607582260207,5726860.5586977005,1676448.909760401,-519.4810681435738,-0.4327439529384627,-23.2577068453038,1757.0564142991586,19.987802205248283
2011-04-29,33.799389032669744,5.035623876221112,677.587762979628,0.0231084250240916,199.13499342809,1587.499085909408,324.00975331406374,-6.43219219939613,387.3100931222602,521.2873797600028,-530.0685843867534,791.8124254138642,-1502.3470924278631,123.87528173922328,21.33821153743085,3323.932998160566,17.087273754709145,5808.112254297903,-65.414300585604,-25.21282405662606,0.2923957227087657,1.370552561006832,186.98725758426008,-0.0413761013861311,7.982572535421013,955160.483137548,384019.9511126578,211.26104295800175,-0.9757579475750706,-18.38867022724571,1836.97188594565,24.65221634964477
2011-05-31,1.6103286941656272,31.414735736871997,499.48799528525296,0.8980674023919998,310.0278408124356,1389.707685736298,565.6023878154303,-23.86939033778386,667.9014582268613,431.9386367716253,-154.1511428388257,1716.1160952325888,-1558.846025161118,130.33341164606202,-9.897872781708015,3768.736230882137,-0.1245739982588247,-149.4624023915676,-1.6535453886426694,18.25761603928504,0.0056493038343536,-1.877176534385029,131.56157821165107,0.0350089862059919,8.888209619409508,117838.27591222525,-1057599.4471879154,42.92596327873616,0.0084419252753056,55.21537066689234,-39.06145853030762,33.799389032669744
2011-06-30,-6.902763237802357,-14.074830902996617,623.9572999967154,0.1798951198982699,361.5523051930948,1241.335592247426,75.99456266876226,-85.86000128896401,1181.5642322515896,129.4963747055693,173.71709019184428,3723.933472260841,511.2957956796731,143.61857235035984,-25.09705158469929,3389.187223084818,2.7024792902122954,-589.1872882770094,-197.49054108307428,43.40242889114194,-1.8460483279254016,-2.763422071192707,771.4232472394888,0.0101846102433835,73.85284083090141,4358413.689801693,442686.606515944,488.1971176235784,-0.2279655048451507,65.93754105214703,-4143.536194274283,1.6103286941656272
2011-07-29,-8.68711141768583,-19.43727044707978,632.8982897947518,0.3431637509606693,525.418963958206,826.0523468606779,473.2714148527639,-85.74432076361941,1163.2713318780195,121.619945252323,199.74854828555752,3719.6238910774114,460.1301631680338,145.85402023844327,-28.60308861384059,3603.203898220567,-23.166613779932845,194.18667955426463,46.72481199843605,-1.0838006935034628,-0.1050831262100717,-0.2182819931927611,-16.483465883244207,-0.0173014408248031,-1.9161579195539389,338352.03482598066,107608.27529102564,-14.945910714934143,-0.3961832708535056,2.3056367404478806,42.93070349732216,-6.902763237802357
