date,return_forecast,rol_var_pred,observe_return,rolling_var,rol_avg,ewma
4/30/2014,-0.942861563,12.95610337,-0.74548026,25.71888036,0.736715072,0.180227063
5/30/2014,-0.925637884,11.76286332,3.762232378,25.82346215,0.781844003,2.738802288
6/30/2014,-0.902439547,11.58424386,1.333110701,25.84363746,0.773073647,1.734736869
7/31/2014,-0.904346243,9.284025226,-0.673766103,25.7883249,0.764804986,0.014377603
8/29/2014,-0.893353124,9.50288914,3.7901141,25.61982849,0.726659098,2.711332244
9/30/2014,-0.873109327,10.28862202,2.739212438,25.36079822,0.767621472,2.731246668
10/31/2014,-0.869908694,8.730032408,3.19656757,25.46399433,0.808702622,3.063618741
11/28/2014,-0.875154237,8.410224495,0.337435057,24.89072109,0.915825501,1.116344681
12/31/2014,-0.895241665,7.603934318,0.384853628,24.94273365,0.932419686,0.593851072
1/30/2015,-0.871060245,6.740431954,-4.709685824,24.70673566,0.872661622,-3.194389568
2/27/2015,-0.849997795,20.58320624,3.269461226,24.50371076,0.915907002,1.422646713
3/31/2015,-0.823304877,14.35495356,-5.576444125,24.86703561,0.857859742,-3.576703885
4/30/2015,-0.820340176,26.04367344,0.844526459,24.86065985,0.856567619,-0.418682211
5/29/2015,-0.827683936,17.0038273,-5.259172754,25.32162013,0.797108073,-3.876175456
6/30/2015,-0.815387415,24.48007475,-2.491108469,25.14886271,0.75283634,-2.886841894
7/31/2015,-0.872498002,20.42662713,0.426453311,24.97805342,0.600024766,-0.520202462
8/31/2015,-0.915581848,14.92848419,-6.751743958,24.55215965,0.48506122,-4.971303531
9/30/2015,-0.88757108,25.96377416,-0.350009127,23.99897451,0.564584781,-1.670378957
10/30/2015,-0.866962474,18.80737113,-0.473992064,23.8538933,0.385041585,-0.81581689
11/30/2015,-0.795861311,14.77974122,4.537585453,23.83611525,0.393220942,3.008041926
12/31/2015,-0.777801947,14.24055044,-7.919440303,22.57256473,0.504768203,-4.797302523
1/29/2016,-0.777818528,27.15524884,-7.520178428,21.04179172,0.693078047,-6.742213884
2/29/2016,-0.796875663,36.44988012,5.730477694,18.34382029,0.796404582,2.166851529
3/31/2016,-0.802315732,29.73527331,4.183762786,18.6111372,0.778715414,3.607502427
4/29/2016,-0.758999137,23.18083016,5.617171924,18.07089917,0.93425902,5.042980639
5/31/2016,-0.739388627,20.86882627,-2.29238644,17.15008846,1.082202025,-0.196567275
6/30/2016,-0.737981669,15.50453656,0.150078728,17.31106063,1.165082474,0.051037013
7/29/2016,-0.759060438,13.04063735,4.508808342,16.74459356,1.034308282,3.235159391
8/31/2016,-0.77964898,14.86935954,1.624441897,16.69804569,0.99859097,2.084646895
9/30/2016,-0.76423259,11.60679042,1.697572578,16.824887,1.025584057,1.80816524
10/31/2016,-0.747403855,11.29517553,-3.566287219,15.94278409,0.93103151,-2.030729374
11/30/2016,-0.723221611,16.11949207,8.076106925,15.73631883,0.89014312,5.188439411
12/30/2016,-0.711881098,27.03189767,0.056915983,15.95384772,0.850806097,1.523065534
1/31/2017,-0.692340119,11.09411267,6.540282702,16.5229022,0.95583619,5.106792083
2/28/2017,-0.685958042,20.38886892,2.2670061,15.8223219,0.854523635,3.078373524
3/31/2017,-0.679278694,11.2607946,-2.926418965,16.14405577,0.895539295,-1.210763968
4/28/2017,-0.709096162,15.30176025,4.156920478,15.5103143,0.998798684,2.62329635
5/31/2017,-0.681753029,13.39508077,2.884074598,15.18139558,0.87629418,2.809566527
6/30/2017,-0.658234949,11.56196286,1.097155654,15.12803172,0.86888126,1.586415904
7/31/2017,-0.650329309,10.51354948,-4.446867384,14.9866383,0.845482226,-2.723072159
8/31/2017,-0.654831033,18.94162787,2.146181594,14.74340812,0.901670485,0.754966236
9/29/2017,-0.631846803,11.17058611,5.530386457,14.88668882,0.88640182,4.16598068
10/31/2017,-0.625857542,15.43271826,-2.169225371,14.83113509,0.8717152,-0.359166499
11/30/2017,-0.627203029,13.53888035,5.709104477,14.8793014,0.974613407,3.975312769
12/29/2017,-0.611893389,15.71489855,0.566435272,14.54148155,0.86550028,1.540400271
1/31/2018,-0.603490647,11.11039489,2.285411839,14.52010301,0.863335019,2.072551391
2/28/2018,-0.622413429,11.16297767,-4.194426711,14.518353,0.854202244,-2.403861539
3/30/2018,-0.599342625,17.41745856,1.816117847,14.51404001,0.852758136,0.610409451
4/30/2018,-0.581739298,11.36715358,1.405450056,14.79029918,0.778838775,1.178295597
5/31/2018,-0.578000614,11.14602498,3.916376503,14.70533625,0.757233885,3.134067673
6/29/2018,-0.575824397,13.02540651,-0.696736273,14.67422804,0.744313136,0.39777914
7/31/2018,-0.572498,11.90847508,6.264408402,14.72127283,0.752676887,4.588228613
