date,return_forecast,rol_var_pred,observe_return,rolling_var,rol_avg,ewma
4/30/2014,-0.69643791,147.244592,-7.514154632,440.885262,-1.258910351,-8.631772017
5/30/2014,-0.669200242,139.2351692,5.099545596,444.1667264,-1.472113583,1.176311992
6/30/2014,-0.614682201,127.8724415,9.77622336,444.5629014,-1.560515402,7.319105826
7/31/2014,-0.599857083,122.5235938,-25.7671116,444.2768902,-1.579628847,-16.31390662
8/29/2014,-0.569246652,170.0151529,14.38582814,445.3668391,-1.516591318,5.614475351
9/30/2014,-0.546532742,168.6506023,-19.04233784,440.4432771,-1.428756566,-11.99753407
10/31/2014,-0.494089782,167.0273237,5.066888282,428.8169424,-0.833763064,0.191339038
11/28/2014,-0.475990934,157.7997435,13.86728594,429.9830589,-0.868660002,9.95987254
12/31/2014,-0.444398389,150.0882944,-3.736175916,419.5128298,-0.443959085,0.176980786
1/30/2015,-0.421151426,148.1836518,-14.83690764,419.6330901,-0.439703055,-10.54722523
2/27/2015,-0.419745235,142.1535549,17.9812708,398.941817,0.01396736,9.830271934
3/31/2015,-0.39210301,153.1633697,3.691655664,401.278673,-0.107266054,5.445546027
4/30/2015,-0.406997644,141.3304608,-16.1668525,384.8244831,-0.382286953,-9.991881492
5/29/2015,-0.423193378,140.878938,1.97727971,379.7815326,-0.088170697,-1.442480634
6/30/2015,-0.443372388,127.3899187,5.343382706,378.8890333,-0.488046346,3.404564609
7/31/2015,-0.519036819,117.4200984,-2.675773386,378.7830078,-0.414051762,-0.938533959
8/31/2015,-0.458845704,111.9609324,-4.029358066,374.5265222,-0.114777693,-3.146265464
9/30/2015,-0.416492533,101.7717225,-14.43476701,360.6507425,0.258224946,-11.20948085
10/30/2015,-0.397135226,106.0943175,0.231989375,360.43835,0.137975698,-3.037002119
11/30/2015,-0.409342164,97.41434975,3.083456938,361.4447954,-0.161899556,1.33475435
12/31/2015,-0.417706845,94.6972782,-15.21640991,361.3487469,-0.191051042,-10.48750584
1/29/2016,-0.468527896,100.3459204,-23.98906906,321.3502434,0.530068287,-20.13147957
2/29/2016,-0.465670406,354.8013565,-0.922468134,310.00038,0.753786919,-6.410757115
3/31/2016,-0.571363692,122.4582913,18.51691909,317.0218607,0.432455572,11.39472589
4/29/2016,-0.60207318,263.6696126,-3.070721328,312.6476113,0.642779356,1.062263591
5/31/2016,-0.576876357,201.9212893,7.626921718,295.631876,1.341591069,5.75130511
6/30/2016,-0.690098402,179.4214054,2.021105972,284.1321086,0.921028389,3.086877154
7/29/2016,-0.650046533,161.5135112,12.4458933,259.0543687,0.453401651,9.771888687
8/31/2016,-0.623757237,188.0786149,2.686660882,254.5810787,0.700426098,4.711011683
9/30/2016,-0.588508505,160.1186614,-2.408311227,253.5034876,1.013588144,-0.374218967
10/31/2016,-0.545697586,160.8151245,-13.34440644,238.3663143,0.613051867,-9.638638591
11/30/2016,-0.517472129,220.6899401,16.23538476,224.395225,0.173335021,8.84280666
12/30/2016,-0.526194978,218.6010993,6.884678756,225.5580764,0.121911048,7.444143871
1/31/2017,-0.517280178,161.9550575,8.847433778,221.9680624,0.586495991,8.446493805
2/28/2017,-0.502005484,169.8294545,3.007533334,222.4269398,0.654483266,4.56152204
3/31/2017,-0.491114844,90.41672767,7.463144725,222.8803832,0.688080218,6.634109672
4/28/2017,-0.502024316,84.49319682,-0.057126252,222.8711546,0.686159239,1.854655441
5/31/2017,-0.494249787,77.68942333,2.002544898,222.16734,0.644987772,1.960290767
6/30/2017,-0.471142912,77.79457438,13.28419947,220.7631384,0.50878234,10.04879698
7/31/2017,-0.446718941,80.1371149,-5.969441666,208.7951168,0.152701896,-1.392802052
8/31/2017,-0.408607826,136.038473,-2.642611829,201.2146951,0.639248839,-2.285523321
9/29/2017,-0.398446438,88.19820961,11.84943736,177.2352537,1.096010108,7.810877165
10/31/2017,-0.445240936,86.74239208,18.6443721,175.7107164,0.912476976,15.54908783
11/30/2017,-0.498923791,137.2511393,10.99320669,174.0677798,1.227473003,12.29488702
12/29/2017,-0.530377748,88.27933913,-0.043376892,175.1114259,1.260054582,3.481841368
1/31/2018,-0.552503049,132.3457249,-12.1163794,174.4182321,1.517692676,-7.659744895
2/28/2018,-0.581137572,158.9305205,-15.27647983,174.2743095,1.544295726,-13.10026985
3/30/2018,-0.562164987,185.5666108,-1.290181796,169.0079001,1.091394428,-4.664492668
4/30/2018,-0.532380427,87.46259557,1.81448087,171.2739237,0.801701505,-0.036654427
5/31/2018,-0.517479953,81.13719652,-1.698803815,170.179711,0.892768233,-1.22390399
6/29/2018,-0.566333404,75.90381707,-7.959420333,169.6497563,0.982714165,-6.034987092
7/31/2018,-0.579573012,77.95147985,-7.090169193,169.6696619,0.924316835,-6.788688593
8/31/2018,-0.233257788,77.74104828,4.069502987,169.4780248,0.934591674,0.967162536
9/28/2018,-0.213166364,72.183748,-14.81602797,167.6389642,1.01474923,-10.30654497
10/31/2018,-0.238123566,84.55060466,-17.65191972,164.9236943,1.231472834,-15.55324122
11/30/2018,-0.227090029,99.82410748,7.253885078,154.1515489,1.44496977,0.737563279
12/31/2018,-0.246069906,95.71179872,-21.11035425,147.3088671,1.581904997,-14.8680921
1/31/2019,-0.390788781,112.5631049,24.02420259,134.9577322,1.263192581,12.91211839
2/28/2019,-0.345954746,127.0799959,-1.260733431,140.3999891,0.936703474,2.788652804
3/29/2019,-0.569800748,124.2966319,-3.743212305,146.5980389,1.205374203,-1.876965131
4/30/2019,-0.544507367,121.416824,17.33367645,138.7259927,0.872794412,11.84492171
5/31/2019,-0.416256673,125.5509963,-17.63873197,134.696754,0.596111925,-9.214830918
6/28/2019,-0.471725551,129.8378718,3.416783679,137.9473445,0.781763246,-0.192249063
7/31/2019,-0.463053255,127.537446,0.358994778,141.8846576,0.577339665,0.201496538
8/30/2019,-0.431078353,124.6697887,5.731269776,140.9333143,0.720593653,4.151334565
9/30/2019,-0.523962837,122.431584,26.66869256,134.8093759,0.44950652,20.2351617
10/31/2019,-0.634419566,135.2507681,7.378002262,132.9348564,0.670824357,11.05147639
11/29/2019,-0.682136973,133.1521728,1.633151147,137.6305994,0.781333317,4.324101216
12/31/2019,-0.708597998,132.3161962,-10.26096699,132.1350438,0.59386925,-6.093804645
1/31/2020,-0.707215296,132.0882143,15.14536713,132.0489665,0.572087446,9.077032337
2/28/2020,-0.716594191,131.8541621,-14.98511064,133.4121391,0.442056529,-8.110212647
3/31/2020,-0.650788621,132.902598,-104.5106818,131.7714009,0.393232952,-76.96769061
4/30/2020,-0.589012587,1419.826903,45.01852859,132.7261585,0.069936541,10.1653231
5/29/2020,-0.735949839,1640.326039,34.26827423,258.5698371,-1.021666301,27.38171677
6/30/2020,-0.949637806,1225.074334,9.439524679,280.6187521,-0.660148658,14.56586528
7/31/2020,-0.90710321,192.7059895,23.683458,294.7629195,-0.276055361,21.07843151
8/31/2020,-0.986624831,625.1283869,9.58020165,295.8165777,-0.18568441,12.86541018
9/30/2020,-0.935150064,195.3065232,10.21127098,300.2756474,0.250556347,10.96959647
10/30/2020,-0.913448978,197.4229737,-11.72532575,300.8085756,0.433686372,-5.24106226
11/30/2020,-0.836745041,298.5830937,16.96525299,299.1234686,0.727713159,10.62059149
12/31/2020,-0.777998175,363.5867976,-1.658056852,300.0279038,0.480679484,1.850128389
