date,return_forecast,rol_var_pred,observe_return,rolling_var,rol_avg,ewma
2/26/2010,-1.644890462,6.208774895,19.14315105,0.680744148,0.069981711,13.21784583
3/31/2010,-1.917453165,283.814469,44.048674,0.865409107,0.034032765,35.23986595
4/30/2010,-1.622491341,1657.001737,35.96461282,3.45497818,0.170769558,35.75754229
5/31/2010,-1.514910462,1467.932045,-40.62305722,17.10770784,0.485402943,-18.80002879
6/30/2010,-1.511252363,1519.519708,-48.75084083,26.03127759,0.742293035,-40.19346596
7/30/2010,-1.298169671,2045.507535,32.29171149,38.16523349,0.452128341,11.58166079
8/31/2010,-1.273649152,1374.714566,-54.80839872,55.33488865,0.103908049,-35.83981029
9/30/2010,-1.310279476,2445.197888,27.41833008,62.68200041,0.334563131,9.344575689
10/29/2010,-1.373389624,1299.699938,29.85450032,84.24755361,-0.056925431,23.99452185
11/30/2010,-1.226380726,1061.425642,17.076948,89.60124416,0.138919784,19.05339767
12/31/2010,-1.469281298,530.4189569,46.33440507,95.86288746,0.352166214,38.53983153
1/31/2011,-1.750961723,1728.460394,3.639978977,97.84511095,0.474144414,13.61136542
2/28/2011,-1.679833094,587.1494838,16.50210049,112.7565671,0.805104451,15.67617618
3/31/2011,-1.577485354,402.1262079,-7.770877262,112.8086648,0.831104301,-1.071719134
4/29/2011,-1.507701552,145.48327,-0.877218074,114.5439809,0.948976447,-0.932789806
5/31/2011,-1.367205343,32.92762249,-16.28242845,115.0775806,0.893470181,-11.89681741
6/30/2011,-1.184795045,168.3699061,-19.8351382,115.0942345,0.887204337,-17.56704655
7/29/2011,-0.991493888,279.1728993,-14.563311,117.1807735,0.770901277,-15.42152116
8/31/2011,-0.920986126,223.1698889,-40.04768138,120.189376,0.629221718,-33.0116356
9/30/2011,-0.739253007,997.6952007,-74.67605464,121.8243917,0.525198068,-62.77193491
10/31/2011,-0.679899484,3757.178407,41.68130746,133.4988694,0.239143201,11.83752392
11/30/2011,-0.517104564,2550.562407,-13.61475602,173.3017083,-0.294257189,-6.342676036
12/30/2011,-0.467245539,1100.165975,11.67891645,185.7977935,0.003466436,6.529890025
1/31/2012,-0.4660729,498.9006419,45.3384057,187.1130218,-0.093781821,34.25025836
2/29/2012,-0.338574046,1456.42434,9.220103887,188.0959744,-0.01036099,16.37157659
3/30/2012,-1.165427308,664.2724362,20.88874068,202.6804593,0.313484765,19.59812237
4/30/2012,-1.155408396,556.4159639,-15.38453777,203.2420477,0.37934265,-5.389492016
5/31/2012,-1.06536912,350.5088758,-36.27765931,206.2232962,0.528547941,-27.45246865
6/29/2012,-0.948681931,859.784841,10.21214737,208.0179843,0.418658385,-0.549171494
7/31/2012,-1.02745298,446.9595982,9.71886172,217.5682984,0.159532247,6.785137945
8/31/2012,-0.978171815,257.8634228,24.40622,218.2846177,0.232476157,19.37162513
9/28/2012,-0.884178048,474.037963,26.72198401,218.922209,0.301896598,24.62188147
10/31/2012,-0.858745027,635.1399326,-6.101199174,223.0412984,0.476226741,2.676823868
11/30/2012,-0.970922416,294.8569815,4.964018655,227.9235307,0.667098055,4.31053443
12/31/2012,-0.847468662,146.3469972,0.42401447,228.245666,0.623518061,1.534448744
1/31/2013,-0.739460774,60.51938108,44.68584721,228.3762028,0.658975337,32.35687622
2/28/2013,-0.625415109,875.4535806,17.90695552,228.3734862,0.662004012,22.03550429
3/29/2013,-0.681008539,673.625717,15.21429279,242.1120397,0.981188635,17.16321036
4/30/2013,-0.692541988,512.7294552,-3.457456235,244.1350999,1.10909546,2.434162793
5/31/2013,-0.60283809,320.3759685,16.88105399,245.5356221,1.21776898,12.75337079
6/28/2013,-1.034224632,313.0017759,5.970825907,245.6805463,1.193072864,7.908695874
7/31/2013,-1.287767235,210.095542,37.42757115,247.4137879,1.313651821,28.99360679
8/30/2013,-1.196234193,690.5406941,-21.82728357,247.5545661,1.356300578,-7.307029183
9/30/2013,-1.132234137,592.8131458,16.583875,256.7637884,1.623640372,9.757902376
10/31/2013,-1.054407043,489.8880727,13.24641257,260.6488352,1.467731203,12.24969537
11/29/2013,-1.158700241,383.7331204,25.44438119,262.2515431,1.586187453,21.67447096
12/31/2013,-1.159847256,502.4515634,15.2168899,263.1957683,1.680804686,17.06191306
1/31/2014,-1.274513624,414.26115,-13.20808526,267.176183,1.862550266,-4.559514312
2/28/2014,-1.171585352,314.3682118,14.11055876,268.4134354,1.971242336,8.776252168
3/31/2014,-1.067378959,282.9267326,9.336038201,270.0225789,1.87689887,9.176099334
4/30/2014,-1.033913585,216.3883653,-18.39627134,271.0562753,1.977688576,-10.51845115
5/30/2014,-0.901151817,250.6039871,14.11212422,271.4106429,2.044374563,7.074816972
6/30/2014,-0.90748771,240.3317278,22.79385249,274.3479517,1.912972625,18.30269948
7/31/2014,-1.0480313,359.851469,-22.26918382,275.3746469,2.013773512,-10.67721716
8/29/2014,-1.002678993,395.368697,28.64802828,278.4035416,2.176586744,17.41224387
9/30/2014,-0.941592668,577.1560865,-20.78159042,282.6129409,2.017521145,-9.869066338
10/31/2014,-1.436720433,509.1050305,28.31658219,287.6075931,2.222149919,17.4063969
11/28/2014,-1.265092807,650.082711,0.845063773,291.3300881,2.073709987,5.576873237
12/31/2014,-1.514330936,406.1873994,11.84091468,296.1776647,2.275971289,10.05118855
1/30/2015,-1.443077946,318.6627626,-24.88681008,296.1552529,2.282007458,-14.90452476
2/27/2015,-1.358294242,408.97932,36.18511119,296.7635648,2.36658542,21.58807235
3/31/2015,-1.225260564,784.8311511,9.931222367,301.9972997,2.188822491,13.26175093
4/30/2015,-1.113177705,534.2866556,3.433523283,310.1516148,2.447287571,6.241588326
5/29/2015,-1.094004727,340.0583815,1.337387776,310.5038689,2.518224874,2.738587933
