date,return_forecast,rol_var_pred,observe_return,rolling_var,rol_avg,ewma
4/30/2014,-0.858766299,0.036560873,0.108083216,0.017736048,0.001729013,0.080700102
5/30/2014,-0.853590084,0.034137451,-0.006212467,0.01773505,0.001540165,0.018619695
6/30/2014,-0.878609132,0.033880244,0.042117026,0.017780593,0.001776425,0.035403503
7/31/2014,-0.843945136,0.031908582,-0.171229519,0.017736169,0.000958834,-0.112191513
8/29/2014,-0.868831723,0.041307698,0.038481647,0.01750574,-0.000268,-0.004567827
9/30/2014,-0.877295355,0.035912824,-0.061961054,0.017810721,-0.001619093,-0.045562989
10/31/2014,-0.842175893,0.034791069,-0.028397268,0.017699246,7.75E-05,-0.03330176
11/28/2014,-0.872602814,0.033478313,0.062976252,0.017719634,-0.000111601,0.035468249
12/31/2014,-0.838229493,0.031848569,-0.146131698,0.017450418,-0.002240114,-0.094245999
1/30/2015,-0.806865384,0.038590869,-0.155186302,0.01706599,-0.003727926,-0.137774787
2/27/2015,-0.837655017,0.043800936,0.108304969,0.017269814,-0.005993556,0.037996467
3/31/2015,-0.779569933,0.037413778,-0.143696926,0.017086472,-0.009995823,-0.091784528
4/30/2015,-0.749233495,0.042088045,0.152355922,0.017241552,-0.008918554,0.082601508
5/29/2015,-0.787646086,0.024948754,-0.152220104,0.017420331,-0.011099958,-0.085128215
6/30/2015,-0.830714452,0.037039292,-0.247321125,0.017642736,-0.008186209,-0.200980294
7/31/2015,-0.805398667,0.045086919,-0.2745844,0.017559285,-0.01180405,-0.253554655
8/31/2015,-0.696914503,0.059449094,-0.080604731,0.017726042,-0.016900741,-0.130018995
9/30/2015,-1.018763537,0.056165587,-0.4408845,0.018195222,-0.021773859,-0.352065784
10/30/2015,-0.586760985,0.058520108,-0.386262286,0.016410883,-0.017851847,-0.376491857
11/30/2015,-0.551998402,0.170945909,0.169424181,0.01843176,-0.021935459,0.01344817
12/31/2015,-0.476467872,0.105401781,0.00243517,0.01839533,-0.021885755,0.005581741
1/29/2016,-0.559972998,0.112735302,0.0049494,0.017270562,-0.01541537,0.005130069
2/29/2016,-0.765603851,0.096987121,0.084491594,0.017228099,-0.014475119,0.061816873
3/31/2016,-0.832952419,0.064145472,0.268472236,0.017232481,-0.014257408,0.209427846
4/29/2016,-0.702205237,0.056532258,0.287362043,0.017331963,-0.012707051,0.26509513
5/31/2016,-0.660924069,0.041290601,0.020288456,0.018249506,-0.009581403,0.09023322
