date,excess_log_return,RF,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,bm,cashdebt,cashpr,chinv,ep,lgr,stdacc,stdcf,cfp,agr,grnoa,pctacc,chatq,cfpq,chcshoq,chtx,chinvest,pchdepr,pchgm_pchsale,pchsale_pchrect,pchsale_pchxsga,saleinv,roaq,roavol,roeq,salecash,sue,chfeps,sfe,chnanalyst,disp,illiq,turn,baspread,beta,idiovol,size,mom,chmom,max,r_sq,gammaps,cash,rd_mve,chatoia,depr,gma,lev,quick,pchquick,sp,acc,chcapx,oa,ol,noa,ibq_adj,invest,currat,dy,egr,operprof,pchcurrat,pchsale_pchinvt,pchsaleinv,rd_sale,rsup,salerec,chsaleq,tang,O-score
2009-12-31,32.66291910716084,0.0,9.730425345374094,0.5265067536969709,768.1189670879505,-418.1438855874274,398.38348965437797,167.30330180038982,455.89108457843844,365.6982767264721,35.65977757403377,-66.14520904986072,100.79008711992776,82.56227909780674,187.4304040570562,2150.2960248187,918.0154954624627,83.02165691065208,-6583.997676673823,-0.26340200832016825,8.495803875901156,-20.090472655829227,0.6711974603179021,148.12929197413706,572.1610938006963,17.18714237762807,58.536868913185124,-3.1924320649589184,17.187142377628046,572.1610938006963,32.80853213057332,0.0,-146.36054110209614,86.73830163491088,20.65698271199227,70.00504663927033,-28.801533120414863,317523.7872340118,16.692270158180698,36.45221050706389,88.06100866599553,7665.084036211834,0.22542567353957696,-288.16236707285793,-33.39148497463878,2271.628112706144,1188.6945307575613,0.04037254719482841,-2898.6881587585626,-47.42163121281075,-0.770199221733435,-0.1604855462072372,-55.92831798994939,-44.957967525634274,1.298367057885926,-54.896410828016656,-6.349889314551888,1.1563855603038187,-11.920945371488358,0.0,1.9270513538576353,-0.962553346912955,-0.45733662923950646,-1019.7718120067875,-9.182933969670103,28.845762745553884,-232.38223981548708,-1.603791012741425,1825.2666371902924,-750288.7901849672,-511704.42615504935,-238584.364029916,-5.848817798927488,4.624699527548286,-40.52641848859639,-0.16795280176685345,-5.717123387380056,-3.085603302392883,28.97007316460008,-16.874374666655257,-7.5649442094362485,0.0,-120.21103387781227,-253.7386095107977,-8.623882888267474,-20.102489375547407,214.24565014792552
2010-01-29,-10.206378864309096,1.810161783272803,4.910242364983472,0.13319516689433794,741.3341255043185,224.1626080136182,-423.67654910533446,405.1449104093611,170.39520949824274,668.4516792842237,-14.855770361658664,138.2721389129808,-67.05761317184238,102.18038117544722,83.70113956632918,2283.0805422538565,895.8206296281458,87.7141078884234,-5847.430589693253,-0.10034767127832657,9.577869237063695,5.331150237340175,0.6798039091614603,149.82377935366037,583.2239699336218,31.199623873738414,67.51100416376435,-3.131840431069275,31.199623873738414,583.2239699336218,32.529468604156904,0.0,-140.77848518657086,79.34416766613599,5.600613591475206,60.95157103165514,-56.32428776239483,322668.8337681978,18.845983607243955,36.7184522203576,91.28840185596428,8186.223656305746,0.2347171682939021,-347.1889781669538,-37.10933160815056,2279.5141965995317,1012.4391433818809,-0.176080951276944,24.622979653036964,-0.5900745128186884,3.550104913000439,0.07154340609073628,34.76976111620206,28.449973507738207,17.482432849274005,12.618312402869378,2.2739691210663153,0.7563399438179985,2.231562723524064,0.0,5.5555827334378165,0.23175504190164986,4.340568123487316,147.833467157845,3.7598836237662,-23.656194310518742,22.954672731862047,-5.037966094505322,69.04505139751018,811519.1245347857,442893.44750554115,368625.67702924274,-32.18902494844901,6.766783186292965,41.23109568277778,0.32416427096545863,3.7322765318923246,7.8273783820975495,-24.589307123537708,6.63300264338271,5.953520115095571,0.0,8.877919817489953,230.8799510980134,18.091213046312262,7.031081912406194,-430.3904711933201
2010-02-26,24.597353937614294,0.0,-6.267862715928,0.21421957587257773,1009.1600049885137,481.6452097532617,230.7591174655552,-438.32348861358764,420.3910357021726,133.16582749753937,-71.152331204437,71.12918164672304,141.8843177442019,-68.80940563470419,104.84971002759097,2796.999525877063,907.6533293301356,86.18503830660266,-5510.536059048029,0.45093671908510313,-12.156973983909168,6.091654976804996,0.694168773802081,152.0913412971968,566.6498133156384,19.551212825952067,-10.974319612273538,-5.577939466063564,19.55121282595207,566.6498133156384,36.01032726714095,0.0,4.062983076810047,45.31054244796048,12.875777646357047,-64.55325210337956,-221.25380108090917,335430.0856112567,16.535919599110557,41.04372077305068,126.78200293308497,8225.059106556155,0.16735304539965057,-324.7865231027093,-33.546478978645865,1418.7012754442276,655.5845170914888,-9.324499962219679e-05,1969.453097143029,73.36042212475229,28.216144925828303,4.021253605552548,66.75704766280342,3.648373837959525,-46.41367618241881,27.707094105198735,2.5021807758103733,-1.5781240286941343,26.572659171149212,0.0,-22.637241823913435,2.1760729075218137,-3.4130268138493705,-1254.0664924328194,375.5382554463272,-13.09695495799616,-345.6313201484354,-27.385411012621773,-1915.30925747935,545681.970872242,566384.1538423486,-20702.1829701066,1.3082655664864848,3.633755687684296,156.67117344418784,-0.03490805776309891,-81.95666879506207,-59.90957532860409,-125.36468181942702,-223.7956188579654,-183.2048985796054,0.0,159.72353686372873,924.7953298576613,-140.44562898907697,142.15002933265453,-103.82892760354116
2010-03-31,15.474946411074214,0.0,6.106605758825942,0.2041729961932673,991.9235213611498,-137.75615558234904,479.01415066850404,230.31112663698926,-434.0362241673044,916.4155185880992,61.193680610239866,-88.93024268336553,70.58222346598556,140.79327766034453,-68.2802857087853,2263.417751558253,865.8440815979221,86.93309563310285,-5077.02541139247,0.1338248147772262,-9.858531288525787,23.336828788687953,0.6672507981222826,147.88876761089224,603.8921296182278,40.82179085546203,67.40881577650573,-8.44720135080916,40.82179085546201,603.8921296182278,76.23678213836712,0.0,24.13017649268756,30.319679465190088,12.901261232169842,-46.53800613427214,-134.73865377951753,397347.83369656716,17.529844553167905,38.93527482449483,120.8401680166235,11038.839870690606,0.10902797065087654,65.06806732080273,-18.854071020979116,-426.82651213738035,1914.8122873276968,-0.0059573289853686595,-1532.2020722942007,-41.76048075581315,-0.30173167843432225,-0.12475346022744205,-20.163623752668173,-1011.6139999340804,16.106683711218523,-7.138116416799903,-3.355476125850501,0.36190792938322747,2.0140274149976563,0.0,5.3239727610966545,2.514915999023856,-0.4267824361416501,-109.49420340256074,756.1968461384104,-7.028070807358489,-30.790992545697463,-15.473589298596067,-1977.4288647455332,-56164.06821729243,-43910.6472453773,-12253.420971913263,0.11993287323132762,5.391424547757069,20.522723207172476,0.38041031347974075,24.388651614367546,-15.114828743027545,-22.375189154752704,13.07114816627994,-19.292734573418784,0.0,138.36318176460804,-369.7582164175619,33.81438457880936,115.38835502572124,7.023160496681157
2010-04-30,0.21765582868258138,1.8441489490245413,11.28309863829516,0.6903364012371963,1039.9161891066376,355.3114250321643,-141.37964015750055,490.9792749663269,234.3689028886841,929.3524135921037,83.61801902308757,88.66284022798435,-90.63227881855133,71.93309681588296,143.48792055052945,5420.305621654877,957.934141157953,87.1497863691661,-5526.747268801003,-0.23969958844671763,-5.209631268995423,15.44520008515525,0.6781524483847869,148.42007220715573,680.2065524649736,42.54434262161841,69.89574530068685,-7.477878282865064,42.54434262161834,680.2065524649736,79.06515072627224,0.0,30.284157064644532,53.59916981717759,8.013785979735934,73.70081832519465,-133.93675707616123,409581.02162907505,17.47509566764248,36.607920760757544,128.27063746955653,11344.711243350408,0.1302057412515777,261.46759542050563,-5.0714569519123565,-984.4898769307571,2635.018403391426,-0.020642399480767473,342.68575069758526,-26.212784885266245,8.8694366245781,0.4426807567056805,49.799971778667896,-290.20784766120937,74.03378610533409,24.367376645242757,2.5094927407850633,1.46151166540657,9.929771394671661,0.0,7.273688345102556,1.5935588317412765,4.737624823083394,375.1103399062049,50.686844557152654,-12.383832366017458,155.9078586360115,-17.371329712629205,295.7691999604499,602919.7254308872,402438.271906618,200481.4535242766,-1.712312914913249,4.0013294658023035,49.99274921130245,0.38712579577107276,31.599695912186547,0.6270367881734842,-15.674850626995244,84.64607175241858,105.58761038989397,0.0,50.52661255475158,443.68563012199957,55.56479347902518,23.418751037435186,-183.87025105247812
2010-05-31,1.7906432413410935,1.85526560145798,3.6735486549871634,0.07273869417915478,1033.8052280494649,229.72475104258007,359.22688990158895,-142.51718158115312,497.5902302887884,429.40570305348376,-34.9416191160687,164.18351025302502,89.72130180770597,-91.71425165819173,72.79183785208512,6165.644351579749,1018.561325959459,84.21164757452561,-5164.104479280781,-0.48488651955261086,-20.432070385825917,81.47583690766365,0.6948070271375791,255.55830579507375,400.65570621869176,87.55816819742124,-76.52766570826387,-40.24108551880726,87.55816819742117,400.65570621869176,48.651199984610614,0.0,71.6184242776735,6.672105369638757,-28.928153528467405,-410.10545996410514,-219.02589959658138,413098.872231778,12.599296458305746,36.950754026788,-193.8765923666076,11399.265993059744,0.06813059600586202,301.5135020656272,-11.790296053955286,-676.449826546892,1222.7006379955715,0.007413374676072948,1461.6890861092184,-2.1091975426404304,0.8628990606832758,0.19828159223438035,31.65750465896781,337.4559658143321,45.18031469737181,-58.33294334304787,0.63366263360831,-1.0618832160980358,8.69362967538575,0.0,26.71929947045374,0.030860948536158617,6.088542054528517,-1343.4974811800985,-30.624055530816804,-222.25575955524533,-271.58667888120954,76.00871746991373,-2589.2947350623713,700420.0981687456,918865.5669016987,-218445.46873296052,-20.777236411027697,2.4819320489673338,-55.416329888542805,-0.2059998731687176,-99.44550268108469,400.97383803133414,-149.3008398198716,195.75897069477926,153.32922917874956,0.0,158.61388505088956,-1484.5447447182087,126.95712856832483,20.272131442353384,157.0497585928606
2010-06-30,-25.557003487297205,1.8567884951459837,-15.258737112374408,1.2539341926838328,1042.0451593066264,-7.468702777788117,232.68086630768002,359.34869433996744,-144.38869177188505,609.4188217973958,0.0,53.163016539781786,164.27152953398397,89.76940167144774,-91.76341994843109,4266.59670320536,1002.2314783533641,86.35695455047423,-2856.588911068767,0.2770693831198372,-24.403483645859442,58.92753119350339,0.7030894170561882,254.0477638108621,253.3702744875783,61.30548213291349,-71.44768623566853,-44.090418390196675,61.30548213291347,253.3702744875783,7.162415337388251,0.0,62.68319044838438,-12.837159258177993,2.3148623604732417,-453.6389069824393,-264.29190505355433,409718.5625026808,12.74694805956859,37.09955178707412,-192.56465695433943,7803.806846840385,0.024174902993647888,1407.6864640483548,80.42446112384458,1801.36316176346,1484.9794279334917,0.05067123096643571,-859.6538342195854,44.094976227233076,0.7072719653587001,0.2508418587609995,1.4386177917781424,371.39382136821246,-44.773088703141696,-44.058624259650855,-2.964900879100611,-0.5179795254777311,-6.949207215523074,0.0,-46.92221267486268,1.9245031543614033,-4.268644877337806,-120.07423813380319,-203.4050994759773,40.03741481706713,-118.41207254486108,36.28345487007002,-1695.4870127355866,-291194.42233165726,-237458.0396692343,-53736.38266241923,-9.39198140938759,-6.882089506954799,-407.0464788765685,-1.256799325283338,-69.36282561179704,-18.01795985898525,-47.1543235711854,-197.4356936941928,-176.3827206377866,0.0,6.237649221911639,-60.03840176150334,-198.5639437146278,-106.82703151340047,55.39528728259211
2010-07-30,19.84752482050178,1.857911763896827,-10.646851385441154,0.6101228628097716,986.7360715881005,26.983032737721036,-8.5984112133048,233.3158537474523,358.841675026977,-113.7646347365876,1.6845595944038512,-220.92272917491812,53.23091719323743,164.48133975404872,89.88405658440313,4318.820871621636,999.1965219554218,89.95322757658828,-3066.761392087775,0.5174834083985126,-22.619003026819605,73.65531848499323,0.6969123976601986,255.00987752429597,267.89599903476596,58.2523689012123,-94.49011555005586,-44.15684505293402,58.252368901212265,267.89599903476596,7.627721215961314,0.0,69.142002664344,-20.467055935754313,-10.450452912203147,-433.8456790098463,-248.96501246585413,401145.9305240188,14.7992861608264,36.884253577420296,-192.91061124618437,7506.292003464046,0.022857474416797575,1232.0345525666398,76.00719867000684,4956.902600424232,928.9823934661943,-0.02425946435382602,-27.360355374167284,-42.44059720216893,-10.371872606636089,0.2314445536390899,3.42921132953461,-232.0728833776493,73.98187348890417,-42.60057720015777,997.6652836461799,-0.17310499216533137,6.172696826293986,0.0,7.371381237963144,-0.43913248366000346,3.944614904560808,32.74304772147843,-872.9864011941208,12.148774472926526,11.539899779113739,-12.426028765383137,-132.6975146732949,-28858.3289414756,255515.1320860982,-284373.46102758497,8.945358461438001,2.3397834902486068,11.49887294898599,0.39111633203493845,-18.51255442799433,14.58030626862876,12.878877995712699,5.729468793315313,4.6991752126089175,0.0,10.732997599915876,91.65747190254115,21.27116793329257,-122.33410138843692,-94.7139659726854
2010-08-31,-22.748933189060125,1.8397761130567525,12.3260848179785,0.8258198693946838,1031.9165083625187,-355.9247679890561,26.133154476442073,-8.074828651688193,229.91805078294868,-57.478252002829066,21.072080016418926,-151.14303324816112,-216.74454726974574,52.22419210051772,161.37060071843436,2379.3223444502005,978.5703740330566,104.56670920207317,-3520.797374604063,1.829218071763219,73.59190876545988,13.868916232373392,0.6865477890975099,242.4491077410231,527.1042464670415,16.98635814421199,-117.076572089619,-7.583947528038141,16.986358144211994,527.1042464670415,5.866222877186447,31482.445218179553,56.40056667588211,-0.8284080926274067,-107.2058610092872,235.46945151537793,260.5681643817842,395525.6990650854,30.551387128467365,50.342353602225415,1715.2616898917784,7534.484911054823,0.049894887454610695,1222.5995572850634,82.02728233501045,4165.132835018034,1093.2920848789297,0.03209744120338624,-1135.5645181576415,-12.317730136880996,0.5965746426269618,-0.15239918143353393,-50.84300250418255,356.9218484060625,175.02845949227205,-11.113069623268643,-58.91275082694142,0.9769047892802443,-7.584607115333142,0.0,30.64174376480499,-2.090438664350941,20.322509644010836,952.5834566131734,-157.84720237562578,-37.59109014180219,390.9889971887626,-26.369830276875575,253.70855371696916,-721821.27323284,141311.38975713775,-863132.6629899703,112.21123972112477,-0.9331467489895289,-188.82711929584957,3.3485312293925804,599.5434611064552,4124.666116906288,-28.658975115501235,88.17509029489331,120.5905468543739,0.0,157.66409939611287,452.520236823686,186.4598217554446,1.1151792758091688,-1356.8368822547964
2010-09-30,26.38656110389059,1.853674195709972,-9.0589362631716,0.4427117041933728,1013.2640364016029,286.00372152225924,-360.7516504408332,25.801835716945938,-6.609552168069932,-379.1490418409722,24.588862801449846,179.3367680649318,-153.39290424754225,-219.97094322526118,53.001586154004436,1781.5397824340298,1035.3639308400861,109.6731889120983,-7459.527181521689,1.9285458657615322,79.007964789497,21.541800350022818,0.704320637869771,244.71398214465486,562.3329981002599,15.719623448643116,-145.8619506162659,-4.033116768630032,15.71962344864312,562.3329981002599,6.056206949109875,38264.7830888166,19.48267596956131,-40.758786093122986,-140.26203882741834,303.3958815925205,295.109226296414,505472.1147572111,33.02195852535684,50.592195528013576,1722.0951098154392,20533.72809513006,0.28420190031828735,379.85567834656274,107.22622487712613,4569.370208821802,489.38470196533115,0.0025459772189424523,193.92879554714364,35.20470625299559,1.391631851517019,0.1711969853195363,39.26101384975209,391.02115973572234,152.2168589484143,-29.62767010353116,41.66267142259176,-0.15756250241333403,6.1768909952963895,0.0,42.564234639553035,-1.354994468485856,9.73580207782436,34.35857391984973,25.254691947487117,-63.82700081479072,70.92073973066226,-12.421058503474512,-3.6754711657071084,309830.10420393944,189555.43830306455,120274.66590087488,6.934615977397186,-1.8630274941930622,74.15624925197153,0.7304505019887699,-3.725456420787225,17.69680578241787,51.051927997380716,92.61420437297005,69.49938746742518,0.0,58.452215062389996,533.8436309845965,145.83491933019522,15.420147417059866,-272.62971779103646
2010-10-29,21.242384995116005,1.8378441484704888,16.744759776810834,1.525629799547736,965.1502803649771,-322.42958488030337,280.53772089925604,-354.4378079373096,24.839723832302788,-33.47284151814479,-2.8151997569123455,-128.61049383924782,176.31642931856885,-150.8095046629783,-216.2662552794145,1423.2212033241985,1038.0142766512206,106.76866203439008,-7656.061869710366,1.651284889610476,77.52605546641954,2.9051302208477074,0.6987195463227653,240.15271742723962,527.1822254976531,18.818312417973623,-111.01794600328851,-3.854191194041362,18.818312417973686,527.1822254976531,5.9620076161473134,1933.4392574045871,12.92736605088993,-43.36102720375645,-123.75275724906027,292.0415594752663,290.4376573035607,504814.4688972801,31.97897541253237,49.58093188590394,1694.1288295357222,20673.2031740144,0.27783136574161565,399.65291833821357,102.75247968527003,2198.996978545325,270.802157627114,-0.06869373587668028,639.6996320502822,18.141012655289444,0.6267685389380517,-0.49539436784704094,-45.08120105415219,-19.706660265067853,-104.43150679097124,-26.978272991967287,41.57751297578602,0.6512862670440356,-14.047699222874598,0.0,-9.173321462201898,-1.3780791806969859,-4.854215535348544,-144.92536128129177,-37.15848542263848,-9.620117392451348,-29.03027193823982,29.40967346267648,-368.98470893684646,-264053.402500432,-317343.8065625727,53290.404062135145,-8.21001424246748,-2.460524210114297,-62.41452269978299,-1.163900937927048,11.799423350688699,-77.81087980465782,-8.846222989717532,-10.814168270365826,-8.851218952291902,0.0,-5.543079275950106,-346.1617789969532,-29.102644671595442,-18.384218797920767,218.09699043824367
2010-11-30,4.367980034769841,1.8562414213599712,7.065311688223261,0.26892315125244276,972.3410654841899,371.700014561022,-328.7248302491747,286.5883619228848,-361.32185220849465,630.5977182049253,-7.789809420791033,244.38572540961516,-131.08391185896042,179.70732084249875,-153.70985077970795,2793.389890714382,1092.2979845572995,121.16338983431913,-7823.126133961754,-0.08758433051515685,116.6480254452223,-50.663578171926574,0.7236081462668593,245.9274915505822,600.838557550593,-10.043681788112673,213.18191913401552,-2.504999649344386,-10.043681788112623,600.838557550593,-9.878574601589806,-7477.858372109138,-17.598464263620414,-5.38524458544105,-68.18397725185578,185.78615911153705,48.38263881260242,531708.5100370892,41.54173835343481,50.965619156818434,537.3709633250617,21830.756324979273,0.3127634084923667,376.4565820993005,97.78184077913392,3369.492365823163,162.2310935613193,-0.0181540747322413,-1025.5892975405231,-6.398155396589942,10.782046757953367,0.13490817221830298,50.61202579584233,25.995883162028974,-77.23618459390946,-12.329849518997776,27.567786904141258,2.2558200313538186,-8.556344351633072,0.0,-22.420388883055686,2.0434370821880776,16.553866098647433,-310.95952739693894,51.12972294225074,91.49347111260946,56.2113045205233,-23.080053368030477,5286.419188482687,341438.2239817418,-222843.07984257117,564281.3038243167,-43.30995185278421,-0.8574680595411834,77.15132107474801,0.2885519181919616,207.29645475543225,-2556.528603679444,111.8624882821614,-10.82991373092878,-43.67090390491262,0.0,-5.8376240761542135,1205.8028570932001,-140.09170267072528,15.307713294318319,339.66208685264974
2010-12-31,-3.5645098471961516,1.8781368538986012,1.1234019840732012,0.006719595620521076,954.8613487589098,312.5189536238433,380.1058638677229,-336.11291043711356,293.55779588175324,416.69152511806436,-22.58226303730469,104.49822627629673,250.13950980339106,-134.17013371199636,183.93832564598213,1904.052455706697,991.629898519836,126.64401648157957,-3006.1642658257665,-0.053209225880930175,120.27237699346843,-69.87110366841763,0.6730551450395805,254.12163198019852,660.8576518710696,-12.754519387473765,230.43283927560475,-2.2737574703143535,-12.754519387473744,660.8576518710696,-13.972738750097657,-7862.004053365329,-12.045459474029643,16.77203502478501,-35.66897166419586,115.30186694277018,-2.8611725995132318,609080.7252375486,43.53009865383628,52.73227496218695,547.5908057468207,10564.948222765182,0.08876766584724431,-878.0055751431219,44.14992669429415,1708.2467461012125,626.4040100441366,0.02536465898362436,-238.47108918249205,-33.20596610717118,4.012847440008045,0.39994089506580366,63.15145227885614,-548.3089884591946,124.26184625289659,42.01511191436589,28.15187743776096,-0.1186710343756987,10.344950638148532,0.0,-17.224248220301636,1.7695941525172856,4.219671894273944,87.25064219924934,100.5638702742176,31.0616772157688,10.098992226980045,-19.19587074072956,2584.319423652795,809125.6038380042,665219.305111099,143906.29872691073,0.003169376962574688,-0.15166057627677532,197.65675714314557,0.4750045251565993,16.82666464844749,34.3721112367557,56.34924362099079,-28.896227809126728,5.71986805854749,0.0,23.02968726391765,356.7888333288902,-60.89119492069713,30.377757810260505,-324.59480044349584
2011-01-31,-6.798221531052587,1.8815030071253163,12.412011921884643,0.8188030492940094,870.356032099051,61.35083132337542,313.32472718689166,381.2803538862446,-337.73067926703584,694.0277798189549,1.6005757241415308,16.47764713961365,104.85378511603459,250.99061816233228,-134.62665224604282,1866.9657018295184,974.8780694792222,123.87050131258546,-2541.4933604594885,0.34655803865741724,119.0614084191028,-54.10629729648765,0.6702962837677114,254.20766468231238,674.7167138076995,-6.4057877007476565,222.13578993300698,-2.3878777139089653,-6.4057877007476955,674.7167138076995,-14.441076017554739,-8184.045627341895,-1.7790132094487627,21.848184088798096,-45.11968449422635,108.28663970092009,-36.22392716856784,603083.3957825395,42.479862182755575,52.72087251203791,545.3059563683244,10406.512960613923,0.08807591852224583,-997.4410165917308,39.854136521719965,658.9279633073602,677.4394313398342,-0.007237262978488299,-860.7133251203763,28.90470420872154,-0.21380724431429599,-0.5122292770425503,9.341456897822354,551.1995733853598,27.71233542445117,-5.864501737752789,-13.7415957062085,0.7734684714635929,3.4553504644868553,0.0,1.6242086807161726,-0.03940519599757408,0.7694061786349096,27.45811973920172,3.478145949842201,-2.4759128130201695,-5.0324096897629715,-15.35408575390369,76.55998052151699,250055.87170252576,177629.7316732034,72426.14002931304,-1.5490167121438958,6.070565956436546,6.584790628110113,0.369510887742984,-1.661250704358963,-3.2225336583528588,-2.120896547801813,-22.081338621737302,-21.566659994847583,0.0,-6.210848701032262,66.27390764334632,4.766345077003535,5.690947451494594,-12.966220214164423
2011-02-28,-3.1166834262716985,1.8796083632007157,3.7033223042926062,0.07296517911909432,776.2866688035975,-60.384536967746754,61.36355298262409,312.0382756651683,381.40931914248046,208.2472032425398,4.207342494863791,181.27545597097094,16.436513119631616,104.59203307973895,250.36405703893183,2532.041612153208,1224.533636396331,106.01937965750805,-2547.072101924595,2.4427714253839383,35.236727585293934,165.47080713230585,0.6648564308566045,252.33935785450808,625.9053275883998,264.43673962738,996.2100986062783,-6.866834950835815,264.43673962737995,625.9053275883998,247.309712608665,-66.30520424406615,223.92361076998571,-9.91921953034396,89.61021527968131,104.51730728789894,-254.93981537272438,613749.0059518705,24.249396799079367,52.26147516809691,135.59471205231822,10361.449868157468,0.07246671025575813,-969.5674376255722,-0.21868484259118715,-2060.4709599786006,823.1504349852092,0.007930340001504194,1958.8814445361777,23.365192774697903,-5.220186186854733,-0.115118840202868,-6.876907818620111,-7.750323116235393,-67.894484269249,-87.18290244343609,11.081581603328686,-0.8594055357476531,-5.559063136237569,0.0,-13.266862404651025,0.29081807193026066,-21.525286886270692,-1071.8169548850028,272.4637829157364,28.540769584957474,-325.6206401186837,-33.94220396214561,-2635.861275079391,3832750.7019984163,2227234.9714664966,1605515.7305319253,-102.14888328557751,103.13238106912017,37.781163888640094,-0.5120463912239908,-988.6211617269082,-1853.3268213253723,49.85217507882239,-335.84969295603105,-255.37187810131127,0.0,16.415556603754737,1302.73112041302,-28.730012280408758,70.32914951658745,2922.9106105555256
2011-03-31,0.9851077040384877,1.8753181533112986,6.432608820749046,0.22064766006618533,671.8248839373518,-102.30843692870198,-59.7556952118321,60.469204132847096,311.2898395711072,-139.84180766804084,9.17532710210999,53.87674163730008,180.39082622404013,16.35630243493874,104.08162077235453,3394.9021178856597,1170.839232187365,110.70614122139852,3531.892201180438,2.486820975461348,47.85646162993153,184.51799683850635,0.46441364823368075,252.70525853167493,644.6492499436093,283.31715436062365,1225.087815060572,-11.092389713462932,283.31715436062353,644.6492499436093,254.91350354989126,46.181177194085535,295.4505039491713,-48.86579815030181,113.05078388263153,23.759420391885403,-182.4550688654396,595691.7479972832,29.483998747608805,52.16573719722875,163.02383183262063,14196.046909678184,-0.10107126252473685,-670.0785670393943,-13.04017164827822,549.7880771057364,1368.7903781911966,-0.019513739806529914,1144.165325619455,3.114386048675783,2.651458916803449,-1.0275455259208783,-13.409860863154336,365.2103459787086,-124.98844841590125,-0.7175853178783882,-31.12463113491981,-1.587519737961474,-20.828897984432217,0.0,-13.561937535229816,-3.992075201901443,-7.970485133322484,-245.18140712024524,424.56634386351107,-129.07117353765256,-84.89482441175801,-11.54267420570099,-794.675680653826,-109882.64973683655,-84740.81517979875,-25141.834557034075,10.247139180404886,8.466088631404375,-120.09552365342552,0.30685231586412254,28.893781662277604,-28.208351225051956,-91.86780847924861,-0.4014652727462362,-33.83424684186275,0.0,-8.22436930263899,-462.7591171967724,8.19427755245691,114.27820554149844,19.627554624648837
2011-04-29,-2.042341145444156,1.8732093422691214,0.8596137976996114,0.0039447586797771205,669.6438708953541,-32.56459885837218,-103.95115279242123,-59.802274199906876,61.12938410349058,-180.52658759459422,-18.187458825805315,93.65069873694222,53.79265499497223,180.10928620467448,16.33077478588544,3375.926770252504,1153.4368981236296,109.84438143898204,3807.6100553282604,2.646746132560285,46.262710950803026,166.32286860770066,0.4517839478229385,252.8057759469026,651.8793725651376,271.09726157437495,1212.7955769104144,-11.440070902177329,271.09726157437507,651.8793725651376,253.2141599795947,-224.19674007661206,262.78305415408124,-48.73850319823569,122.74009670913433,11.45184597904715,-161.72945881930946,567098.383459004,28.788008464552764,51.98641005652614,160.56318731867046,14299.114398997819,-0.09179934150484367,-395.79652800897577,-30.44522541439468,-1008.2547101720302,1475.12464136397,0.007135617877479336,-1728.8480650168494,-60.9104032235515,-13.333036160031668,-0.025021567962863145,-4.267788303753605,558.7919577059547,2422.3546986542565,-38.78572998797836,-8.106487055757952,-0.7810881256928788,-4.948814574994913,0.0,-0.5037312665103597,-0.7625324661090076,-2.2903137666906446,-87.26463011976011,7.859792976154949,11.43312947630541,-18.029555821311988,-11.744846514773855,57.91734381810693,134262.3916023299,-39698.05191456154,173960.4435168896,0.6469198116135573,-9.334222363398709,13.074399499656465,0.3654281558880461,-8.843438229675655,-3.499086200628028,17.28217965622428,-35.254208273082554,-29.02460392586528,0.0,-24.10911902146836,-113.3243622836053,-0.5423481353086288,-2.459972292595239,-21.971942803013008
2011-05-31,-1.9140345415006301,0.0,5.357915894833414,0.15316918945971586,887.0778067686238,17.695729271965597,-31.617733891008417,-104.36111223835395,-59.10819779790245,-150.5110753418927,33.10167769154459,12.543148562105685,93.7565650363664,53.85346425104106,180.31288856834692,1087.6497210084203,1174.383601210079,82.70040497906547,3258.492433120578,4.285659231510787,-26.150064713382946,227.97222274085792,0.45020058547439296,174.0998351058563,423.3569561113234,152.0654889862863,-81.4246921314738,-20.231451301949214,152.06548898628634,423.3569561113234,3.4149636602992253,0.0,13.330990249873496,-72.43784136375606,89.94733194674325,-610.6656438965636,51.339825440499695,560304.271500572,15.91032232318837,41.65622818463577,-42.68419057625871,14035.722362470577,-0.06905393172605447,-603.9229912393547,-49.204732333875526,2371.6401488168385,745.7985428170792,0.015877226327614583,96.90588007057295,1.8466376349485074,3.420070914656094,-1.2219639059163647,3.0863526551415816,331.3406677450227,124.86749920803004,-21.76893698951028,5.414567639922325,-1.0063290954680286,41.411574987534266,0.0,11.650099924494466,-0.8511862780064234,-15.554176136823116,1251.3315373879523,88.31820604440463,34.65855581784244,202.78453837932534,74.38555448483186,-2978.5999553620118,398363.0533467978,901489.7424509041,-503126.68910411187,-1.8871409117740896,-96.53217741298394,80.51482302238855,-3.082984824667183,317.35171003694194,-34.50737510652499,-6.278258558722303,30.448664491991565,-9.148255484375653,0.0,23.166491782171306,-3647.856665165862,4.995638395509346,-11.122837221137615,-2138.8789075590303
