date,excess_log_return,RF,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,bm,cashdebt,cashpr,chinv,ep,lgr,stdacc,stdcf,cfp,agr,grnoa,pctacc,chatq,cfpq,chcshoq,chtx,chinvest,pchdepr,pchgm_pchsale,pchsale_pchrect,pchsale_pchxsga,saleinv,roaq,roavol,roeq,salecash,sue,chfeps,sfe,chnanalyst,disp,illiq,turn,baspread,beta,idiovol,size,mom,chmom,max,r_sq,gammaps,cash,rd_mve,chatoia,depr,gma,lev,quick,pchquick,sp,acc,chcapx,oa,ol,noa,ibq_adj,invest,currat,dy,egr,operprof,pchcurrat,pchsale_pchinvt,pchsaleinv,rd_sale,rsup,salerec,chsaleq,tang,O-score
2006-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31,6.789791184457898,74.93302941822134,5.815383747795327,0.19858029088832024,0.0,-153.33107831467157,-129.3760905986556,50.810812093653006,-13.899433499761031,-36.78615891398775,-28.953665357219567,16.555785835487807,-48.462580955614094,3.4549814006838298,2.153007080475939,2228.358780314668,1044.0241651357894,118.29052327471919,18261.466777344358,0.23561625942160472,37.290637438071606,150.99748202204538,517762.0200787463,518868.68294917577,302.2181872603771,142.46159159459216,-552.4537100898209,-23.41394363119468,142.46159159459214,302.2181872603771,30.90718703586088,0.0,150.68745820347672,-6.509224431550734,-8.040889233019659,-294.4113952002557,-145.20542309186095,158689.41679755165,43.94628327365497,108.76349248149683,42.75490337282134,18755.53363898972,0.8451435357372676,122.84252877242014,9.825928070449539,609.6412506020566,726.5903638632599,0.09504373239060698,4325.957435805593,271.6139342223542,0.0,0.0,2456.7682798597166,0.0,0.0,43.82236231644232,0.0,0.0,432.62558475392683,0.0,2.8867520621856304,62.48464345349784,129.72938364415407,4596.775446754646,3027.9076244987486,60.22582496126824,1212.2379571086979,-140.52039662385073,2425.7604546428634,23734464.24415141,12510825.099701889,11223639.144449517,31.27487354419301,68.88806643752085,3157.6189211016604,2.9037576699942047,-116.08049050818543,-111.02947156314292,40.84168254786158,-45.490068080775764,-36.64464938937018,0.0,0.09487292621724475,20702.37144911927,-11.280714804059233,401.49618578525065,-8492.167079780498
2007-06-29,-0.7516026629910457,69.63246185211277,5.392210960824859,0.1712008263357694,0.0,-130.88448867545685,-152.17306119601258,-128.59291098617186,49.84037009206543,-302.0390279608448,10.706948561825476,83.38300087953915,16.455283177139627,-48.1683866319588,3.3889942824353048,2535.7871805858035,1038.8734299698149,77.50868110492979,2277.6196359849646,-0.5432393443182504,-3.552164086484185,99.2191250263124,523135.2616201499,524268.0740482345,193.73038239046136,91.0823436693755,-29.648432053243653,-13.81425304029521,91.08234366937546,193.73038239046136,33.25990626173787,0.0,20.15080164119372,15.555448389452025,42.008793120812136,-398.2730569592205,-10.336389513011902,165971.96628495678,14.784783346238703,109.83858705621489,-33.44072172916046,5736.015884735835,0.20134835285172142,1182.909080858663,53.70322437489644,577.1240622797797,572.7673225153142,0.028300688405774627,-1937.9837464552352,52.59027281995935,0.0,0.0,-14.913924686204155,0.0,0.0,-0.8369687326051718,0.0,0.0,8.860675631854917,0.0,-13.614124372586819,-2.3272339353236973,-11.195498187328738,212.54539756404483,-178.23026324177272,-38.10947112474042,28.695492567743713,41.26420644005407,-2813.612304724155,-203600.77594958618,-130464.37545482256,-73136.40049476177,-91.40230597783678,-25.116820847732924,60.74668551198056,-1.8042866363392265,-195.0772666953573,1.5714556044456032,-33.85979214129952,71.05344753709281,137.49180446464555,0.0,3.136797522586071,-3306.128335761805,-7.4137870180322984,383.6414132476672,543.7527862924362
2007-07-31,-12.789445686689636,74.29685417804131,-3.6633847941123006,0.07225279346321169,0.0,91.74785586463344,-131.85456723654733,-154.14352459971704,-130.84204434630684,-176.07305725446713,-16.84257258253107,85.50870604493515,83.9357213326036,16.564360224943552,-48.487680159437645,2457.9380723181685,1044.9042699355764,84.48189760317771,2587.574810614151,-0.3168320773081943,-2.2119897750355917,88.39471268574094,535836.5305690105,536996.0101536881,209.05912993091414,76.35311724324573,-59.141025615201144,-13.95207768517805,76.35311724324565,209.05912993091414,32.897061770634494,0.0,30.245858764217562,6.40958606522425,15.410666133373379,-373.8578489102977,-4.596145491162609,162850.74835632576,16.99683144491484,112.38062069885115,-30.553032873078315,6070.638880106468,0.20567537270327693,1516.3746424499486,58.14471472052133,907.1609416249892,443.41120640519244,0.03301571628726177,508.044850733168,-56.24773496580241,0.0,0.0,251.36268033965234,0.0,0.0,0.4574999019441961,0.0,0.0,0.7536738517656545,0.0,10.978753769034709,0.42622640163777703,7.500040170299343,55.703884576885685,-393.0595991118098,5.050473076614448,19.797675663074187,-17.39466866878405,-321.26343787035927,-8768.737572610378,128739.11698383465,-137507.8545564469,9.108960508728458,4.16327849138645,32.11538374186921,0.25828223778640025,-23.17679495078653,6.032675437003718,5.8533994017059605,13.309784712626737,13.501434866244196,0.0,1.1249002390719935,103.02755984673422,30.424717630319698,4.05223502041315,-161.054303504191
2007-08-31,0.5624062422359479,74.31639532455652,-7.0353602690121,0.26640847634566533,0.0,9.266349305598002,91.37128720066383,-132.27605364074515,-154.20049938370744,-160.3714979296901,-42.931368537906884,-53.14831041996035,85.55715612240424,83.95265234090184,16.567701487947797,1977.459380340644,1574.4029846165042,121.06978864208696,1125.6508538893033,1.1220654273903046,134.80108710704167,84.83829452722753,329549.72748148424,330775.3539430466,428.79753590097835,75.74932470318019,-121.63678926333021,-16.168779984320924,75.74932470318019,428.79753590097835,13.860343720213347,0.0,-25.11349657476034,-24.517977465996083,-117.64160104658411,-10.41065108000155,218.26459748326846,168001.8000175237,32.05964159723251,111.57142981300274,437.3428008511567,6457.95864859012,0.10700370512100514,445.364792214505,54.371432841377455,1343.3297110791736,492.08658030115896,-0.03663170218125068,754.5136184889957,122.85872991906916,0.0,0.0,1.5260033749436843,0.0,0.0,-0.4030180575572473,0.0,0.0,39.983856751582096,0.0,40.417645111780146,6.486904246997206,30.691630407294966,1391.8170197486124,194.61781704001532,60.776763450957276,387.5251540041488,-30.015006215472994,166.80502897953045,7242543.843860008,4100456.9109566435,3142086.932903368,88.31817407480342,-3.7002483060518117,218.67385062952917,0.09465224451825871,818.2922041280694,1193.2860151836649,101.56653168324972,142.03583764439202,82.16495990406068,0.0,16.983759477386027,1545.9737545426105,248.63006411223026,38.220176293392456,4739.989551416087
2007-09-28,-0.6665536407893603,77.6553401177955,1.6845687990997071,0.015348130013082939,0.0,-160.34591888289478,9.085849520621537,90.9429317781903,-130.86433696844887,-45.119756361669644,24.367363310469223,-101.12184274179461,-52.669037564643645,84.7856316433841,83.22779262700796,2136.2303239778885,1566.916952113499,138.03127596165868,4160.24302778099,2.554544424811691,141.33298033637283,65.5631880967814,318618.86015315366,319805.33709944633,454.53755155324865,69.78767788270947,-30.12286411289945,-16.326765031658,69.7876778827095,454.53755155324865,9.457666708372624,0.0,-64.24887237837851,31.136547337014534,-148.08691850568667,33.82625982630512,215.80486196989432,191335.6052751196,39.43280052226146,116.36002383044759,452.7184645972683,9424.798462757755,0.09665752150948007,-224.23795101475898,58.32098558634324,731.8199726415885,803.4823589972449,0.04223802662849309,-2232.564800010957,-101.77914466102942,0.0,0.0,-24.300249253222773,0.0,0.0,-0.19561273542602464,0.0,0.0,-2.4164076211775978,0.0,18.42251516084216,-0.4960629283885254,2.5792955030097744,-40.12077975084685,21.01792467456744,-21.382212911358536,-12.421565213215217,-6.53492441258004,-96.64918644417196,-94683.14816035703,-23465.76554482244,-71217.38261553645,69.38349785671679,-5.4102416953437,183.70875080595033,0.293754873288844,-7.303476019800769,3.0210136221076027,40.78620944292318,-186.13573012372402,-150.48827078312257,0.0,32.044190540110655,-284.9018710734381,23.11265553678453,-6.473009720632035,-425.25263577166334
