date,excess_log_return,illiq,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,size,rev1,rev2,rev3,rev4,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,cash,rd_mve,cashdebt,chinv,ep,gma,lev,lgr,quick,pchquick,sp,agr,chcapx,grnoa,chatq,chcshoq,chtx,invest,chinvest,currat,egr,operprof,pchcurrat,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,rd_sale,roaq,roavol,roeq,rsup,salerec,chsaleq,tang,O-score,sue,chfeps,chnanalyst,disp,turn,beta,idiovol,coskew,mom,max,r_sq,gammaps,bm,cashpr,chatoia,depr,acc,stdacc,stdcf,cfp,oa,ol,noa,pctacc,cfpq,ibq_adj,dy,pchdepr,pchsale_pchrect,saleinv,pchsaleinv,salecash,sfe
2011-01-31,5.795458416769446,3.634674921954537,2.1102062519139433,13.92073520860808,171.70007589747095,0.9183314122608456,2881.8638841666957,158.91377250176055,267.5090978126771,181.865480016818,-142.13388316300578,778.7991318853783,192.75466437136126,-7.516830400692921,17.237783277514858,109.69083197030376,262.56915468049107,-140.83716170954835,2340.222398004068,411.46599839144216,0.423806676758716,286.6206483713656,-0.2583957590281182,78.1749043780105,173.6605733849426,3791.9142534881075,-44.08591663062329,5542.323766642425,515.9210348193586,1073.10538350818,-0.9765631857695148,0.0,130.29210142434755,-0.97656318576946,-6.166160183581263,-5602.902658624747,23.857536897351064,584.4739284550446,5948.1277739249645,69.15130045351195,-67.53769502215317,525.5493523162388,-57.44047630841322,156.26897379313147,23.4875603963126,0.8867951850549837,38.68334348110107,55.109870369627366,76.55515635643049,83.0790004399984,19521.038452300232,195.55470689494302,1200.353307271621,-12316.306619749912,0.2520406865229486,-48.05974449461374,2605.7666652644907,724.6493873580353,-345.13098359907553,1.2532179700720576,-0.052462287842370614,-119.4656140851223,595.3495137143575,-21.411577252432096,1.6494591971236332,0.20043681811223024,14.05508594033381,-75.25725622490063,0.32613610661255876,0.21175048830757248,-0.14234492801053023,0.07249439702190585,6.9342342868985725,2.2300313827552714,105763.45738168806,19471.579798066057,86291.87758362666,-7.28305332900004,2.2300313827552714,-1.462149295277186,0.03399441317267815,-0.4244165446004349,-31.37433600077736,139726.84563710913,4.15528473472969,99.84010039866553,0.05021207710118247
2011-02-28,3.120458689712115,13.667899111589321,2.121727340807743,4.1803603020049405,125.42713135317447,0.0823640809941347,2909.7267015452894,175.1793753447596,160.06431611913825,269.9502422295136,181.7373499625479,679.4070147721619,256.58093491869477,4.157889047541778,191.95059679540952,17.404443892581366,110.75135937275543,265.1077604926215,1753.3822959296187,420.4356178458618,0.4295116835248156,279.5084235934925,0.18822150926673367,66.64447035371431,162.7133323054497,3857.529391327506,10.736556786799445,5489.383410850661,217.03456622897232,1048.0089941531735,21.4802284969533,0.0,60.03953906139132,21.480228496953362,-6.1314264858054255,-6229.962217745258,24.251362036586396,-4959.98652774912,5898.33041974355,53.77396880935537,-75.49323627819138,233.9798708065403,-22.283201780554194,-36.803108019933305,-65.21808556980668,0.8987326386354131,33.58802451507896,56.02862666569048,62.24760134982789,88.22987987992285,19396.24972722458,103.85140926133656,1216.6288895876332,-12400.52423429876,0.024186646077723,-7.528935180002083,1295.6068523467889,743.4286552690904,717.6093208260152,0.8839461289562678,0.16180105871270456,-33.143624814518944,-114.6003054080063,20.78991552397764,22.24934268788229,-0.31835594236961384,29.795031557758193,-18690.71995005947,-19.097486621253854,2.4273829252336014,-14.619872702362883,27.03876330290552,2346.205080035159,12.512646462949078,73515.7391220741,21371.111332119443,52144.62778995186,-15.297198138474585,12.512646462949078,-47758.08693277615,0.14058072314762882,27.791369882797007,311.55738838791274,45061.012705583125,-236.65009994186437,-9473.866758428347,0.8428886662333746
2011-03-31,-2.26349473508167,1.7969194283297254,2.126528238276692,7.294295252758571,162.7820520888259,0.2502047340670792,2921.441144415398,77.90292919828883,175.8190832749934,160.08240818258017,271.9551609245618,469.5588725487299,299.87560161634656,17.430280561763492,57.56006603614127,192.72338219097563,17.47451348487585,111.19723989874092,1498.6589990834404,411.3271879178172,0.45169831154108087,279.8444724276274,-0.4494571558778657,36.40442824912421,167.63847521075022,3353.4564090031845,80.95001076070729,5199.701327372395,114.7546553526746,855.9589850691302,10.465244408983349,0.0,-9.196250434704481,10.465244408983402,23.09186066862048,-6961.772368093523,19.46903389360068,-5024.815120401415,5340.429814249981,-71.7792635988667,-157.59130677524692,56.47171872440949,-92.06052073919044,9.349101685604303,-117.4804073487402,0.9451570957673886,26.24944690081923,56.728092209095514,15.697284523489294,147.10972067660984,20222.156167667996,-1.804490050737499,1283.0417273139426,-10490.415127354165,0.026784132453942025,-77.21044907287902,-246.23237602476414,720.3762623411083,3.0392189138210597,0.7552361865336934,-0.0614031241533155,-5.051825087494763,553.0853181528489,-1.4787565559057612,-23.346910553676253,-0.1408531080186055,-141.24872441131174,2313.7670496699757,-35.530949951070724,18.15552107803302,-36.753457748201384,0.5338802783684855,53.840232544805986,-1.9430050610241096,599228.4863963053,536935.8576108143,62292.62878549099,327.21114674822013,-1.9430050610241096,-543.1167558798988,21.484509302882977,229.04314410839254,-68.77674758222611,-121940.03320849314,290.57550013983683,-52.001608986141946,-0.2614946976968717
2011-04-29,11.859584033025287,2.9998993651663572,2.128291520258683,0.976670740988971,153.65373217674681,0.004481931761810687,2927.8038331375305,57.40041132326864,77.47380219729382,175.9535679056609,160.60226290728875,272.49594283960266,3624.724343095688,15.825693240268922,100.4278486250916,57.68542772063506,193.14311985801777,17.512571718596398,1960.1217441112526,446.4627254025701,0.4559822785545859,4.571240272625343,0.16199501287260235,-57.95691454569522,150.710397023065,3014.8146432141757,263.9831098842003,5098.289825311773,-240.3894005435062,730.8908163788483,102.51001967473667,3112.978298972063,-93.05757713676105,102.5100196747367,22.514073171162323,-4342.571081396683,28.96996619565474,-5013.660221473532,5234.416327334026,-110.49738057550458,-177.09882782139994,-294.22468103957294,50.635039098730516,-141.11143935401753,-250.30064254506365,0.3633999882091228,-8.850014943384407,57.56427977319669,-31.716826839902968,121.97100624170604,18972.179736837028,-184.14061094066582,1299.2782735278515,-11016.957484942837,-1.9354402871633198,12.915709209325701,-1014.0166309705055,728.4864124336219,-245.0482356273892,-0.040419466695198025,-0.28340837477819747,15.246767349884408,418.17273970497877,6.553395550682751,21.755669886221995,-0.8878666018648289,-425.86560695671255,919.9617099665738,-13.269717809171915,11.187690935751618,-128.35777362459424,2.0373553962584907,94.15599049315097,39.04037268512502,451230.4016389325,248885.61341327894,202344.78822565824,-58.14238973347267,39.04037268512502,-2040.764291276013,-0.10427598067627386,67.49565901488353,517.6954388233833,-237993.4279157836,-306.4403528725147,-684.2468984517873,-4.505623997364793
2011-05-31,-3.0358406233453823,1.0840652389125276,0.0,6.084704716411915,231.46643377751687,0.17394623353704214,2927.6163706482716,-36.86961505891652,57.84129753644484,77.42237552810064,176.1332056771932,271.7008837092617,3635.0253103257696,18.264172447749353,13.434800744331087,100.42141839425408,57.681734217077185,193.13075322005457,2518.0485304388303,452.6262706405823,0.4530413981539684,31.597538864330215,0.31553944341007545,-38.69619891391714,153.82761994445002,2816.4274517145695,211.84236663737732,5023.287692230923,-42.96943722207344,701.3444290509144,134.7852654607662,1544.1193848947337,-88.63266947315181,134.7852654607662,21.296041673217147,-3547.2595714225176,29.402755383906467,464.6631418360406,5151.750714716568,-1.2561972735892937,-220.20891052626737,-101.07760673113361,-643.8090941703075,428.8730834016456,526.8992376561129,0.36105622189807984,5.1829148597054395,57.94504734917775,-5.360521784292537,121.81757149860928,19462.632113503212,545.4399232541879,1304.1848629462636,-10136.68453248988,-1.794160185986805,28.2183482397458,-830.8540654588776,414.1873336191003,-204.1107501980357,-0.12323097859325571,-0.23520126627194315,0.3099961169755261,374.3400948343226,-42.97526465446049,20.128234682346374,-0.7853013743896866,1.1331924215453455,24620.210225225095,19.482221874173305,0.5426957331962967,89.9053803915096,-0.3884344349512645,-44.509153338031865,-111.66363283923113,-98193.13259502873,-34404.83892562892,-63788.29366941005,49.42989727106851,-111.66363283923113,49567.06313145821,-25.247456967390022,17.44403087536989,401.2091318679741,862084.426559763,587.0677173041902,126.44480633324656,-2.745890124239814
2011-06-30,-3.4820076945528733,5.399752615914263,0.0,-2.731039634414692,145.68515875146892,0.034906330730791066,2951.5278186898076,179.13393335134577,-36.27245539045835,59.00656932804139,78.1216873197253,149.50918220384892,3498.9259268975966,32.53952350582527,84.37667416401398,13.544530127991871,101.24161517695607,58.15285256595151,2507.4707711198153,442.46124183658833,0.058347341317988535,194.37732785839216,0.13653902771223284,16.07119716033739,155.0825133742804,3044.765951470289,1258.524450142304,4907.024818199563,-88.78785699158684,684.9658387176177,194.55055580710186,-406.83155901793043,15.286327177069317,194.5505558071018,19.837483642957395,502.5252356103739,15.297403572538187,610.92378619764,5017.725482715245,56.55454579239272,-237.65944546867325,-103.165566647128,-741.5272354040827,473.6907560160008,715.3926943726414,0.4792002746650244,29.35124448525215,58.26040816198766,26.492145231879277,88.4496766095554,68074.86503042138,641.4579373997665,1288.0230745614506,-7662.670728213665,0.5382518439938969,416.70698551820533,-688.4812071782097,750.4487287177556,-16.908030924750392,1.48565130356684,-0.03551984875576508,34.9834821035615,97.76100940261915,-7.400003308849705,26.806222331028266,0.6429950918512952,9.872269017324015,708.739064529009,21.134222022156557,-25.802054110173543,96.41805397377995,-0.29457816462809916,-30.216487867256546,-105.48550772571798,43119.90329967067,-282330.6746809967,325450.5779806785,66.21279698717343,-105.48550772571798,1768.5263069426069,4.137845007828272,-382.5196920502722,462.6978261475792,81490.43919476867,66.07148609707428,-307.4839414994776,18.437770464540026
2011-07-29,2.348302753285837,7.401788498962488,0.0,-3.7689877869804094,140.83077659205762,0.06654123529466369,2945.1735846160577,-50.08020681278089,177.6125009294993,-36.52538355904011,58.7194064174685,42.746971228970594,3445.058319803345,14.013850979364438,-37.64324834715739,84.19502277160372,13.515370614635016,101.02365588253056,2500.721497394023,441.8759012331724,0.05832470332158305,193.94874617514776,0.13276281347156305,15.871602266824825,154.35133408612182,3045.880497892178,1258.613319429218,4678.839646831176,-85.84352781405575,683.6677272662257,194.37981249225658,-403.6202456328126,15.340599836623293,194.37981249225652,19.788071632066806,489.64965874833956,15.157785232417321,616.7821638853001,5016.825271943338,56.7089705070938,-233.1499209322879,-100.39757694700018,-747.3232864185208,480.4254680087487,720.6555777382255,0.47901435129901787,29.191533986775365,58.32958554007502,26.477323455455693,88.77960931771449,68111.68017558925,646.6316335057618,1221.573227161682,-7638.878366800106,0.5417499259023263,426.3474181631401,-1263.16037608542,757.4344283094043,788.8272769410587,7.282729547962788,-0.49577934626634246,-10.141180822319285,35.20342148809925,-2.0837958888155867,2.1567048406684535,-1.0827946117859326,-0.4968791317778596,-80.62746873796232,-0.08292051871809569,-0.03578321556034325,0.18408114725237112,0.3934105568538442,40.504500618725615,-0.4429039862859554,-159157.38310419023,-31962.95917883236,-127194.42392536625,-0.29205656478301734,-0.4429039862859554,6.552136119930765,0.008255713413079846,-1.3292125143049347,2.731944679156527,25954.12924559787,6.720794061110837,-17.627373543059548,-0.09242263361800696
2011-08-31,-18.23532117506886,1.939571817587506,0.0,-5.071001667797548,176.85350678222665,0.120591100523353,2939.1795414275653,-45.598954055692914,-50.95466441244042,179.04097935698826,-35.87988931253939,124.98172372158612,3430.94605387716,-8.862131618491004,-51.89102445887645,-37.566636476968604,84.02366832058416,13.487864013463604,2408.874536007699,452.20198842392523,0.055884937077114595,234.89885197749956,-0.045039800004264274,38.81565717332349,186.27767496435357,2854.6765516802475,1074.310869246365,4867.949571109317,687.795144128265,717.8718163055806,131.36128941506232,-562.449833442706,155.67814070025602,131.3612894150623,14.435911201465753,2990.171424168289,25.328767440717748,2274.9203471343553,5197.155120327745,115.08070184892185,-534.7825066579169,675.4427178209654,-21791.2241484248,22129.822643406478,21972.512866911027,0.4589768204011483,44.56728623344441,57.16942786621116,104.62478223695545,48.514248479252196,68974.35005161336,22282.424245190137,1233.4249813952251,-9659.740378915005,0.9964701419726688,433.9256806839371,-680.7980952477097,761.8549623819237,-391.5963533908207,-24.084180650494886,-1.1106410240049271,437.4120454985891,533.5066931954582,-0.6735992284268377,-10.122268041381176,0.5448636997765095,24.04756107002163,-885.0243224088636,57.533928009804185,1.8928259533726361,-37.31770572682069,-0.8660984687662392,-91.24645765341393,49.68982044036488,-65740.41877053678,62320.203060354106,-128060.62183088437,-19.304104282996484,49.68982044036488,-458.6632327003904,1.0084071963699923,-48.30342646571438,21230.289403564388,2678913.1427699327,19279.28572666392,8231.534271008964,-0.19756385890508454
2011-09-30,-27.334360761187316,662.9093898979191,2.133546555568705,-13.177351134233913,173.2062253338277,0.8138682629712288,2943.828427216235,45.84021667948579,-44.756613027239474,-52.88648240311203,181.0708067143628,-297.98582751133785,3101.9274687866578,-39.34345058668793,-70.0057962994448,-51.973100236407646,-37.626055440657055,84.15656814247724,3583.5218236323385,479.303442567914,0.2405031748896719,339.0266026861582,-0.588383139630227,65.44634131143734,222.21166330202877,2857.3821641108198,157.9786490753014,3977.9125301499066,503.795809958413,889.5333670097331,87.9784415848118,116.8317601190301,-9.421183700623873,87.9784415848118,15.282935781178187,2137.6045998356167,59.626768094449986,2352.4028622522314,4312.455005767177,116.34864912013367,-532.9705629767018,504.01304607985145,-20641.695029743587,22430.500924767028,22116.9592091645,0.331105624241885,54.51649657009867,57.76796122196371,124.94202315100182,160.1965869877248,74632.99351312254,23354.637731319148,1273.4664165879335,-10398.276532320348,1.3084659455914116,-2.3899454485988914,-1290.43076590399,350.5486367699207,29.091617405908664,-34.88425294186334,-1.3903150150000023,256.6165942970343,11.958620226870536,-45.70089094561803,20.216329522518663,-0.902123760501313,88.2895911733026,-1124.1621773369966,113.79245224947104,85.58159936105605,-36.62073085776004,-0.16340023470213083,-10.728259742634691,83.4324677996899,117005.78203061596,-157008.86793905124,274014.6499696635,-18.51667730931912,83.4324677996899,-545.7152165765274,0.36872925018748326,532.1468126870224,1123.1675059482004,606590.3547212407,816.2566346451349,463.20730841440127,10.708228418742326
2011-10-31,20.856471047522266,8.45790498727923,0.0,-16.73654894730607,190.1633967987851,1.3210992917922029,2909.073874515399,-237.63154332044536,45.932045330807185,-44.919984494213594,-52.942131478776474,-637.3436145364229,2130.7791531747885,-56.02389337549005,-179.6721417672449,-69.1793146626893,-51.35951085922367,-37.181845881890936,3362.6411376825267,470.88063484603373,0.24519293691008642,322.3270521247877,-0.477883563180226,63.57610161992862,215.6492324972033,2775.2141013382065,117.77716410553371,4052.707020550844,541.0737097621547,870.0103819371236,78.91694875154057,-679.2652997721029,8.451090935392427,78.9169487515406,15.34443128547989,2069.3725626537293,60.32345798208295,2250.417882129527,4387.908697475508,113.2702684363814,-516.7991766946373,543.6087199239299,-19544.56127166812,21307.289028149782,20962.696809171433,0.33756211523011237,51.361483892881466,57.43415797284006,120.43459600450501,162.1647347581395,28996.641284577287,22254.267088673605,1255.8815765224035,-10122.859514144686,0.944752894238335,-0.449534751483184,-793.5909872293909,337.0021412756703,478.40870402791256,-3.597514223132407,-0.082389421421869,82.37511801723906,-49.89453669957981,-1.750826342853884,-3.947384792517596,1.0832496913262135,-25.837184128455647,481.49901506023525,-12.30570038228737,0.4520629225255277,2.0696250399616076,-2.073733000519482,-208.56686111372073,-5.290721826538402,-436177.7950397432,-108370.72329482343,-327807.0717449188,-36.73490270593685,-5.290721826538402,-35.78035633812391,1.2196469817948117,-44.88828378041194,-2685.2098247517533,-98484.04815092683,-990.2448221852792,-466.98847361126536,-0.3567756332980494
2011-11-30,-4.146452481809661,1.5757086070636788,0.0,22.59041979817779,171.27006470634117,2.4286555440379884,2854.8835383601404,-390.4446893204066,-233.13864376331736,44.42634969916982,-42.8056679083445,-262.7965495724451,1815.9653044244867,-53.630511431670875,-225.350198093491,-176.32520243875354,-67.89063982036132,-50.402783983838084,2783.2777353922074,434.1429584249391,0.23584171735212842,277.6809381909829,0.004893801255861219,24.556936111384488,193.8559674058947,3540.223560350432,19.80663973360433,4173.073322110104,245.78298281904335,942.2162840972837,-17.534765765903952,3131.1554289648066,159.64999163432745,-17.534765765903916,2.132353617098552,-3784.1573609078837,24.687611764466936,1510.9756777535272,4507.425338033905,-6.825249395325919,-519.8767567089676,239.5672611620484,1084.937855476961,75.22041339720141,36.41394695601633,0.32468810061229714,28.89985177406649,57.42143092677649,-5.677644553648811,111.61164068448707,27118.011984962533,889.9452227278326,1203.5534798325375,-12111.010599176378,-0.21580882169809493,-62.934890641119885,-1770.6367418411758,370.6239911664243,-243.3712946407636,9.115077094222556,-0.9858717323606285,-165.1326334037862,317.3670103589258,-30.367659563927134,-21.037340662874385,-0.7635242694259905,280.2466610421077,-2378.1313137705274,-100.52810158146556,-4.135392805253332,33.134323639789415,-1.4543032798842859,-149.03718561218284,37.5139959122954,-578739.9766389765,-168222.4022873612,-410517.57435162365,-649.6558905404426,37.5139959122954,-750.7423520457068,1.6299023413610882,-78.74743007149641,-20833.575570859884,-1474888.6065452248,-19061.74819200237,-6948.309982418156,-2.3454222800441187
2011-12-30,2.9716831968775197,5.611279504436908,0.0,-0.5928530534579932,155.0405086009949,0.0016623168808858678,2895.341989804456,326.01815900485536,-397.53753028499807,-238.1624180659748,45.529239224727334,-365.0616093733702,2897.9593714607568,95.68877296150748,311.27302804668466,-228.5437854763127,-178.82402403529937,-68.8527631846907,1583.1405304888726,419.13086084951726,0.5217517476707618,133.65442314113778,0.628410309235169,8.512975319019555,171.8048364661751,3793.486712022303,-193.75554945266796,5797.364816706599,586.9949195553262,1040.3983561846871,-83.53197563244547,15245.668604188333,242.79008639563222,-83.53197563244538,-7.009519385831056,4664.449135968293,-3.314655046228826,-624.8363029290724,6163.785504726166,-53.719114848982045,-533.802366636406,595.6686703407488,238.3415330874079,-128.89394222636972,-65.53826211314288,0.3792220523506131,17.87317699929699,56.575420475421254,-18.38892060838539,23.07301847778288,21002.67155863263,-242.14398893534312,1214.841898206934,-10945.95474427852,-0.6577912910520809,-61.966562702890606,640.3069619871742,651.5651012986498,-779.2832953582126,-22.419842478251724,-0.2552866016490398,-51.20451274833857,1116.7161972348827,12.475525653015154,-93.76624410813884,-0.35571155272211263,169.90243148912532,-1661.2016795326927,-103.75150854567559,-107.95109518321398,-12.903651083108201,15.207338944314905,-170.9678658153034,23.12610480419272,969546.7019039057,500082.909200537,469463.7927033715,-322.247816011129,23.12610480419272,-4571.7986489672585,-2.7157640732603348,-380.7385049485919,-172.47572140240084,-46840.307021297514,-952.5158086968817,184.42396437479965,-15.48457101786385
2012-01-31,17.031094826061278,22.915905408384095,0.0,1.5560046392813975,148.2098930675005,0.011472039940848971,2884.6063769733432,-53.29424247547122,324.625723850101,-395.72764596763807,-237.61090087461733,-90.95037244137694,2934.8175639104106,-4.275616215429532,-8.08822666457493,310.1188615524865,-227.69637000536983,-178.1609640259102,1577.1091440019127,417.57223977525643,0.5130888752982883,133.10542656513735,0.6240905138988931,8.33367182555472,170.43723856970954,3783.1945718286747,-194.34868559961004,5799.813528024028,586.2493812520676,1034.3389280700726,-83.44073147029272,15186.208889711757,242.6581567296198,-83.44073147029263,-7.00138722925596,4896.340360545909,-3.202582959865039,-632.2781277057225,6163.258954896419,-52.611128786218785,-513.9047109756291,594.81928674142,238.96358998332485,-129.34053630615344,-67.08980477414656,0.3729256628224388,17.771208453896797,56.469387086746075,-16.731728265231368,21.730624781080547,20889.864753731046,-243.50815757769814,1210.50636124784,-10936.412682374554,-0.6557621966703331,-64.10773887417204,1592.7620750366061,646.2171473782262,-349.9249707335957,17.279283112147766,-1.1648470678588616,284.9110549869282,879.7026815738973,-16.770090770593356,-107.90199845414986,-1.204490688605123,-2.8774112034966493,-25.546328354486832,-0.37674557589352986,-0.6293917790060561,0.9968908285607938,0.16251121702342886,9.026223931873574,-1.7213388613909615,-37254.84155474603,-12113.908764035441,-25140.932790715247,6.132605816598698,-1.7213388613909615,-28.224654073344936,-0.027643331948860705,-0.6090326719622539,-4.200435754406612,59802.08655191213,-1.1842929589410005,-21.522118645176306,-0.0973848796633412
2012-02-29,5.471897214550992,3.1075782195854473,0.0,10.397219640273441,154.36095675610454,0.5122319316771404,2882.0351323570926,36.39321581047187,-52.7021895722695,324.90426150818206,-393.4481143245857,545.4348976338293,2476.5798039882984,5.662088656847984,21.24853699960641,-8.081017081516281,309.8424316521958,-227.49340884221442,1232.1881740095578,421.1845452593983,0.5130888752982883,164.49425609344172,0.32685220856374736,52.01949422584199,183.9929970122294,3808.7931029603214,-150.75668007859153,5692.838050677037,473.4280908511422,1090.1860383856692,-44.05751169340959,15021.773266996115,7.12500834042322,-44.0575116934095,-3.6876207018350082,5083.573889970427,13.344694777961251,-1498.0003468486443,6055.462921547363,-15.27350712650199,-519.0982371458739,483.77592801134176,-347.6771325586704,710.0261571078994,651.7130707830665,0.3729256628224388,34.866940652899004,56.134071203843206,19.90724699259067,124.48536102048531,23758.61749137398,480.76360500092034,1212.4406432141855,-11006.152678982678,0.5468567417684372,-99.74356094958445,179.50188573765118,783.242754927579,346.59015591279467,-58.13824647080281,-3.4671786078950326,-1211.7228177688528,-441.4059818373921,-17.736088923575608,0.3840097294339557,0.5841156262010571,37.17538565582072,-203633.16702957856,38.0227306264371,-0.6782183568213185,-8.973016655824978,-0.3918758153335986,-0.2828838110308425,32.54096516472606,-15951.9525218755,30856.46713998448,-46808.41966184601,3.6038268884231,32.54096516472606,829.8235887072151,0.07172866368364517,11.657477674836002,721.4170012166701,46152.36674163118,1768.3083034420167,144557.40755291248,-0.9602618515580623
2012-03-30,2.712331514696844,16.62802859622867,0.0,9.181381350222905,143.9783637449079,0.3971043103442912,2915.849408769644,241.6751017460674,36.06092972788946,-54.30631316894544,329.1954555442061,304.81722022130685,2667.1110150144104,-32.81163155716975,143.6529405754161,21.497841352423016,-8.17582985538606,313.4777439044984,2497.8678111572012,415.1310074748668,0.5183717769063839,171.55956053590748,0.2749432898598253,32.348259182115285,183.22157845809565,3272.6185008886773,-47.40506956171412,5771.000191070242,289.4229557517975,914.0656418154479,-24.639348648464175,14370.003542274015,-1.0440652679326279,-24.639348648464185,1.0843649326738483,-4323.039191407594,49.89881150076709,-1243.2345192492787,5897.092137023141,-209.5543443488311,-865.872173823134,284.04072685721786,-412.5993022836232,659.5078233541841,563.6615641128117,0.37676540614698356,34.49815448779477,48.85931168749518,-76.44479136139631,133.9402134256475,23350.837905417055,453.221920220873,1292.0913342388192,-7413.2419532488675,0.7044847222043301,-173.44531695505256,-615.7507794217363,797.887292991606,234.27602345444916,2.0824676124468056,-0.221407742483823,-8.132016733084015,-105.82860179601926,21.742652884489075,9.608470609211508,-0.6662683364056122,-250.1780553200615,-2199.852707849641,-24.95962223460222,5.291048621794303,-34.41579425865996,1.3270146641326974,46.47406389404841,30.47549108671774,813451.4911483228,717794.2157711033,95657.27537721768,619.103122255091,30.47549108671774,-53.096870338084955,14.507087017957257,-53.848232614313815,-96.73550422866438,-574878.9618297368,76.45133094418406,3079.5666588962777,-4.650173073620428
2012-04-30,4.7499986441157,3.103487839636318,0.0,6.513774499247764,337.8653652348933,0.19949211850132936,2927.018886057019,84.46980431067298,242.64214162295806,35.677412946459626,-55.44077541252137,407.58426537875584,1932.8557052876718,-15.012088494746603,126.59661675900496,144.20321873868335,21.58019116445079,-8.207148258044489,2759.448389936624,420.3268392409926,0.721614033653097,-51.731001678768656,0.37013818550958877,0.10121562748491097,188.0160844889485,3241.3472773604226,61.329470915956215,5710.367333180908,-93.5886012462505,892.9061583768859,-15.162158300294227,7693.373190117112,-73.88308141361487,-15.162158300294234,1.1197118957579937,-9120.066935268871,46.63055038059531,1342.5829458980654,5835.370537245371,-226.06472584497885,-893.7953386044691,-98.82794447239137,-1116.0352704010731,646.2308889232776,608.4498414198159,0.25285331596055344,21.97204278863833,45.11250573936811,-93.52868235096854,147.89930354486293,23923.85232252625,1092.1260025899448,1307.813141473868,-8029.892693693508,-0.5791412786599119,16.977761452955573,-1115.56884376144,294.3420683039712,-41.08657566093393,-4.203126821566343,-0.27100654740263863,-169.76140429955524,1003.6888041057243,3.6146068882642908,-110.62743308366043,-0.5912450606886651,-8.544769459291274,-4548.098085477424,34.50215348967415,-1.8403928347012624,-43.289871126837994,1.3063530027556425,24.997533956066036,34.53373236268169,262068.1804206334,69766.01289563812,192302.16752499342,269.70037840885885,34.53373236268169,3360.6348663008607,-0.5212178717609071,79.6547439904968,836.9331801489592,-259101.46719967574,636.7928592587275,3589.8734438391984,1.609294539071593
2012-05-31,-7.24772507475516,4.731526330733454,0.0,-1.8172208670623162,121.80524545587915,0.015512398861850185,2933.194542063366,47.46213900211015,85.5853394386823,244.10363536345264,35.6106923564357,428.33949337094543,1410.7338649996898,-23.61681425353385,89.83258374086878,126.86372031627789,144.5074700976958,21.625722759008557,4587.1039097288885,412.101165309241,0.7060376173912822,-50.48729754302975,-0.031362543226242594,-15.778206304614262,179.11550279544733,2861.160009036099,-14.322766682987023,5718.618407629591,-151.09674993248262,776.4615095877139,-24.04225687125785,6229.148833581557,-31.059578316931454,-24.042256871257806,45.671429406142536,-1286.5480104446697,-0.10870695337331249,-48.73486308432878,5842.493240892593,2202.3983731737244,11139.467490654051,-166.30417761513252,-536.9073824419856,14.666309461258294,-187.3218997448792,0.24739534491383858,18.2357509017928,45.38342749735664,1773.3195021991562,89.46921675859923,20119.472512366472,362.3167097242826,1287.9183144164983,-8346.871300546743,-1.0614849265122328,15.733883868547917,1113.0234381337127,338.5704051266248,396.0955520105074,-5.835330319353943,-0.16012838817750819,-35.78271999113872,-167.82406088773223,1.7993058831718827,28.510935243448785,0.09530011842439712,-92.49714043760923,70850.96287808771,-31.849606486385042,-0.5047873796480218,85.82881802409594,-0.16070118747690287,10.452068850001524,-198.06456415807583,300749.0992947966,5860.969400964677,294888.1298938319,53.09370038597072,-198.06456415807583,-6400.941727675101,1.9831080729064539,57.702430601330015,-1167.7470784959808,1423002.7754387334,-1568.8080414460906,-150883.95972432537,2.0703034754445895
2012-06-29,-1.7429205949030364,6.741335841635586,2.1342327198132316,-13.636068097460013,196.23244243374327,0.8712374776769363,2946.7067762207016,53.51237605272472,46.96619655729246,85.85284688432101,244.8466582139191,67.17152137603722,911.0174260002151,9.957327314212298,-25.15406446743404,90.24641203935295,127.44813852325385,145.1731670862327,4254.2005795684045,471.89313664083727,0.14669109898314334,311.714164775328,-0.04762437471295895,80.95269195627873,176.39873084569155,2858.7255758059136,111.90439615044649,5908.465841047768,203.3169738292399,708.7273640483708,73.23500858568332,343.7865889248575,-61.686001590533046,73.23500858568337,-12.564677063040744,381.6550253298859,-8.708437625806948,-3.5106618712159112,6024.2720929649095,2127.3587046993794,11178.942896394712,186.96817777492242,-78.28579947958512,-115.04705886928554,-163.9891770508386,0.233370506780903,65.30198412115948,51.42999782466645,1854.7415602222713,90.8181423504102,0.0,-62.12800251328647,1325.4583187318956,-8458.570845133914,0.747862838195176,534.4798796903342,1478.8571793525682,327.6082034832383,-618.8800508180975,-1.6459008619173687,-0.35030603246954684,-62.97928662649872,-1138.987164014973,-15.324886488244601,-116.77901154108804,-0.8507676495187224,-15.85233857621779,1107.1234623150958,11.580721544787078,-7.609808195455415,145.32344580918337,0.8892294923513475,10.761483991758723,-125.60020509746067,502007.7237896994,-149050.1546547711,651057.8784444667,112.78170777298041,-125.60020509746067,2178.2337897628495,-12.919999238687911,-94.57012523439596,111.5338720144016,-60620.1522445716,-551.4676916801569,-493.819897166185,20.188246199082496
