date,excess_log_return,illiq,RF,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,chatoia,chinv,ep,lgr,pchquick,chcapx,grnoa,pctacc,chcshoq,ibq_adj,chtx,invest,chinvest,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,rd_sale,roaq,roeq,rsup,chsaleq,sue,chfeps,sfe,chnanalyst,turn,baspread,beta,idiovol,size,max,r_sq,gammaps,aeavol,bm,cash,rd_mve,cashdebt,cashpr,depr,gma,lev,quick,sp,acc,stdacc,stdcf,cfp,agr,oa,ol,noa,chatq,cfpq,currat,dy,saleinv,roavol,salecash,salerec,tang,O-score,disp
2009-01-30,-47.270007840282446,7.804649417716386,0.0,10.207264246911803,0.17607891557304342,0.0,-767.6464952909616,-2483.0664447438735,-1310.8910465326605,6.81850195845262,0.0,-4283.593624517103,0.0,303.12323623926017,-633.3130511918107,-1462.167382556181,-749.1226455758909,114.13061039471908,-0.5335871210031476,-5.339974849972124,-1734.0324795724193,1092.6799138286601,209.85183287064484,20997.778553003496,4720.631710371903,-94.59000956814268,224.79163689018944,-4132.180504875003,0.0,60.44648139097517,728.3526291164304,-573.7419754284158,439.42943408305996,141.7651238667027,-92.00177891106567,-0.17421528540737086,43.1116688297497,-738.8270794362804,337.63338164472344,9484728.73008711,49.452539614332785,-732.4757897328118,795.7978139311318,32.88801082432412,160.63175582689914,-3.2363213019525707,-219.70999480729458,39.432727538527956,-2372.570307637773,-2648.7267591175582,225.28694103150258,0.0,0.0,-163.01505107447701,110.46104765721532,0.0,-0.002302573025708965,-101.00284487208023,87.10050884637712,-13.843394036419568,-9.533170741750006,23.65064455466438,-18821.73491481805,-17.774722350199568,-5.662891529328249,-113.49557669270325,-329.94796156157463,128.1987779425981,1.733922185833876,-0.1399715795775105,-82.71611967839522,81.40247631270233,-31.994919103387247,1050493.8796199262,324527.07618302107,725966.803436935,-31.994919103387247,81.40247631270233,-367.5516136704191,-0.9775685969632377,1796674.933283627,-15.035996848642696,1418.0810810507537,-123.26840271245601,-55.487062695947316,337.09884749565026,-101.15640984694255
2009-02-27,-50.10674758196993,349.26106535524093,0.0,-50.243260659166374,4.25494137713709,-110.45811918128783,341.1489907593251,-806.2390288988241,-2480.423709977106,-1303.9780043105206,0.0,-3626.4454312815938,0.0,-147.56763699384183,134.2673435451827,-636.9628099896577,-1470.593797041666,-753.4398106196426,-4.818984516241763,-6.338137448621288,-2161.363215113174,1038.1487325290427,193.46597949818357,20906.99227031947,4327.574902464129,-94.54504107017044,200.953191941749,-3306.432724538407,0.0,58.98124476755601,738.7108796714397,-673.1515819658113,449.843979924358,154.9200069236004,-58.30857181550644,-45.2472583459352,191.42725532630686,-730.3939805494679,279.36286367688854,9571626.498472428,59.44190442924177,-679.5611529935724,728.0017699478245,-46.0451375170221,109.57622809950267,-0.17348716985292112,-259.40433546516346,-26.75443744653761,-3506.6565131163657,1348.653258487088,-208.9508422681754,26.699544361754896,2.830448828683768,44.59872957104835,149.71282345010513,0.0,-0.09811736938763832,239.66739861413248,2576.811813468501,20.212154507519813,2.2509926901282427,22.62698031492687,20526.996799327666,4.3569279728315,0.8058185328335412,8518.073667197943,425.162258016775,949.5214276275178,-18.240063936690603,0.03593156374494377,35.806618912735075,469.49999971013347,-96.1801992393705,-10454904.793824017,-973868.2819327116,-9481036.511891186,-96.18019923937027,469.49999971013347,259.8984442341862,59.46083229519465,-1266138.1804153323,-8.41056656388372,-2054.8785566668957,-58.92389734671815,130.05709478400422,60.49896066091969,-171.4742883956069
2009-03-31,52.269845549632215,34.55194229292076,5.897174459722014,-62.78191844605986,6.68382682365736,-72.58391432820453,-625.7282243180233,313.19597491334673,-766.401296023569,-2478.452211873097,0.0,-1681.2385394691057,0.0,6.687647814108053,-650.9457904920456,132.59497172582297,-629.0290963607109,-1452.2767620951147,-5.594314885486705,0.6734840506254791,-3301.764386591051,242.03931787424102,44.51801998493021,14297.95921926184,3874.347750856553,-65.83275051529444,149.12131809308787,-2089.8539129240376,0.0,68.78586388230406,806.677053635125,-830.0681126924532,447.6425629357336,119.80351376793828,477.5556038549246,-84.69086276251882,360.53465903725413,119.66474162813086,180.85081005062992,328.4586683372581,58.49016465190964,-724.2083187964146,546.0254424149413,-165.15941348726324,163.40882683596783,-28.96809886901521,-371.81014792270156,-25.406073810135634,-4864.609303764264,1414.5001147261974,0.1509935251957586,24.46490957114657,1.611238929058325,-96.94710478957131,38.955274771552126,0.0,-0.0015336943538752368,2343.424599212918,551.9875167706214,-33.93560829058242,17.877046261819544,-24.809097737871753,4879.626412345882,42.03180433105342,7.761229537205622,4316.740304778457,161.81008824047058,744.0561655163556,-143.01830742688355,0.23185625456257775,399.7429582310458,676.9371903478934,-250.56002418866876,-4415771.6628988385,-1333197.1034274101,-3082574.559471369,-250.56002418866893,676.9371903478934,234.46647913014021,96.04614701745379,102030.69500768185,30.6728564179906,-3332.4750830139237,872.3254182456512,-26.525094329589592,710.0035716186576,249.52473475397028
2009-04-30,90.75897720263977,160.30416729781197,11.708781983066498,50.17355282942346,4.299995349076652,-88.35659259977008,-545.9466123423312,-607.1520523720127,296.0369239953508,-750.7942011141258,0.0,-217.79189646088167,0.0,143.21127160207874,-807.7395092746873,-642.5345487641058,130.88163649056142,-620.901052734531,-15.276306282662288,-0.03515711803211019,-3520.299904521818,-167.18513285870827,131.95130405843426,10368.191868903034,-456.23156426348993,-66.19189455832047,67.99966899291037,898.2637620320365,0.0,99.21798358703143,-50.36374298830086,-1146.9649998781142,973.9196883967578,229.42546544030765,670.0118591284864,79.75377981780576,0.0,-162.99975367227233,84.83277039459682,-27.163768788837913,99.30771819062994,-243.04975480800124,-3464.822114816068,-174.0963996191489,6.052624175511335,-86.65218681557013,-381.9607007896378,39.003249217496226,-5047.721652752558,-1461.7897521282766,-274.1217544794115,-6.898036562750235,0.20529878952666358,-99.32174691640012,18.42173698648378,0.0,-0.1388724201950105,524.1730878875023,1434.513573298822,-67.69908318424791,64.76512567714443,31.354659311353203,130492.39684504819,-3.2086744774318277,7.968890105575042,9603.77984713636,-205.65326997745615,1891.5870995451678,-63.331953443654584,0.28264425741968946,-65.27636249048828,159.09476919438566,-840.9900701130161,-1445551.6154245138,-457076.8379024863,-989072.4666832387,-840.990070113016,159.09476919438566,-207.9446978346532,18.436377334064787,-6455471.474067628,31.106952302831132,-38175.62805762037,-334.45624980939465,14.802085463766161,1804.4643677484019,282.8273470110985
2009-05-29,45.359535817939914,82.30832692738329,5.895289850273183,57.14655959210637,5.539556758287005,-84.4304944191293,699.1057218086321,-540.0445010471832,-605.9903992869721,290.7443736186777,0.0,677.4752954399951,0.0,54.233720790337635,658.7451368765508,-818.3044211115937,-650.9386453594976,132.59351629180378,-9.36774705111983,1.6499991360718556,-3368.6191784049465,-154.24393803181576,-302.45085652123277,6458.934334432545,-311.13011300824587,-55.65442996567608,117.0929865650905,2736.7032375591257,0.0,86.25829918176387,-269.5959884819074,-726.8698186422234,1384.2262292058936,-174.63480353024764,439.3170126080569,-2.5921005094607104,0.0,220.20252432295385,91.08492193470978,-11.399006892061387,106.0062174810346,-183.66219867275265,-3624.4155900114542,-176.29063952957603,82.78132202527809,-88.44228502266223,-362.1346576746342,150.09863165158652,-1148.5569948660748,550.1775449510869,224.35109120831532,-1.2675867082476415,0.018617356331764867,99.23737565832198,189.32777977704882,0.0,-0.28085130284834203,-820.6145574216403,395.82946532300593,-6.0686368600087235,0.14014325591850252,104.53222218451172,-9981.078030656237,-4.455844266309327,18.2247870813693,1253.4673893009676,-127.8530930045581,239.46960534499158,293.14426032861263,0.21605750546469515,71.07699723758424,-343.61650993342687,108.2052744860755,10215351.988267958,1873916.6626618654,8310733.8772931695,108.20527448607555,-343.61650993342687,-81.375818242479,-50.55288385185452,5107765.774268985,23.84740871962771,818.0142554891208,1166.5340281484678,5.788386290468225,26.991409029251372,376.9509010389138
2009-06-30,1.548233773704822,55.176578523955556,0.0,30.326304797629593,1.5402174274632603,-125.82506591872324,1208.4081130156958,709.057021107309,-560.1033833855909,-629.5301527241933,-266.6637360914847,1912.6172323519827,0.0,79.74057368885094,762.7551245046703,674.3623853218073,-837.7044329415814,-666.3708208369515,-49.043650464282315,-4.834437124455135,-1990.3504970502372,-74.4031605801546,-181.88910624336637,-4544.811281088258,-136.97122656846898,-135.97899537722202,-100.33592391586936,2648.6419019266255,0.0,32.01922048759826,-406.1180475730879,5546.145619919534,3672.316596049164,-139.8857133692892,2335.29950021736,-293.3248671153067,97.4611306643948,44.201405057072904,-338.12944631256227,-77.91106642193691,105.53829157083157,-1.6294714596141033,-1271.5984349393304,-794.5083735429765,-397.7821385823489,-18.400764664355794,312.27984168855824,215.9172768248725,4416.574733794934,39.1528930640161,198.33877967078752,-3.852745705256943,0.05748706846469265,182.22643893942313,284.3931466062486,0.0,-0.01265668956103183,1100.3503363312561,-1969.4059569079836,36.607565609530866,-45.934710423474215,343.5193713009301,-31050.968819579415,266.11854850460986,-0.9939663586972074,-357.13959588423313,-432.9165735181414,-259.6362157933827,534.175692940723,0.19528489687735373,194.2699315373593,-1246.0019983080365,310.3106128124506,1485499.394727707,300232.59701529145,1184360.6654946804,310.3106128124505,-1246.0019983080365,91.92551160474795,-123.15896209049785,-1379556.32893157,14.301754607102396,-9070.848416940018,-591.9033885688514,-114.63303473587803,1045.615460822035,-1355.3001772932569
2009-07-31,34.01845433265299,9.794844917527156,6.011895131578223,2.57931240653171,0.011066148601867045,-119.01849013974484,598.4764379761472,1221.9583420036504,717.5619668514006,-577.365379101277,-574.7781696055547,2565.851485525441,0.0,32.615861217371595,404.6094067572419,772.2507964289292,682.7576405791679,-848.1331619125942,-55.526284814231666,-4.652210647509685,-1990.7747263119618,-83.46180272625077,-197.64113384432582,-4414.5077626888315,-169.67733440681928,-142.02944309460864,-165.66877706235226,2679.0873202928133,0.0,33.355683840026046,-388.32554809296363,5468.393008911541,3627.8311550835488,-153.3406233465882,2389.7037733611796,-301.1447497085559,98.83067232706209,49.280602281463636,-365.6960306993671,-91.52114526689462,54.33120559698567,-1.6149409840534479,-1245.4355695400802,-661.0671556788649,-410.1579965725683,-26.708595174195985,469.64396498389453,201.4903430678413,11279.916663445616,3666.554506141126,-240.44993828801535,-0.9154236716374555,-0.08130980315958247,97.95819506226053,94.66936129352666,0.0,0.873567599145765,455.76195215665666,-236.50440530815104,19.758792102543794,-35.975021478395426,4.247585346922648,12309.584602525036,13.587083448108842,12.211772733923112,69.9868603787545,147.91160750499694,-324.9463726936019,-3.268815609248719,0.08796061585554238,6.640108631183466,49.703020445484185,-4.687432279099809,-669523.2224534154,-270310.5619931072,-367007.3907687068,-4.687432279099795,49.703020445484185,170.50013139077964,2.53085253565024,-2111544.0903214216,-0.2544306205267617,33791.44999391919,220.78241023521332,39.2612937828676,-118.45896316966537,222.86843733878686
2009-08-31,103.40690980268504,18.752813723412064,6.009666844708174,44.68662718857268,3.3228042437141583,-229.7429808782694,57.15586040654317,596.1330494625677,1214.708672308614,717.0377132966807,-563.2378594555196,2312.244378075412,0.0,39.33336727652402,34.173553870745764,404.53875381408466,772.1159459021939,682.6384173580454,-28.131237720824327,-20.92379730616933,-478.0456443242059,-189.8585928134124,30.139323975787416,-4791.5242602597855,-152.6314849343412,-142.72178762328417,-187.63453935472037,2182.501932820042,0.0,28.709624738643754,-289.5740246390229,5747.318535934733,3605.153525672113,82.25084894595109,2535.496873356994,-258.70706765387604,105.10210206654796,-0.32543238879341985,-101.81132086845003,64.27350728189612,46.02575712448404,48.93885981906864,-1133.4758241307527,-625.131098474558,-280.842642571471,-18.985729399779864,457.30135246099917,201.77571926861984,7498.508263905604,-3742.2341291985394,-41.43338750568421,37.35629508461696,3.617823178264735,-1.391130012449139,53.33248154355715,0.0,-0.25631311379881844,-563.2260022083183,-99.51754897659157,16.24809466957356,2.8983723133862753,177.61875248013865,-12635.710529812422,4.758203929346223,7.6459699703817705,-1959.2671010613922,-240.38519938700847,-242.08573324417466,-53.85507606785626,-0.1520302526619881,-14.381845733046703,-161.6005556534493,22.33034838594294,893943.7733022571,237259.03967884183,656684.7336234748,22.33034838594307,-161.6005556534493,-222.9736117422217,-38.215223256854415,4299399.215093434,2.5852019349532043,6819.113619847718,-23.930407760781236,31.17786600301588,-2490.8081447623554,159.25541723629226
2009-09-30,59.24602125910912,55.328080563985566,6.04572290278053,19.80236445860742,0.6486133163184441,-275.20367012545125,476.90983814116845,53.53043245469625,601.0587285849771,1236.2713982089836,-555.4409224191975,2246.854021028896,0.0,-120.27945647325474,599.6000343249962,34.59609013972831,409.5406420093236,781.6627139157694,44.36407795014295,-18.969131606239397,21.645825910642397,-105.21829480010891,503.4463166408395,-4235.310850313332,82.46033209456459,-108.71426183424356,-88.05635964789667,791.0301414480757,0.0,41.82740082142315,-801.5148366024714,44.26468533310753,838.0688028123142,435.8817798443615,162.4761250068495,-355.160875851998,165.1211698060724,92.65203334521692,331.2792533086056,2201.7638953609053,46.299958909113336,66.48360547975514,2.1864051347491245,-592.8560035289114,379.19900141347273,-9.938489546043243,35.48205968583564,165.357852866827,6615.428664191941,2654.12671120948,98.73584466331101,-5.626783229558853,-0.05922864971440589,98.48530685847254,99.98864131100436,0.0,-0.05255825849392615,2483.6358346873485,-1395.3468822313698,59.53950431057331,5.011994976162008,13.049143259266998,68682.22961977281,18.900178492692476,15.679289933589871,-3171.3792804381956,537.2090406921616,-177.69435230753788,-112.40807486305499,-0.0643823102685177,48.167824705778,431.0002011352559,121.50594430873169,1516529.487965405,782515.7951783985,734013.6927871406,121.5059443087318,431.0002011352559,437.59677554416703,3.957347808251882,9933694.183181703,18.893061405076253,13228.063847942263,-405.1876669752419,51.87453758405081,-4149.160535482944,-352.6987785479266
2009-10-30,-20.185025460391376,10.135664539887545,6.146438651313132,24.57697966625858,0.9827283143656134,-271.39643634282635,1304.3304865905106,500.37667097070937,34.034228132180175,616.7194515560873,-613.0138635791351,2624.7969942302097,0.0,-57.445190044543565,271.2790253881033,615.8494883657752,35.53366109458831,420.639393609052,47.2605715337216,-17.41087519155707,37.46633903394559,-82.15208884760933,529.937042052182,-4697.44076714516,81.74145282553671,-98.1974246140713,-88.95183927098478,863.67593591792,0.0,42.315750071961,-790.4539966336025,35.04470283937708,851.5803381816663,466.15912584033305,157.7323494917273,-387.5901677402295,122.68579455117313,112.927554389304,338.74022884251184,2172.3601231964017,46.42756057291296,67.5506575343158,-12.61463062637355,-682.6109273906917,403.1378448511459,-9.716170875434127,-261991.86017772925,47276.489647739785,3772.9090235231856,-2729.327001929969,-15.913449381589999,3.6984340969836467,0.7022452307352189,218.53026584752297,358.89131089168836,111.31985122337466,-11.77550316204963,1515.6303725609278,184.13890121565237,13.064475749001986,0.10108518162745384,6.389174910075553,40384.90194556632,20.60837068816636,24.73832228964602,4257.18734181983,235.9827552574534,455.00178218500514,6.640850275365608,0.29690377579069516,167.17026058237343,70.41862090289328,9.349362224832973,377088.05742418766,117125.72813946009,259962.32928469777,9.349362224832959,70.41862090289328,242.72986148687232,1.8717784733559029,2779598.512986541,21.907841236956813,-15696.535677342908,470.49367400078336,43.57330121559562,-133.0015845837661,38.848836460337
2009-11-30,37.86343189692594,14.153119591343236,0.0,-16.258003083420377,0.4266313184875281,-1038.456128186415,809.973867998474,1326.6727541843356,507.85117595796544,32.54947346149278,-664.6208127618047,2277.107746957393,0.0,-257.435056939184,336.1993207927745,275.3979379217944,625.2001197788304,36.073179554745856,30.639910525116576,-5.656417549456143,-580.8107851962893,-60.454251616940134,359.0656953563588,1639.952412238846,23.875714930931288,-101.55087371217681,5.153367042278816,3.3647511441778093,0.0,57.53448216240434,-857.5541549133808,336.3873122400334,866.1216753018161,272.47729900309935,205.93986693052767,-336.7378227719714,106.6895582418984,134.32610075126283,266.5076586702328,2142.5575453992337,45.20479579280237,34.830155614064694,284.6437996922723,-552.1056043431176,311.20601563123415,-17.53724651800793,-267953.4821070605,48347.016648194396,2593.907108296117,3288.7540101739733,51.323555163473316,852.5694107451734,85.17734798303104,125.75166915818409,75.44826359126591,33.18440949505231,-0.48759066027297315,1984.565629814424,-2515.0669677975675,27.53147975160573,-6.690982169448134,-86.48890095312777,7520.362786544803,27.610479498411337,18.574307350600293,-9890.662485165773,207.39835711212254,-1351.486702383624,-138.26792295747111,0.1503204740760058,63.44494692415037,121.17636492963175,-31.93254518224675,1195654.1190550625,1454805.676324442,-259151.5572693646,-31.93254518224682,121.17636492963175,290.2528634550217,14.636780742535649,6097849.015058279,5.205905130352278,-142.97865947186074,374.41898927923467,35.39243490241233,30.646685414758394,467.95350201640576
2009-12-31,49.9117106046481,7.673471824021097,0.0,34.160449547379,1.8483988888081027,-1114.7276648309053,-323.7858848578536,807.6182636946891,1357.2586520043155,513.8170348351913,-1056.7292826153478,2330.185858554098,-3.1768946298945138,-23.308424640173442,-223.80148074802156,341.02198883608236,279.3484302406856,634.1684086832211,-7.358538742103532,13.39460697548783,-458.88063609361376,531.554239058067,1769.6816489436223,18298.30753857814,472.3970357396351,-170.27439560025465,398.6942655782538,-161.1428505069212,-6284.834940121811,262.6929471971912,601.631119318059,1068.1539287263304,1075.7427062010286,1429.9989075509077,1200.2491204881517,-13.415600992946022,-494.86046912815254,-1336.4046503377722,-150.78687808831242,30.941624964873135,44.19000577317933,22.114698819104657,390.11315708596663,-360.806784137873,525.3861699176331,-13.228394108760817,-256050.3590827303,46194.15508691286,443.72185783893394,-3901.6950866276193,-89.34550503699393,0.2854801666247795,1.8169485960032148,120.60974809095205,30.618612834994565,33.76733056094082,-0.014329100449911536,-5199.392494487286,-563.3777357388572,50.72462720547094,1.1392765068575343,111.93452914726987,-24972.543964254855,31.66846509321158,8.958779593263671,-10201.630377876594,1143.3767016136935,-1514.652461984031,-133.8715856505587,0.6354832455327735,184.57092341877888,-66.2684133872715,497.5895853002356,2613439.2795396745,651796.3878296912,1961642.8917099237,497.5895853002355,-66.2684133872715,1307.1922375151626,-5.353631379945796,-10805031.096782923,1.5919989434025297,-22464.41549443682,313.6989344810172,-14.533377488054157,-1539.3447411187444,154.9779789233121
2010-01-29,-24.95025734592557,10.606472733238016,6.341084703260105,17.200817649349293,0.4665891431067607,-1060.3521715725337,512.9084085714967,-320.4886165337245,814.2305276637211,1382.0362297561774,-1114.4746092596342,1662.5116843392889,-10.358200553543332,-3.0779875881336483,465.25253388859596,-225.63276080046276,343.8124384949138,281.63422927235723,-9.75304247065244,13.486064322300097,-496.6832746614108,549.6674887640572,1812.1859580491132,18329.797991745952,440.1925917474839,-174.75673765353898,407.327050673671,-179.80621458874498,-5685.081772366185,265.87267783951296,648.6003392796288,1058.5291791627756,1077.6842363745548,1452.8674516589663,1115.8621879071466,-15.132322812246294,-511.21474169946765,-1326.7367027631155,-157.33704356072482,20.051726798152433,44.40195668076575,20.353048374531284,383.966092829125,-258.978895081445,525.3782338893142,-2631.3447112462827,-36657.67137402325,44054.877499335365,2553.2478587015125,-1107.3188482175842,43.361332264814564,7.443769549778267,2.9737861328222124,69.7861489511397,-12.28242303663501,-3.4722602895966475,1.6889246059991425,-276.9851896258979,-38.683165779068986,8.779989114889531,-15.647188041537799,-3.6107608034776035,-261.8965048627797,8.14884858042035,1.4324648659702461,77.85276711729966,98.01428089122965,-224.95155662877414,-28.278675408995014,0.029133807906096543,41.79878713799644,224.77540762700323,10.421229624564262,1378230.2762075663,466543.4023331553,911686.8738742769,10.42122962456449,224.77540762700323,99.68052191007155,0.3236344835397347,1807423.5778463483,3.7172403063232196,1370.2782958116295,119.49139861401636,28.095734969308978,-5.390574844561343,1721.5477287014182
2010-02-26,20.040169897945482,11.105955426191176,0.0,-21.821803217547533,0.7458136276913921,-1114.6165090504514,677.8418750893957,521.8542465426492,-322.7886597631244,824.8085427118043,-1100.9567603295072,480.3274686347842,32.55416000796535,-60.07613828778671,236.28714574386436,471.3317331851731,-228.58098014551078,348.3048467721642,-13.00389384863545,14.109923840974645,109.45505895168876,576.7229123785262,2013.4509919123482,18165.140150450094,483.76690943470544,-178.26338909072095,408.8792376230927,293.2114656786538,-5227.381812812496,268.19972061706204,701.7551596783691,756.2997918351857,1038.9373927373485,1444.283326703792,1141.3415035819717,-20.73622639382206,-527.7646809881825,-1371.658883813921,-223.35313587200443,0.39057578038057894,55.63679152534818,38.2824643709115,69.43003715229682,-227.80151506657546,509.6735638451589,-2582.31344108126,-36277.84617644558,43512.37023870281,5243.057165554078,1973.030266541477,103.85669657206972,22.047357961963712,1.7883958718673796,112.35030604952044,11.443041909405565,-7.655672626141694,-1.3923936825178416,519.6442769764417,481.3630624233456,8.108360355860782,1.991428093195843,28.991499033148273,4442.347716593231,4.9716658652478145,7.441680162956004,-632.0651197977168,385.66870225223465,-73.16416792735708,-6.09616790731809,0.061310043757053734,52.231097800040516,28.621885388396095,35.13536913419375,3203249.616127044,1252580.17782709,1950669.4383001626,35.1353691341933,28.621885388396095,142.31068317427344,9.47485135182356,4557936.639739871,2.5416527108997116,523.0154891293787,322.0908037805748,129.1676013249189,455.8649620933429,-1553.8318016823373
2010-03-31,45.588069427853895,33.10476908563847,0.0,21.29379983167138,0.7119534293970714,-1162.6425157468893,-376.25753397924274,670.0674430582569,518.6133576761414,-312.2200368118583,-5028.1429011425735,1095.2037575683617,-1.8603809427472378,0.9337692726960821,-295.96473521814636,234.9015188634576,468.56776599163817,-227.2405434939856,-13.740436846815228,10.669439054320582,15.463989945361927,51.913368286652016,1482.9906063945966,13999.013220556333,-87.32876110337237,-243.0074302994502,-138.08058153339076,-313.6540945599825,-4371.383796408624,50.77714229126055,-464.8579404697042,1321.0888408373403,5557.357378929221,775.0586062236438,2418.0970904675796,142.10674294588773,129.18448391517444,-1336.8866446123834,-187.726336466318,1167.6495179546678,59.86009073356594,6.957988186575054,556.7397848200553,-195.72589230713936,194.31542596452618,-2622.4427776401353,-36981.81345056501,44167.30143957584,-381.65445818426906,2774.5345503792278,-137.22101737233527,-6.540434757255298,0.3293258906954861,-51.08116134296142,-11.54365797776336,5.0755110371976855,-0.1542701718336108,-109.19768070767987,-117.03364982675157,21.971484223780976,16.672096362349652,-244.78851622169842,2286.6475934386326,115.96426744637495,-5.9379444985482905,-219.30537213124626,409.9360271139594,20.854242721221453,-176.9951577978219,0.08677523517122854,161.73772751796878,233.2109781977574,-567.2955608406547,-2495121.7892298996,-619976.4279118925,-1875145.361318022,-567.2955608406546,233.2109781977574,-36.1395008523923,18.45710637775713,8286068.734455466,18.839239602711075,-15489.104696783485,-582.4071982755631,97.39467153529813,923.898171117391,500.1523865966283
2010-04-30,74.84095266275074,6.475665560632917,6.3814382155125395,39.04369919680282,2.3888195661986185,-1080.2937278342597,294.8133347281129,-377.9197956624388,671.330002790792,518.2779040868816,-5055.272120603579,1214.3912007666129,2.3456164846720444,-30.090588483490432,290.75305606102506,-297.21145833484644,235.89101902637114,470.54156285352326,46.44449802497238,-1.2473752475181377,-75.13814373978451,486.87379480469554,1478.2994406128057,0.0,4109.263174071344,-300.1643186572884,347.84456123890277,-742.4614805918333,-24998.039825371136,3500.8117979842573,545.5594713994792,16957.685422772112,6918.2108790796565,395.64532883214997,1192.1476329973707,-1080.1294506496943,4748.952506988897,-4868.514819801304,4065.1630076000706,6653.230461475315,127.75780383669768,272.63121649718016,1236.0968739461607,-37.388893442944585,4752.097299188122,-4420.110295512873,18718.430567349045,40161.582944797534,-1260.3426825213726,-2519.4239910605875,-20.708346251234047,1.963467682491114,0.2740729137498903,36.477942356194035,21.201693638947745,67.2867142603449,2.3176230038994277,2808.799218635927,-1431.812341074493,55.02841073389084,11.233367710408558,172.28562682513896,-1642.2985290567922,2.313561175106315,8.192349070665728,-3618.2797566825393,703.6656189128735,-340.0064088443446,-114.70958011634946,0.004180547357773179,66.24753082841289,41.36458296532487,5443.977860548326,37614.97884556651,-1306.8752374202013,38921.85408294201,5443.977860548326,41.36458296532487,547.8389030881226,34.44399549934394,1909904.1079297066,13.055219875501791,-239.5518370950158,763.7307237507484,108.22938066468441,-6111.545286310036,-551.7650357181483
2010-05-31,-40.28045243983929,8.797373461218946,6.416579618404671,12.705252233580211,0.2515724013707513,-1123.656121445,651.8058092397362,297.7366292689177,-383.100630720477,678.6869063119102,-5020.694778906683,1486.8564647078047,31.82203857769792,-197.21280465412505,537.7989794294239,293.8908083455023,-300.4189084817066,238.43671052782975,45.800135531690046,-0.5293045037675157,25.406668598917182,636.0507621277897,1546.9642566544608,0.0,4270.740434466216,-273.455014078771,358.96616057776936,668.1272031686046,-19060.421590188187,3599.5696400538563,549.5248973190991,17482.00538777254,6948.163677810094,518.5794895980054,-351.86117364994277,-1278.680210541915,4957.047118851207,-4831.6660486486335,4295.443092869278,6947.5261913244985,130.6711945639063,328.3230660746991,1367.1819402247638,-46.44310303747037,4770.261155087134,-4336.995327135242,18708.752131631103,39421.26941996346,-1619.3819930356888,656.2493480099292,0.3401485751035125,1.4861840790983933,0.6895287289413403,93.84696569775406,-61.29019686470974,10.315674251224578,-1.403949154174688,-1633.4925081752544,-50.693560521780455,51.363133576911196,-4.029044759350825,220.29988199979795,11261.969684565134,-95.29230821925262,-8.629557122517667,234.01247822201367,33.72376701995563,18.507748248043754,282.72284047183155,0.17632499124604895,273.66540321390266,-326.9307540418042,252.45885595042637,849886.6011661589,809000.8835240304,40885.71764218807,252.45885595042637,-326.9307540418042,34.93880761732726,-43.9517749269599,5715086.259668052,1.0826875787243466,-3448.632191635479,590.159503916595,14.251818807718337,-57.86246679338001,277.82578671958845
2010-06-30,-74.77722278082456,9.1370897281966,6.479446116830986,-53.24686424381685,4.375726722126244,-1412.598786415769,971.5922668163445,663.2118192891087,296.8604600209149,-375.9496458285088,-4676.6878453973895,1381.7473867325702,18.78136833124328,0.0,177.05776930776202,547.1012081922905,298.97419383915684,-305.61520955009547,-42.528027317590755,-5.707813383194136,56.505068744578836,192.77284894700037,650.0058379275141,1047.7675843055035,4.547710140523452,-77.52810759843025,20.458616479102986,657.2567204908821,0.0,16.78030228738352,-969.7509139810512,558.8092577973601,1767.9731128318303,460.58293966785686,-512.1531966263734,142.32737481005944,121.9605250504267,-103.16907683316464,135.90392011890913,340.5839580493735,82.34174551564155,79.6859565090035,362.4135429332343,12.917306696983923,-341.7854772248547,-4363.829711819604,19102.038820756916,39743.3730227645,5933.466956050729,-53.73572077761855,-39.780824414975314,28.7511179386438,1.8652132086200623,152.0388675713948,-79.11674604742348,10.884889009751362,-2.680522867856453,-236.5144186900825,-219.50464225584983,99.80644680322848,-29.80826580593526,-55.18349480493157,-2700.0119664900685,0.4523051136258118,-21.800745541632068,-84.6092704884777,-120.35620647448013,-102.87603289171602,546.6398942152308,0.21837781895817177,141.6321219434867,-813.9596367904244,-5574.762796248387,-341506.07671540976,-5269.349577903748,-334437.5888749063,-5574.762796248387,-813.9596367904244,181.8182694950665,-111.57101353803685,2379230.038946271,16.94572240926641,360.4504691775219,-5.19593250883554,-74.60859234309419,4891.816716010137,374.2614364925221
