date,excess_log_return,illiq,RF,log_Mkt-RF,log_Mkt-RF^2,coskew,size,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,cashdebt,cashpr,chinv,lgr,quick,pchquick,cfp,agr,chcapx,grnoa,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,currat,dy,pchcurrat,pchdepr,pchsale_pchrect,pchsale_pchxsga,salecash,sue,chnanalyst,disp,turn,baspread,beta,idiovol,mom,chmom,max,r_sq,gammaps,bm,cash,rd_mve,chatoia,depr,ep,gma,lev,sp,acc,stdacc,stdcf,oa,ol,noa,pctacc,egr,operprof,pchgm_pchsale,pchsale_pchinvt,saleinv,pchsaleinv,rd_sale,roaq,roavol,roeq,rsup,salerec,chsaleq,tang,O-score,chfeps,sfe
2010-01-29,-6.311262326652615,0.4977822257602529,1.9554242134660476,5.304281033441997,0.1438838543983269,325.0047578357445,2575.423927050801,-48.94380025062206,-348.2757080214332,86.7263755335999,45.823246404617365,-56.4277180050755,-41.23639906647452,139.35445194794977,-67.58250075512815,102.98018914351431,84.35630289211967,2007.7771840235632,79.36184916428955,12468.344900186896,-98.53312857717319,-182.55390237827447,1710.8887718846797,385.2457686852375,829.1129925160128,-86.78937586728229,3872.4045093996738,-144.36364989230628,-86.7893758672823,829.1129925160128,67.0002532788466,-9.393740859778903,769.2095191886539,-26.018444411193403,-50.52446104113332,3955.1803287149182,8.797277781087125,141.54308181692807,59.583483966357896,203.76451189966198,175.01479166165439,146329.88898303785,-5.1336126237466475,2627.8251371737947,588.5217307580856,-567.2732416752219,-16.91238123764822,-10.111013533037237,-0.4690163995146399,0.0,0.0,-14.04935640348367,0.0,0.8103319670942546,-41.303103806435956,-12.25098638091805,0.0,-66.77304973732625,-0.5108783196180582,-1.37592943936981,-5.430986523405409,-70.09215989440827,-155.23692817313258,-12.071717516911917,0.002521995887749151,0.5412560296962567,-14801.000246170908,-13323.91240947356,-2379.537308549043,0.2902685310461166,-2.7124678335396197,-8.651906449859837,14.397830381181556,-65.28052751972797,8825.323202338535,-65.67974376079371,0.0,-2.6362583593910998,0.13326234474021703,-4.570992490114072,80.1376979697684,-348.8390968077438,-83.19593891230099,-6.194134468523771,-4.237033779272679,70.6365437176189,16.742391945861016
2010-02-26,-0.2907923347908207,1.5755067197716295,0.0,-6.736573714597759,0.23023892343848598,313.49484308857484,2615.514561903306,260.27289885599555,-50.52969228353509,-353.92300168617,89.39589887722123,-237.18870170828677,-24.11114702496242,70.94841205225748,141.5237291645802,-68.63453158070787,104.58324218524102,2047.302104291103,80.02634879868916,12809.422521540619,-101.76807053173698,-187.94397755669635,1742.8598374543003,396.2986809145204,848.4816457637708,-89.5658536944401,3933.170975458234,-148.04406719064164,-89.56585369444011,848.4816457637708,69.20028207366869,-10.00578291608671,799.7584660823536,-26.795554466511103,-50.96102041055551,4023.78859656986,8.894285074031142,144.10126477597635,62.80840502247675,205.301533549947,177.62062769157563,148502.37701651524,-5.290670620155041,1651.928753846374,692.2667039251672,831.9272524467797,-23.577595503496113,9.35805569593191,0.2753063562013587,0.0,0.0,-15.654201339867654,0.0,-0.5538072842600927,40.52782091253721,3.2244334485676234,0.0,1.4235656085222956,1.0763649697407658,-1.1610711322601057,3.805819398750259,66.45978001077583,88.8639764863974,-7.5637880190040505,0.01049729960139828,2.581347784180423,55472.956664673984,9588.322876522434,44293.46210359782,-0.8247233339165447,2.6978926716711555,2.02467435015717,2.2984127123511513,8.110609709459027,15959.805377059616,12.428287128002921,0.0,-0.1093907127836129,1.023716086010971,-0.075836775073995,-36.24499975819754,316.8902080668413,3.600826750142062,19.420324101864935,-97.77073962842132,-9.70623076866832,-6.227575706475136
2010-03-31,17.170442093725914,1.3865394113201064,0.0,6.575463046143225,0.2198491346111209,279.6762931018857,2602.7822356610404,-90.9865883503884,258.65168712153843,-51.39122996437091,-351.3426922538813,119.5844573658452,-17.107818741290867,-88.95646440933076,70.60303514563354,140.83479157769324,-68.30041864541809,2020.442257900538,97.97702996045659,-4037.25852580369,54.547890086881225,-10.047675749688583,1625.9156367151445,-80.67391722175458,666.7824595500921,46.484002133192874,2679.491991582782,103.27795741702073,46.484002133192966,666.7824595500921,38.67227785687324,36.41695449887177,-2318.389012990348,82.01867059152102,34.67928017408685,4040.2314515185244,10.275822232586268,110.73840346110872,94.09698018701876,-312.72189805784257,-17.120174193613963,121756.71151559748,-7.790414957735751,-922.3430154628245,663.8681785126446,184.80873216695545,54.15273162126719,-3.7787790171714164,-0.1990381743773213,-1281.2918494914636,0.0,-17.960410608358757,0.0,0.12390636367770735,158.52297226280916,-10.053211378641976,0.0,-180.0881455594028,0.7121935686140333,-33.066441852588916,-22.26409215550288,505.31221401335097,435.1542842897534,87.40991952199212,0.15287415715144925,15.095312973933488,159069.27360377554,-44473.6805971195,204870.165819556,-39.16291440662047,-80.36981357284421,-48.34688147359027,-101.34939712524661,-736.2127200777306,-167335.78142028442,-842.1169797689377,0.0,3.565992390355314,-0.2692710665721165,-2.299763199310732,1702.484233018914,-2465.895100600217,-364.45827130383736,17.4865006350758,1410.9301958349652,173.47803696625306,6.747542124534959
2010-04-30,17.2442817703465,2.4257013799945244,1.966204944355907,12.029876622496245,0.7360266892212814,303.0070882382192,2602.85848242214,7.674056436857825,-91.11137724059193,258.6089825392952,-48.28844654874881,401.36556363964934,-40.88840263020554,87.02599054394791,-88.95907032933324,70.60510341422699,140.83891723851906,2030.6852360720347,95.49283501578657,-4701.909430644054,55.09667304001649,-29.853618518901605,1595.0925618670285,-201.25092148716865,673.1345883971386,33.9328348923812,2513.2262360352624,109.57757482242953,33.932834892381294,673.1345883971386,37.462085572621746,41.916120861097085,-2584.026171722726,84.89328365299615,35.00021991427184,4003.1421169218297,11.910021734034055,38.27392266129361,89.62527991125697,-384.67890835208885,-104.83639371323554,122741.21881016594,-7.4328179174604685,-635.912936568098,668.9574646713311,-287.74703373709144,-76.37145675937073,-2.7950747828543854,-0.02258972199686582,-258.25342827187455,0.0,-2.097688332278267,0.0,0.3601020135689117,17.87489872565766,-5.424650344407013,0.0,-28.01969929273578,0.5617458236588035,-3.9477683877547207,-1.194268782914321,14.10030490544068,-17.236508184571903,-1.4646670658051733,0.006854609941044587,0.8813551355395646,1171.572114508599,-459.2800169592956,-901.4673450924456,3.165804434651477,-4.198850330243509,-4.152636000329551,-3.4022311531534797,-65.97881640167668,22261.187739576213,-73.54526598576638,0.0,-1.643757710752073,0.44120489440638266,-3.6367980735399215,289.2887823549871,-82.67153902466453,-58.706611844945485,-3.0522275090650055,-96.40375612699427,1461.7929155511963,35.03029842052945
2010-05-31,-17.685439266690366,0.32803557252966387,1.9797829577957484,3.92010125992831,0.07762059890240955,313.3556008954163,2638.4186162228307,232.1822511157106,7.483215480926566,-92.3892158287228,262.69283014854943,372.5221698273903,-102.08914414134536,161.42696885575842,88.21493565517065,-90.17442508836434,71.5697071148804,2630.9004669330575,86.666987756628,6881.273802287451,28.706053389436153,60.55500318339412,1608.2129374082624,-34.15762322953458,279.72945502584173,46.261902573140134,-763.288060227255,3.3308224748093544,46.2619025731401,279.72945502584173,11.899590152300945,-21.886305145971125,188.7571704909443,31.442579069971757,-8.772415583349124,4048.382811572042,10.435336124927371,-42.330140528139594,28.705920604567844,-12.672361250859844,-56.543929681211395,94438.03050066005,-7.632058445998867,-152.4916278738532,534.883191021171,1362.890527316139,35.93499013961751,1.70108971141525,0.09422819960556694,80.07068865379188,0.0,-66.67839827579769,0.0,0.753882064466926,-6.222446835857681,14.439860977252948,0.0,175.59249534329768,4.290434571571929,-10.879944443507533,16.07521232209689,74.90190389510644,63.28053472159263,131.50507364575554,0.031804873598894945,1.520664461193661,175306.41945112403,56577.78146695648,118367.55861872621,70.12576659505196,-27.400956225569654,23.692104149485843,-7.380935080403276,449.00960848703596,3249.1290497784503,409.7261286032611,0.0,-3.2913092175801992,5.873599632889459,-11.949288988132437,175.41087996531834,490.86222404553337,325.3407265608788,26.70813227215831,-87.00913897584451,-6.393641099962849,-1.3903717774690847
2010-06-30,-28.526268890090446,0.6610631310723106,1.993374434036362,-16.38117455757802,1.3461739816862974,262.8782271464994,2673.4217406329667,231.52351940885507,235.68952754316342,6.2140610048429785,-92.68276647899408,244.60394115120653,0.0,52.935519484637595,163.56857301184894,89.38525728214228,-91.37074268579674,2549.012171708101,88.75443420591427,33853.39735840925,27.494207094570598,78.25695142302888,1610.0853624295771,-17.164025258015094,109.54304609351473,57.5340119129598,-1570.0474919019537,-6.445824047817148,57.5340119129598,109.54304609351473,10.286277827606225,-18.855656979098672,3117.4634486922987,22.453517558247192,10.97587601599875,4061.46700533653,2.441605831970764,-43.58718718388656,-94.33244480728851,-78.8611791497596,-1259.3069590717153,116009.5123643395,-11.656633484827035,1926.9343418970043,657.5508193726819,-735.6034857267864,-8.598529257374736,5.25194592956592,0.3795883056379168,200.42142151522467,0.0,-204.4358993465329,0.0,-0.7340487618130083,52.7906984861238,-0.0973947823694914,0.0,8.88290786844341,-0.2957677155641676,-9.966075713675629,34.104430197160525,355.7691135799969,730.5795986626272,48.48933492576232,0.006390074835642134,2.5510385246233227,65185.82464449387,21022.82631617342,43208.39670650475,3.200357204433608,0.3091900775949057,2.7349979915207143,-5.2003718691519865,20.364698425541334,-73006.43991595367,29.217559037614837,0.0,0.6382544897670002,3.5819663657794223,-0.27853228648906025,973.8532033044241,-296.8957019867157,18.459052209437885,14.94121689235908,61.12617953807785,116.32655018443353,19.80269399286118
2010-07-30,27.041679899476307,0.6683382898172952,1.9791692443677082,-11.34172312210464,0.6499428168891962,216.95946679775352,2637.249115088391,-222.92319424669085,228.58866489932652,232.2139483953294,7.247561652261796,-124.65278004900188,-26.31785432424212,-216.72415060828985,52.21927756319947,161.3554150007162,88.17583364660808,2442.9570452483326,59.9887704722702,11162.51351892709,18.436529402798747,1495.6783758024144,1350.5609754398247,-173.67277069850846,107.65632309993026,396.42574427657865,-1803.755321276881,401.44712299989055,396.4257442765786,107.65632309993026,10.157172135223957,-15.997498872201284,3408.3729285448703,22.37072387770275,11.353022494961015,3712.891772741481,2.409605455131693,-132.2528527847752,-92.95198544034886,197.39812809264657,-1155.567429020886,93263.57228294326,-10.967927442126975,1766.3504344639693,597.9359816296227,985.0924783565279,2.5388246993891954,-2.7613245524587455,-0.4374595368254859,-271.1670289410051,0.0,-75.97686757068539,1156.7723334905647,0.663055237147367,-58.27118963913972,0.7044423476652071,0.0,6.559525766244249,-1.045388316013245,5.717379248735348,-20.944455638644456,69.07087448651055,-184.63679058256457,0.5100078022580234,-0.009769000869762734,-1.8728805184846635,818236.8249757215,-1957.9098398529459,822264.1403988004,0.18974298079736585,-7.78960753537347,3.052658552761528,3.27319634290955,69.32548507161074,-16958.946939735906,65.92631082179088,0.0,2.1174657159020605,-0.886608879701015,3.1958388590879103,-49.2164085209447,5609.225965340625,42.54764343036163,-112.60825701064687,967.7008314565564,-10.028796658107467,13.33310140447088
2010-08-31,-15.234981633846997,1.2434947304746722,1.9570265855789866,13.111636526689338,0.8784500613064045,219.54206385041041,2581.446172045815,-349.2077062260727,-216.74751735538135,222.20399775921447,226.88162187249551,2.0465619899960004,18.84784594750422,-147.93099590284953,-212.13837015882334,51.114342365795466,157.94121079020704,587.4607296788554,68.99224645536016,-259.8649586998985,18.34036288980125,1513.5124676189657,1257.383228365797,-318.19381602319964,171.66946715648368,381.0066964201854,-603.4517704432503,426.30503521780463,381.0066964201855,171.66946715648368,-22.43358570638616,12.894888813995312,2396.281336211441,10.267735953262099,50.55339149617273,3560.932103260132,3.548429918647755,-165.84813973499033,-43.69841596081177,416.7502516292236,-1006.8556291834645,116571.08086847771,-10.427739139031885,1573.8543258269017,608.861135336999,-1403.1919100600733,-10.709299135155788,0.2860466863461397,-0.33454967357109666,82.87782094458589,0.0,-53.51756841143197,-12.24275876989168,-0.3481764943791177,154.35689313731973,-24.92128960074541,0.0,60.90612912724025,-2.478042645958169,14.575703421242977,9.75337563868311,409.36280940636425,604.0057800997247,-11.168087631065767,-0.016055613418705206,-5.246999586551084,-27579.619520676322,14895.933919242118,-41984.746527622454,-63.64083202745648,-30.360004431345587,22.030440200482644,3.1967078277171908,123.32373543133826,-3959.827816914767,112.47685563344007,0.0,4.363242959270618,-2.2046433976739763,10.744230349128348,114.78881050956215,680.4735601026696,102.19679431248522,-37.83172670121826,-1274.242864665809,-24.38242558315244,6.114508143334007
2010-09-30,26.783774952557323,0.7409809663729536,1.9764748924101456,-9.659065286413393,0.4720401082020637,225.29944478446407,2631.270048741669,355.3836016663325,-358.3389985206574,-221.33753711622472,227.69661663909147,-434.30988414922166,-5.049722919192657,176.28915589032735,-150.78617676200238,-216.23280223015968,52.1008880931483,844.7379714971863,75.32056885423005,-21667.884924022725,34.69857569025932,1542.7515871671824,1195.7416016234924,-369.5290498012103,283.39576098746875,395.067391838935,-466.21608920371614,442.93975074159937,395.067391838935,283.39576098746875,-26.8933578739208,22.428116623434118,-128.29958035991564,21.750843809774217,73.10181023991846,3558.27219079991,6.376140093865178,-177.93083490908083,-37.3302330488531,488.9584783847589,148.69587775430787,110548.45364444549,12.908984725089622,137.84571956018715,1016.3723191444867,-555.1122001493077,37.006677965175456,4.73865466001962,0.11155992424538397,331.9838318090285,0.0,-15.994581266636885,54.90033835547297,0.7154152926355302,363.3325831041366,3.7051771791568058,0.0,2.851481760248191,-0.4457310278553024,91.75881474618596,11.964076499026248,832.2782316781031,1934.9041627013776,-9.524959469871035,0.0054231119332388555,2.9991305983947143,102722.34643118735,21338.8511355042,76931.6882235175,-23.82044644502342,20.433724735834552,30.47250332980886,20.83513354875995,-142.53061478387735,87711.06735609402,-90.64076088316608,0.0,8.273949177860668,0.21455525556577015,23.8727369867539,267.4541641615724,1044.9538798502472,5.265149788243718,18.549363116421773,-2902.195508275444,310.4764016584064,268.9567370364992
2010-10-29,9.862449758718355,1.0483669681629078,1.9652550478381674,17.90561169378907,1.6313960393152804,178.19624755513973,2600.8758699725536,-203.55888234786622,350.8114664829768,-355.3457421006781,-220.2198736133075,148.1171481451601,12.061521498351595,-127.10523127004113,174.25281449627337,-149.04442394776444,-213.7350660324352,982.3738764959061,75.18778202810304,-22372.85041775348,35.12264613176219,109.81686716156544,1234.2168619861814,-120.9332495614529,279.4398057739848,49.86643546944808,-427.25463238220925,34.167821555046714,49.8664354694481,279.4398057739848,-27.160895399630242,20.080833066208253,-662.0125358454641,21.458197411927085,71.36124854635993,3649.8927748708556,6.243235091728647,-29.700567148278964,-34.87989503181039,283.7595865359951,128.26162652998437,107785.08669655546,13.29652225623476,-139.8697308677301,792.3386663281024,-92.40438938002421,-24.337611982540935,-2.9379062030410523,-0.2143288324376691,302.74474416858914,0.0,-12.591784324412288,-20.186215646649543,0.120931839348835,2.888449468168801,2.7629854766981055,0.0,-15.703417753507637,0.24944289385901897,0.23046312740351027,-1.7666597385660907,3.815608457595772,81.92010368371666,3.3104107683657986,-0.004033587017563622,-1.7570423299493712,-42458.04996618163,-19245.645152757177,-20162.69599447772,0.7817472736647204,10.0629348208978,-1.2866765680240349,-1.6591870275719103,-56.857874979149486,-26119.44505804195,-55.03970590053626,0.0,-5.5995398588931415,-0.8709935460786795,-0.18395187281227265,13.232300927145843,2029.045350821969,-52.96290826273662,-13.537338308270137,89.73311964145796,-29.19305774880536,-5.14757381204106
2010-11-30,17.669104553292748,0.29898478450389676,1.9853803875121558,7.5568463757164555,0.28763217117167517,171.22942951330134,2654.6090788738857,366.3188322955364,-208.9841662032193,358.11613642293764,-362.6725098744131,656.5862127461344,19.087522752270917,241.86376937390273,-129.7311820211461,177.85281824542275,-152.12363094107954,2439.220152592881,83.95420608571115,-70083.0407633777,50.046490951339045,105.25270017819301,1242.5024458040823,-22.894380721463573,297.71408966156946,79.74357115723144,6605.709413491787,34.545875706019444,79.74357115723144,297.71408966156946,0.726110181571122,25.785063856052492,-765.4734840973508,38.91155958423275,27.110690815659318,3755.2989817746256,6.747783527644258,27.03313878396741,-8.510057246097178,186.0606261956713,111.36475043370643,187392.40838553233,13.423236159206922,-518.256105457272,635.4535509467726,488.8607007719788,-0.09170993698521102,6.736944982756711,0.06307159269269391,-97.73361499919474,0.0,36.5544691016932,54.003443695536134,1.7416381337767801,-198.02499644899717,6.127153846862171,0.0,-38.85083129612583,0.6905889100868379,8.160585235739717,6.450778496453779,-503.679610502315,-346.16975177715904,-11.433014093820333,0.010075813570383674,2.4307800168232063,266602.7268395275,61681.39296834264,201291.70874544233,-0.3654419642562914,64.76295063241523,10.386677120937236,8.113504439625798,-103.18062320840951,31178.973375391448,-100.39042123024831,0.0,4.843438400505054,0.995589554091012,13.430386997866428,-70.45330717000684,1279.8561546740602,-54.56522687351023,31.483006843989415,183.556923584164,-37.73554881211919,-0.8251958809280211
2010-12-31,13.352926334107888,0.921196380200316,1.9925850543132138,1.1918588354216517,0.007129068244779621,109.77844197807906,2674.99796822801,144.13800144022238,370.3707198443019,-212.18919635001728,360.8970702188384,535.3375908205727,-14.716873290557194,101.81700609314072,243.7214190262681,-130.72759039519227,179.21882782528274,2787.4158607650706,46.98270067263718,-73037.12064393901,55.102164134636375,323.3896641950675,1033.9680159241682,-137.26169847511176,259.0669779057686,110.45470714281858,8930.590222998802,160.3433440811892,110.45470714281856,259.0669779057686,-0.2944120977092203,-20.55795907847927,2130.1378176215735,35.810117956628275,38.309627207667056,3543.5563353156317,9.237433276056873,-27.551342602479636,-74.46524325161106,45.7053935584458,109.01489676453897,202957.78761276606,-1.96896557368472,651.1606322728635,579.6280924325071,-629.5045008543161,-19.05813976900994,-2.2231864650642024,-0.10052857157301887,-331.6996605493374,0.0,8.399582274932698,5.398174964800319,-0.4357550834921662,-296.00073072342093,-38.9113409941488,0.0,-19.535700300882148,-6.8956812786587705,-14.717837683239253,-3.908411426121347,-595.5146130969779,-1549.82199398394,6.4251573083767965,-0.00046292513932577606,1.7837619980823831,77230.15706635825,4332.33413484972,65590.69581399765,82.64228557661787,-33.742068291705195,-6.675868105704552,104.74417724874735,10.780917529214548,305202.3448111154,37.964805610792894,0.0,-20.850630531990305,1.62230194604237,-29.80704804601355,-850.2179067925799,-598.7454118513306,50.69667479429904,21.58215819707675,3102.6036455788235,-2035.9371356460153,-321.1058201799714
2011-01-31,-3.650534787863359,0.26132179936660094,2.0061728581242324,13.234441474767658,0.8730575754714118,11.166530855164893,2710.4908228472063,237.6744727044776,145.759894669143,375.7187058612629,-215.2630942315891,934.1322093340943,-32.54322370135146,16.212720398292927,103.16795149121127,246.95520424623,-132.46213203437267,2922.873841012776,46.36613689620593,-71599.31351802978,57.14511795560643,319.43567431668816,1069.497168165258,-196.80775475237164,264.00837221981914,108.00190021257916,9946.38549758272,158.13116481120534,108.00190021257917,264.00837221981914,1.4590809768719708,-23.849265058373383,2163.3790450279585,36.29964779645782,39.91105979029405,3665.8066291180353,9.342213745615144,-59.7847979192935,-83.18001382127923,-40.59730695503173,84.62171290150216,205581.01983688105,-2.030590659642464,602.2240591034302,583.1500573181979,-369.38952512628634,5.9376602897450255,2.8225181723265678,-0.28019788924221345,583.6598543155396,0.0,20.938123108527805,-18.2634259742847,-0.7715308239564151,1.8567473243024324,2.5751888333811763,0.0,-10.256182498495512,0.4906936384804155,-2.2164543611708822,2.1615841947775607,0.7236248528342912,91.49340248727094,-1.158733812732251,0.005306890481039717,2.234863130325124,105428.60831138492,9414.53028940619,93891.41094597988,-0.08214878552280958,0.8949953912805313,-3.4021067348261624,2.097037998490066,-40.98744362514333,21736.075433782302,-37.26841669886923,0.0,-0.7684634095840721,0.9758468311199522,-2.7556309780637562,19.678304577316453,-504.87874390287834,-28.07576804489716,18.013795854929867,-55.99744874957378,-34.44642043085605,-7.213999615210838
2011-02-28,22.78083156062439,0.503245985562319,2.0172556049128447,3.97452353447273,0.07830855587959785,-33.89687018095364,2739.3114836904497,179.0473394018294,240.33653159764847,146.9928375019898,378.91672306830503,514.1755376363253,13.40710859673726,180.7085434599935,16.38511032561048,104.26493677327065,249.58108001937794,2959.5731182926374,48.05188999514712,-69935.84916334164,57.845603344083486,307.66265647921523,1081.2190032252013,-199.42420006562298,274.7116715552215,101.17915355832048,9776.016893689583,160.40789039361567,101.17915355832051,274.7116715552215,3.323740751688443,-22.299678438926065,2262.4981356032295,40.461010853951706,18.743273928136972,3705.7286017353827,10.37202077076038,-60.512481357929595,-79.30231034303841,-29.082612986519976,29.40106269014854,192682.94553668072,-1.902878684639274,1671.1423194448516,561.5105217109574,505.9500539089224,24.83983283520263,3.4092710232422405,-0.121729865924177,-74.45694041261106,0.0,-5.41355682085873,9.82649007569944,0.2596962291644249,26.806364743682934,1.6354525892940615,0.0,-3.398652584227861,0.6122976818074406,0.9879749589118774,4.336709431893894,41.61861153177961,71.2059315637216,-7.756861193504278,0.0027249141038095948,2.2109389051063033,48390.49359475728,8991.468550586374,40431.05811160151,-0.6371338323176534,5.648825284504319,4.584372834512919,-102.80771678216543,0.21975009006749247,-69965.34602757893,-51.78216887182555,0.0,0.5698893909065745,0.9299671515064034,2.167785573910443,7.625550129885937,216.19949688573615,-49.468339803597985,13.90075155642262,-58.33170455580603,5.548300478658348,-1.8663939877155542
2011-03-31,3.6759042536641964,1.3794399728939064,2.014649222522144,6.91053426674738,0.2370411847284454,-57.36141645487908,2731.9214120624665,-50.37958721413825,178.20751470517172,239.29539953086527,145.41847942358802,664.1483666217595,-10.959835690588866,53.826029384319725,180.2210307810196,16.340906831535555,103.98365245944602,3487.8867388888516,60.68042934116383,-114.09546295778375,21.785544111644533,13.22047926428403,1096.752949867485,19.143945303679992,228.78921282113757,42.363140487533116,6135.058937788409,88.26191625805018,42.36314048753313,228.78921282113757,17.730511073694398,11.752634215130497,-450.45848296115935,39.408640560740096,-13.539531700659335,3759.5484040248807,10.833818848185835,76.39674198980875,35.10181165191693,-129.36090439381337,-35.479028312809774,126588.77977548957,-2.0770504062766184,-3650.1228877718886,548.4243843963989,921.5075879711035,5.677141847165473,-0.06150124887375341,-0.2373878805377032,433.5737560956072,0.0,3.428251373996261,5.3196986842954175,0.4464952080225128,-460.49130369733666,-11.868910064626405,0.0,-64.04133532114544,6.358857930085129,-61.61214659978458,-12.915617346604108,-857.5824355581872,-944.5111854486395,-6.431964335631932,-0.041772980829339446,-1.329753004339949,141782.7304275334,481.6974496615585,142127.04257191066,10.274861343895264,13.750762896660653,-27.048494720721976,-21.46576630101924,-19.932263776423923,-8206.489464654587,-38.715326461486,0.0,9.87449213777061,-0.3851991683107201,12.452408972395993,78.13330689863596,-379.2541810126131,-189.054286379058,-6.631078893335825,590.7709509653005,162.17528526229535,-0.1978481066858535
2011-04-29,5.514753983217639,1.0603738853948512,2.033066487712211,0.9329720736717428,0.004281399036933968,-114.29286118594726,2779.7506960466217,314.0728555411904,-48.0151828082924,180.89398713755145,245.07802573678563,493.38975926743467,-34.7825780337576,95.34941479289667,54.76839194050269,183.37626168300784,16.626996273916003,3413.353673994798,46.19467892950025,4968.284858109036,22.213411988298848,45.511999555269895,1166.5940186898072,162.01089625144633,252.7463302357791,51.0510609665809,6140.8467052417855,68.49006385564519,51.051060966580884,252.7463302357791,16.979495667150257,8.998489628258854,-743.9009794353467,38.74075880630998,-13.18768986323547,3866.8943760000616,11.971557588848627,149.96569500271522,96.4855692691311,-292.76343796212177,36.60864855935681,124446.16939924839,-2.3311376706016147,-2089.873954327972,708.1715322994293,-660.6104969997996,-33.80343231170214,-10.304664174247819,0.007844215493467033,442.21625925949417,2732.580545194708,50.20609865266823,10.408691945234295,-0.7382129696438791,47.849259376217105,5.8854190842207,0.0,49.55005165950754,1.654443765994536,-34.03950264870906,7.539507356014781,217.55290693700317,472.7404673241108,-16.400643864520646,0.002645319830502646,3.8886842044296372,143865.20928984135,40768.27026552474,101212.64757834561,0.3883195863172011,-22.49925430340633,3.225673562577498,-4.419507883274562,79.70937738435344,18930.75051085069,76.28298982521208,0.0,-9.499437086586806,2.8618516267234213,-21.42888670707432,107.7102847629742,-2892.7088550458648,81.67500925544597,29.694351875388293,-579.433728737913,1641.2368936424632,155.6847935494707
2011-05-31,-12.484152697828435,0.41008370840908626,0.0,5.820515980697126,0.16639374945403482,-154.91393748380318,2787.3262007220806,48.57947901486013,313.70263812930267,-47.99808761999943,181.8136654184681,390.25099568643344,5.931759049378211,12.79101062953221,95.60926541136871,54.917649285703725,183.87600712051176,1683.6354635562195,39.28752811480881,-20505.188146272652,29.128368193569287,70.12073795361711,1132.7358985771912,192.3209067539351,135.2955905421419,34.810555482953504,1519.8455295135295,43.18280725942475,34.8105554829534,135.2955905421419,11.902387513757,8.423867110598385,2094.93334994547,28.9784990275647,-28.57599435120655,3818.799884970959,11.273769022617355,123.2672102243928,49.533093911832864,-229.3872189508103,15.191210978116152,127397.9509694919,-2.3545145146614415,-2262.273751839564,694.353763487605,374.5159134422397,6.762917099853581,-0.28056263101274226,-0.14857314737236393,353.08826074913856,401.48008868897705,-16.982006747729258,5.072454262354313,-0.07203639101894344,-26.012336186752236,-7.307650197995528,0.0,23.9684835876877,-0.8970026897881525,-11.78021911288544,4.0938371238283935,-94.13928883418066,-130.92871828518219,60.21131522471754,-0.008225606155100595,0.31353405249794264,66996.88153400458,64280.1512259664,2861.8771985061467,2.186073032208272,-24.943440587320328,-0.46309583437977153,-9.495798679501632,44.23276011698891,-1465.8212662101723,53.59365690815423,0.0,-4.359336763257922,0.14479804081449288,-22.874373565093965,-31.710025040860955,-280.70815379092164,75.65012051060765,4.088186299328754,-124.18634752421895,11.750044109790565,2.610604268102918
2011-06-30,10.104139412035094,0.7649578566341229,0.0,-2.6074154527063045,0.03332624872880973,-113.83330394383415,2798.3112061940237,78.66343128113508,47.81236112103784,315.6240130710325,-48.65349574539988,278.802304911502,15.8099713470788,79.99660086529457,12.841420704148048,95.98606677155404,55.134082754363895,1539.9587186409524,68.07689533164894,-28498.034550204313,20.54477307021066,96.95938552792587,1154.5717252301697,84.51357841488496,1.6999360861258213,69.94515277251053,164.03291593637545,58.78874099317433,69.94515277251044,1.6999360861258213,10.29800614706651,8.270958090192863,1592.1112771656117,19.348445937063765,12.09856822524514,3813.002942716219,3.381081759708731,-54.54954197386641,-102.27389131867325,-377.07184016335464,-3.8644614250556444,120265.81967950013,0.543330683830841,3443.546398528115,507.75228383098755,1206.0200720108096,2.9591006963619293,-1.157019429171271,-0.06987086500268092,188.55035205918966,-276.772816661713,-20.54082786345043,30.426825980742706,3.4033621535123553,-369.41502173272124,-1.328555216716694,0.0,28.650538160606985,-1.433003696118135,83.0000425848636,6.455948718249886,-767.3668971054049,-1603.189033668942,34.132078726724465,-0.007721652361384779,-0.097941745789484,57180.51684194803,29157.54753532214,24020.404409935698,-26.42221006684039,38.19846787829913,22.52759939956809,23.542444308630714,53.79750534167927,-115130.10445389547,51.65560188061315,0.0,17.796080137070632,0.0327970633954493,41.384208710440404,-98.14465634226269,-1405.7205337489795,6.818430160968447,7.117601957676698,178.15711247861873,1154.4997318137832,222.4441974928596
