date,excess_log_return,RF,log_Mkt-RF,log_Mkt-RF^2,size,rev1,rev2,rev3,rev4,mom1m,chmom,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,bm,cashpr,chatoia,depr,ep,lev,lgr,pchquick,acc,agr,chcapx,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,chinvest,egr,pchcurrat,pchdepr,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,saleinv,pchsaleinv,roaq,roavol,roeq,rsup,salecash,chsaleq,tang,O-score,sue,chfeps,chnanalyst,illiq,turn,baspread,beta,idiovol,coskew,mom,r_sq,gammaps,cash,rd_mve,cashdebt,chinv,gma,quick,sp,stdacc,stdcf,cfp,oa,ol,noa,cfpq,invest,currat,dy,operprof,pchgm_pchsale,rd_sale,salerec,sfe,disp
2011-05-31,-1.3921171860872588,0.0,2.1358009436470593,0.06105711732078012,1122.320025165147,55.99804507080103,-9.2382387378592,-47.534003280035954,66.61636180225814,98.10087404454545,659.584601744729,127.12962146079455,3.537767443229067,5.150314795557587,38.49717809659683,22.112653162867907,74.03788077810847,910.0320028426279,312.3964269654999,10702.334028648602,-9.868933276676028,42.59615986029238,9.776546063209961,604.5516342196532,50.92268385309997,4.662966237615233,-32.41753027379964,35.01869604313569,-18.145604072816298,17.313539557679157,-1.176937692101348,35.01869604313564,1.913319743118569,-7.305718103631749,305.82325407356416,-13.5333618692745,29.1643291629992,-22.4946644026018,-8.410528096417982,-41.83145865500405,-98.62222832669859,-84.53543415883301,51101190.10545965,-11.144901812072808,30.569173424180754,6.766786243130515,51.112625985654624,26.80623346944673,3616.1716620314687,-52.97636046707686,498.7588982656115,-4446.896462614056,0.008069454134957736,-77.02747917867563,1439.4420529759223,-0.012981666111276439,62.226859673779586,-50.53901132180235,0.16896066743319693,-0.2179260296372325,-23.46249749577632,-79.98024073112094,24.09079580187813,0.09911035380561617,-1.179734500639313,0.0,-17.39556633247399,0.0,-6.4046037552004265,-4.345717765720565,-8.822931156405218,-0.004945339379603952,-1.6429323686638924,-42.66439944282287,83020.53825510526,27905.067738507874,55115.47051659762,-42.66439944282287,0.006667144727588781,-117.12804874760059,-8.715596052994677,-7.523323487471586,-17.83624570578251,0.0,-177.02557678942185,0.09392093923321809,-15.171750369433184
2011-06-30,-2.3092399915528157,0.0,-0.9606793723198074,0.012278764274920834,1135.7496820029705,100.08423196937153,56.67211994676811,-9.241891759124117,-48.055384214420215,126.38036305692292,622.8926918304534,124.25359043747842,7.951301663131251,32.468195028833144,5.2119433495887115,38.95783448645835,22.377252686259133,440.23038004191767,322.4078661828444,10309.200887412193,-12.86543391210165,42.8906776552767,9.958530587430987,615.4068930042055,80.90275924059179,-6.8849422027521126,-11.346419364340582,54.627184582838225,-524.10276421163,2.177595891666556,-0.9757890244878225,54.627184582838176,1.9786948121329033,-8.428609874633713,346.9697253840692,-12.586808759797389,42.9981982494874,-34.390269455370365,-23.835144514385373,-42.398779891971294,-126.68850862412901,-79.7526095007112,48416324.12766405,-17.964504456112127,30.515454248833016,6.863015189821853,50.7715270621336,25.938542086715124,3583.936967747187,-60.36328434808342,305.40982883566414,-4493.936191855264,0.009436182252789416,124.88353330805677,720.5953859608255,0.009984193774156897,-101.36497658798834,-11.146981987364804,1.2610367424906883,0.06408753081177476,-10.271035533319889,5.435828398568702,8.779615007890243,0.23628186303631676,11.180588116100466,0.0,-2.0366511711757056,0.0,0.06885250051099945,-972.8986046132152,2.8654475253676424,0.0020019354649958854,0.20957408864708071,-4.355359596575255,25724.00879539037,23458.838046144694,2265.1707492452115,-4.355359596575255,1.314510107577418,32.23728357201753,-1.8817701561854232,0.8319767007850061,-2.5684984769418655,0.0,-10.937140949130708,2.6981448813316202,-27.547607815750652
2011-07-29,-3.6526513873556268,0.0,-1.3252385799404998,0.023397001304702063,1132.7590137972675,-20.867000234521807,99.80333168427643,56.42617009850057,-9.220348141679143,101.09460295545017,671.8161185940362,123.90184223268423,10.553067773179873,-14.478171710008189,32.38269943054422,5.198219204636233,38.85525030016457,440.3097558110362,321.02389858665515,10314.589234810379,-12.87183352625469,42.81271880231107,9.929890503124783,610.7832959633142,80.75909856088249,-6.82805466503365,-11.305427830191334,54.5275400331353,-522.4780375764947,2.2511096000105546,-0.9749847050356333,54.52754003313525,1.9790862575311685,-8.461052331607128,348.1019848839785,-12.366262540026689,42.8975996184645,-34.44953313990878,-23.838508862401966,-42.27366524460273,-126.53716832419758,-79.61399218382407,48220856.91040033,-17.91846063236559,30.480961305380625,6.862364896521177,50.68812781665261,25.857012112436024,3574.5884995541646,-60.19212587696832,304.0186950202459,-4486.782425499074,0.009492942586760061,124.57568415181069,532.5313478207322,-0.001972838756150317,49.68886898519855,5.792279553046534,0.28768789861567257,-0.09862213810434994,-1.0833606083879772,-119.33048702237201,1.024686389186968,0.14114426563798,-0.43279547451277267,0.0,-0.03340727668481236,0.0,-0.15476677307529485,-4.962265039591557,-0.7726213617364124,0.00023049110127661143,-0.03953849700229739,-0.059462987751025764,-11540.260895949788,-3234.916920291027,-8305.34397565783,-0.059462987751025764,-0.007705024970655838,0.6801584292038569,-0.011895010234493686,-0.26490987562527835,0.21554691978041163,0.0,-3.660992950766058,-0.03251406355277808,-4.625551078466863
2011-08-31,-5.25447366408218,0.0,-1.781137609857918,0.04235639398824903,1127.8830532493125,-34.07037890461219,-20.74404489691001,99.37503079699576,56.10224478413415,-12.010969436714579,716.7131693154299,123.38710327188817,-5.5497155034613925,-19.912702261967183,-14.415850427895531,32.243308118767935,5.175843472946877,1024.772778640973,325.3711306814077,17673.2903529938,106.66353720753312,44.56365261280909,12.021100317746498,646.3888460651903,100.01131672122156,-46.035931607128624,-16.48769926300791,73.89937532844041,-329.8629488123633,125.43756304862764,-0.9544450198043684,73.8993753284404,1.5818279417042418,11.65444433250936,662.9253481076681,-3.2434519145157,53.584320838829,-25.229723267301498,30.04321640082242,96.46125790290057,4.897328824261134,42.651102187715466,53362865.9199,89.42116917580053,34.64828050015953,6.381874729893711,58.69869190782036,58.22732922800425,11724.967958607487,185.8824270787011,289.9632082423162,-4601.5160284206095,0.00463365010292068,121.35796008880487,-262.43507579212593,0.0019911647898283834,195.16799258527374,15.098769804551367,12.451172270623957,-0.25373325327621377,-245.8443674547728,102.63708525389461,-18.858067978108238,-0.36871225762898413,-40.850841584963774,0.0,11.509464964945153,0.0,9.201916612229596,-92.26743254901089,44.87417257166604,-0.004411495967577089,-0.4898757743068387,10.705237614943623,101510.59788614139,30901.578817884787,70609.01906825555,10.705237614943623,-0.009992256384483866,-9.467383069484185,2.9922236138340943,12.874766422346767,31.255366469290188,0.0,21.59152082408923,-0.10402665243916864,-5.537962806327947
2011-09-30,-7.50870249886432,0.7466651956449707,-4.61160289052263,0.28482486319060596,1120.7392902913152,-55.773995829004036,-33.964822289516945,-20.820781683475992,98.75266251169657,-186.5738974423365,529.213638250003,103.10994890740777,-3.8789010480097783,-26.651772819216372,-19.78657958958297,-14.324543604906975,32.039086103445904,1316.8674610616117,324.6850464169142,17528.969595912058,127.71037425964913,44.13288179784838,12.007456875031227,649.897381920548,86.37635635464511,-44.859571876770886,-22.980860949728083,61.80211321364844,-300.41781380676844,163.25432612803596,-1.011863937999941,61.80211321364843,1.5465463042804066,13.167109299728136,553.521012270565,-6.049708510228175,42.34762799864403,-24.29234339857192,39.510030902102095,96.1792708648141,42.000893520807864,73.40326238439249,56040379.36916524,130.0810409665403,34.17507398656905,6.332028880044435,57.98934288846753,52.96710526584608,11660.129542384897,226.26031183135436,285.18785258689485,-4567.645180257214,0.0028105586276121145,65.75094354004536,-1063.1493946480787,0.030493501307745235,-159.19778842954645,-15.186942920221483,4.369614621998267,-0.06340275549344376,-38.13507356536893,97.2576936960053,29.28069554437718,-0.1046299666283036,-4.694718554860657,0.0,-0.3257054955397365,0.0,-0.6316143891677939,-3.596332474860219,0.41904005905513486,-0.0008881361574518548,-0.25564770878883536,1.7693767373571596,13396.316690354608,-463.9694898945745,13860.286180249415,1.7693767373571596,-1.4557087339055454,-20.51300222053669,1.2712588788350692,-1.309397366314414,4.671131927834708,0.0,7.489207390489128,4.817038709517879,-1.1618838036758987
2011-10-31,9.861900311540824,0.0,-5.864409249878202,0.46290707428312305,1109.967765471049,-75.0937563930332,-55.3248925396559,-33.620030000646906,-20.570648024487785,-273.6401952960184,261.75961676298294,102.10370650052437,-30.426054327431338,-68.55456214497407,-26.39562026445793,-19.5964090164589,-14.186869144561129,1305.2829163514741,320.99213631559047,17369.5869350954,126.2544454220001,43.72916746680525,11.88453748019316,642.3365260610416,85.12934886152931,-44.082890704560185,-22.754580779301616,61.019775015823065,-297.3812447274713,161.16755973350985,-0.9996077094301867,61.01977501582306,1.5246654599877594,13.01291680150217,546.7395236547475,-6.007813739073005,41.925368677663265,-23.755070494327793,39.40360954015477,95.33605596099332,41.75589780611624,72.78838367381329,55548624.456187524,128.1231859432415,33.90727872102548,6.261195357093907,57.531230450071405,52.18229501967219,11501.516667063559,223.45924190423486,282.61036015512303,-4528.550131895961,0.002755802127730126,62.32478864327187,-1050.9327921299662,-0.008701649295925547,107.49251405676773,19.711911887771706,-1.4279003833173078,-0.06018581783688859,21.123659214933227,81.19600788391111,3.0953294515679772,-0.708657506483553,-1.5441489401354431,0.0,-0.925220705037205,0.0,-0.9745989068870671,-8.649367895662067,-2.9773615316377686,-0.001387612071699157,-0.2113473098253884,-0.3105469764100768,-20950.779713728465,-6558.636120979325,-14392.143592749024,-0.3105469764100768,-0.005755734998291739,-23.605545876477663,-0.06473597174227486,-1.0415417993656177,-0.1358729973874997,0.0,-17.639537048221655,-0.2090887410368385,-0.26530963891377723
2011-11-30,-0.1095698640927889,0.0,7.927197350174702,0.8522387793226396,1093.7784321754925,-107.7208829278253,-73.80966761833483,-54.74462980652102,-33.03270528431822,-96.7130230784086,94.6510672177104,85.72035107949912,-27.236267438546314,-86.33738751483935,-67.55466585066597,-26.010629359949178,-19.31058738556778,828.0120033505943,378.8686341015717,8669.240434311618,11.903203780013976,42.04129166636358,15.684832077568855,786.2270468198022,35.35396914588395,5.553265616211257,-68.61304335876612,14.964514422233828,2569.8680546067176,3.510729998165889,-2.504155716206991,14.9645144222338,-7.551040223165104,6.548403124021652,201.36007255634746,-20.188195301050392,-5.046589849062135,-3.2577877612539474,-26.992919792852476,18.55638776836467,55.13657381617752,41.62627814241375,54757212.157851905,21.282365490254985,33.59881945886109,5.139584165034287,58.17401833617806,65.15353523171423,6263.744065408574,39.838753258619654,281.84096550571525,-4401.9138859684845,0.01389995181324068,66.55194959928492,-703.5347839893305,-0.009303982747803266,212.2016694235947,18.5285890666768,-7.2037119415722515,-0.1673183828421081,87.97038376540593,68.9503034021464,4.11495342893636,-0.45680034300810934,9.726420823833365,0.0,1.0543298396476075,0.0,-0.3574113186029422,-8.140784977158091,59.142540644359656,-0.0014346931808152386,-5.3042939806985245,32.170675069440954,-42111.77149427449,-6358.170404340723,-35753.601089933654,32.170675069440954,-0.014036744891636976,-59.82277279227401,4.730252419881235,0.38582585784725154,-17.61213186730742,0.0,40.20214684902021,-0.5136829477832574,-5.50230377740629
2011-12-30,0.9988456390828846,0.0,-0.20868174188343896,0.0005851284399095826,1113.5145765109235,143.21006323364983,-110.09386632693952,-75.43820465030448,-55.42397771989243,-44.840301560078224,350.8588450827234,113.24018002524261,66.12299780718679,119.7119563855342,-87.89525983286245,-68.77362263070479,-26.479965306062432,551.8502518222239,402.14350086357433,8208.113782423407,3.5602927587946303,42.542701840974516,16.964515081346704,811.1108719865733,13.021090077743569,20.536868474791493,-77.19556326882076,11.873333015897868,3102.8544940845077,5.178699326461739,-2.6294012484790263,11.873333015897865,-7.728432792998252,7.977104508017478,231.69935849304957,-21.510418082784316,1.9983971151957203,11.573394799775654,-29.495520242436132,19.170553515785254,51.86441296780703,37.881059966242304,56209415.51085362,4.343428951443336,34.992575075423396,5.253931071393714,60.38621558244952,62.78114755242751,6339.763497287357,23.51398246722859,287.08048691710724,-4497.602808438187,0.015555713831112561,-1.9047246562528874,-5.354490226193093,0.01918570132101053,-329.4371114284561,-43.38126291534506,-1.5739723408559172,0.018673545664308122,123.32841229825114,93.42124752912298,55.67878978654653,0.06734552495089385,6.495559024188623,0.0,7.452434511163261,0.0,2.525821691219619,55.46975521129946,15.943370724972397,0.003301051080978293,0.46865266417167994,5.910336693606247,36143.65056228684,-7764.614059750573,43908.264622037765,5.910336693606247,-0.640169870497546,91.4639959984479,0.5852013319771334,3.194354637027203,-3.4294682144062842,0.0,49.362129845625304,-1.604067595860414,-2.2217125474668293
2012-01-31,2.882111707268527,0.0,0.5486312441581555,0.0040449233806183985,1113.058560628026,-1.9817403646654714,143.44670656076983,-110.20639972564062,-75.43184452399001,44.25284261020465,243.9385637722459,111.62274986735389,-12.672604733412832,-3.1209353210787083,119.66293093527418,-87.85926422457794,-68.74545787659598,549.3082037266577,403.7203612306152,8159.7727584254335,3.557054856718458,42.4495085364988,16.98812174608458,821.0765460607395,13.107415441657249,20.413455340123146,-77.01529666385076,11.862981312660619,3098.6898584522564,5.0806471432133335,-2.623115050904925,11.862981312660617,-7.708565735400292,8.023638457873181,232.7570037405568,-21.977087384822376,1.798603471642803,11.46962298877263,-29.27267738742018,19.408697627529616,51.927199341584824,37.92078719584678,55866908.0020401,4.317966433198941,34.88697021170432,5.237694257898136,60.274954326231125,62.489784739345815,6316.877552825516,23.726664060728556,285.3200813013877,-4478.670129699995,0.015725169631590364,-2.0870304093933836,-720.6467297589306,-0.013369385948413331,-273.22032040524925,-13.569043578597523,3.939359568814993,-0.1051003319605881,57.169020684794134,-1.4181795615121473,1.2077758467889907,1.1019262950682696,-0.8309864685961372,0.0,-0.3452198998742517,0.0,-0.2870551647505124,-5.9971349951306365,-0.6562942424931748,-0.00013845792998239126,0.02160585350483224,0.2677869454760611,14412.964567106217,1570.8704911837121,12842.094075921923,0.2677869454760611,-0.0018837856906550043,-9.514967642430292,0.07925985863624341,0.05669479246213882,-0.06635035021325741,0.0,-4.490098705001174,-0.006481634978438677,0.1040096971707527
2012-02-29,-0.6007564643212012,0.0,3.6690087288826825,0.18075826937964345,1114.5662127312908,13.343855916937153,-1.9471514005610917,143.5881527194281,-110.34598011680453,197.08334492284382,197.52566597595768,106.84651554743407,5.8442168615458865,8.217422870332186,-3.1251626680193074,119.82501591075436,-87.9782707253902,1189.9278611490988,344.81544448872586,9366.284408848556,-8.924919738675804,41.73143027392618,15.062788467756649,629.9533832567914,-16.508458305270896,24.683017633955068,-105.48984353012781,-2.1875948231513154,2075.5138107425937,16.565523467582466,-3.2979564539014325,-2.1875948231512994,-6.876259835964573,2.0193252289058594,-1323.426591495895,-9.118069818892218,2.713150380428214,19.44041560783255,-3.69701277420731,-18.001763866818656,21.324277388956844,14.626833448510139,55943887.34316509,17.586386005748466,34.20597918971223,5.031524254848247,59.569511617061565,57.026005753387324,5731.803601108391,3.8253760851409933,390.4559199394296,-4469.834675610897,0.023877096581078644,-10.533546756320593,-496.2403974342526,-0.01863694699262852,327.99048590949656,15.98145118373894,-8.885063585965597,-0.42351259893847537,-183.49662190585926,-125.30380220858007,-13.45838915863169,0.034558243517650356,4.648049694929057,0.0,0.1761969419115843,0.0,-2.1726014606471153,10.422534525283254,-31.99196829693159,-0.006234601181258959,-0.2253805444662973,11.03536628951808,-7972.58536107745,-1597.0067919609137,-6375.5785691165365,11.03536628951808,-0.002434240082155037,8.623470490220825,0.7059670751324258,-1.3984552417839353,7.23421295448742,0.0,16.178024721758447,-0.22605339485387077,20.172824740293734
2012-03-30,1.1020467483051755,0.0,3.2296079290067885,0.1396839081626382,1120.3464049854601,42.64624808945416,13.277834590387819,-2.2248466023744413,144.56984647781024,43.530352495163214,227.5116191131712,112.546561221945,7.631828198609413,55.19525633087037,8.260038807798953,-3.141369907069231,120.44643402024985,1135.9103158675007,335.90875376264296,10373.927416247363,-15.284238789355005,41.75013950972394,14.32159934632414,611.6999566902074,-112.82856264930082,-14.683236536859532,-130.71175371146666,-17.210186339902556,1629.34801282273,1.162130442907693,-4.242184098380876,-17.21018633990258,-0.5400342070217344,-1.5149662558772494,-1273.7068253312393,-13.219377354433343,16.8813921364546,-10.045259920673526,-14.264426509764927,-17.164377577829743,17.61640162462326,-24.188712964609742,53839947.349723026,6.021692271496811,34.070543803834376,5.242680047892898,58.86746324229477,56.211545629899746,5914.687498070674,-4.4370026414358,494.0369984822115,-4717.181533198796,0.011713755762104048,-78.07552874166768,-1002.2528423071831,-0.005688309158620321,14.341442549394287,23.46669513501576,3.3233783093800326,-0.5345177594903245,-10.28829610588426,102.04236014879888,-29.661293627796567,0.07366445094163221,-6.217867090636503,0.0,34.716446262277074,0.0,3.5379050945126664,842.3605961431745,-6.680811375645533,-0.002926152754173114,0.4831573705419512,5.011850834342496,-10909.172723254655,-14229.951605151407,3320.7788818969857,5.011850834342496,1.0856818337335912,-111.97822933095858,1.6551975478231604,1.2675939799623563,-2.1590507209816057,0.0,36.87262564148955,-1.8020386555247807,6.830002339930374
2012-04-30,-4.549442762098451,0.0,2.285839936929846,0.0700065763138932,1119.1503864288095,-10.011021105155535,42.58463758191725,13.415581850356704,-2.1763221394502423,62.217575464764224,85.72455572260412,112.47885706208218,-2.4995429960705997,48.40442036138619,55.13633299205566,8.251220856807349,-3.1380163579477807,1133.84306372007,336.02257025573203,10338.342582423948,-15.199169216851857,41.672700886094034,14.31187028842887,612.9117446214542,-112.30895719475085,-14.472203973384268,-130.3660728343227,-17.071535961640464,1629.4697324046429,1.2173045901933985,-4.233462768419034,-17.071535961640492,-0.535095247053782,-1.516074807447314,-1276.6045030789112,-13.208177209436405,16.87497148776755,-9.857049762873313,-14.13190568849086,-17.153881728553493,17.615856620539994,-24.14012900519923,53835057.31166068,6.0620488282595595,33.975826169999294,5.227389449903898,58.73695079726478,56.4879514828165,5923.4644987796,-4.389659476234671,493.780752394605,-4706.953633513159,0.011767401262157057,-81.07062693551653,-540.6717391227808,0.005777409726740724,-109.93607995851619,-13.35442280267381,-1.468230739700573,0.07156469395925802,33.79447649948716,313.14890751102894,-71.50767887418704,-0.3330110880503834,-0.6072917719291411,0.0,-0.5160972475920289,0.0,-0.25507567000160236,-3.836715119014798,0.3291291166270298,-0.00031444412935964505,-0.03229754689876785,-0.019093252143775885,-211.53617212362587,-799.1277528344654,587.5915807113051,-0.019093252143775885,-0.0038024357026515965,-6.2542419109977345,-0.027285313177953796,-0.18491893966447037,0.008466032058244588,0.0,-2.6950526301006903,-0.5327093085451384,-4.2052648404629664
2012-05-31,-3.412123404236163,0.0,-0.6378064864239987,0.005444527296276652,1121.4900913111696,16.75047202640516,-10.168279745735378,43.044941839906485,13.241476125727743,-22.20850608449056,-90.00154515964083,110.20816277811686,-9.856054067943452,34.34697259166276,48.505615035507454,55.25160145736763,8.268470926108318,778.8678323751451,342.1291682026231,11488.72881959501,-25.788686034023712,39.19838553448953,12.60716974032428,629.4010054626792,0.24819330086653224,21.444611969982,-35.44000825701864,14.19276268678545,-141.67049147218432,38.64428539995872,-0.8672206355049534,14.192762686785432,3.196577658143959,-10.47796967383156,329.4509713150373,20.76989356923944,33.371214950036034,9.228030298687973,-66.10803688423562,-69.68305773672033,-75.47373748395611,-143.70736211382302,53712165.346065715,-22.83715460484333,31.4972641865898,4.307524154772104,53.348517115199215,41.53488917112096,5930.818548941278,-92.52021234156365,497.88367793479904,-4633.246043630484,0.023107780135594704,22.378378355664278,-2279.636500853633,-0.00887025607168105,393.9693314980875,-13.945120604215383,2.817748522353895,-0.00014145681412802702,48.115382695286144,-41.93537871818796,23.824744058951296,0.1986211164858951,-6.255609081032333,0.0,-22.127008847821543,0.0,-4.558012684449551,19.872567786604577,-25.528418392397384,0.006608088249821745,-2.1002120022494903,-58.12570636463979,22613.575315506663,-7855.17615504167,30468.751470547635,-58.12570636463979,0.011182487725906798,-30.59610545264104,-8.612133951971586,-15.412913480632582,-4.856970313448002,0.0,-123.10771637205698,1.7885203185948768,-9.06028755139485
2012-06-29,1.1738991602719282,0.7443197107084953,-4.755617401644457,0.30384653994042665,1112.5920871882843,-70.52908635025989,16.14949951791823,-9.875474542559271,42.41143820773249,-114.3455599367331,-143.24627387109211,95.62015217389936,0.3982972349982048,-9.497454349015616,34.074460595259886,48.12076708552294,54.813230239135194,926.3505582114317,336.20706246799,11431.152817216662,-23.937147940090696,38.93166835027362,11.782460584957759,630.7652667442529,30.707867719086313,5.30269814611829,-8.463778997404855,27.416633292615806,-591.5079388288821,17.93829004879432,-0.5858771027104048,27.416633292615785,3.4817604138037765,-10.950442064297151,268.155232824553,21.517281710275498,38.603100880471786,-6.781501990466659,-54.00698726208093,-69.96623249546714,-90.02436967381077,-132.22802537832678,50588022.35546223,-21.29229428948758,29.74134319887053,4.295321513077658,50.47554916300851,42.41159216528283,5844.2530641144,-91.25852678495474,289.70059819720154,-4558.869393367579,0.02265248795900989,93.006189253994,-1088.0213502051865,0.013025174685198544,-349.1178263099807,-12.16517573584624,1.1546963798565741,0.10466591781393175,24.000053256304163,-231.01313801734386,-49.05866865509171,-0.026549725483146602,3.239556857676945,0.0,-7.383481335326437,0.0,-4.3927635740135855,-793.1153934448946,-9.648026543617277,-0.00047131820710495653,-0.07104483132432726,-9.897749890044091,-4203.383154284209,5638.141984229791,-9841.525138514116,-9.897749890044091,0.5005391171212719,-19.076992554423214,-3.1718227693125476,-5.111224655030824,4.448971064372367,0.0,-42.70383033126268,1.797254683732021,1.6757324977351828
2012-07-31,-3.96283400523495,0.0,2.831064639444885,0.10804039415839567,1105.3119575498408,-49.54580512206365,-70.30210705195657,16.169254983779847,-9.814861583071703,-86.69116372334605,-151.85119871095952,93.88672853510577,39.91504637400382,-70.6207386952883,-9.435308752536708,33.85149793594381,47.80589389280658,922.9733965704656,333.255238254381,11395.694523398557,-23.78456430543674,38.74793657656927,11.69339246924247,622.408830486139,30.536408563259943,5.284012321665758,-8.40660899942534,27.268354685836385,-587.5139641869278,17.84223910868847,-0.5820364467451277,27.268354685836364,3.4506442814787386,-10.864149841736717,265.11882284040513,21.19745208457372,38.28991190487641,-6.692338866195698,-53.5844994169615,-68.98750339373699,-89.33167949338933,-131.24967449396493,50387202.24209379,-21.20656664164191,29.59307649600684,4.266966081612048,50.19999156127696,42.38548784274755,5827.346744028178,-90.19407003537891,288.573282775973,-4538.1721935527585,0.02231460905812403,89.81602794508575,69.39668471645214,-0.004074765757493284,-82.71341065655912,8.26669982558586,-2.1867566931383493,0.013059855876166981,19.517104547368078,83.41110149195333,73.96751579759763,0.20070196454220723,-1.2183294939442817,0.0,-0.7471384258165159,0.0,-0.4871936782530639,-4.141305013069314,-1.086921660735186,-0.0009237207944157444,-0.11178850264657392,-0.10590737395099126,-22749.702683794778,-5865.323237548233,-16884.37944624666,-0.10590737395099126,-0.0105738121338943,-12.31743873154528,-0.033191808919808885,-0.6639925504751005,0.04260351272377072,0.0,-9.348286247706938,-0.16982793428341303,-3.3770551620238365
2012-08-31,1.5117831515468745,0.0,0.5841921644632488,0.004596983827321222,1106.894938660478,17.027248709993327,-49.58957169718732,-70.36970783634428,16.202392816799,-164.40063701184312,-9.794087395990175,95.32331333961292,-4.795413208207207,42.241835032162086,-70.72187873508457,-9.44882160329913,33.89997862181114,1256.0684156046173,356.40448043384924,11943.4532597752,55.57244090749948,39.89369654482825,13.126102041055617,665.9353652336931,16.208729594123668,13.744333406340825,-15.590019949667292,37.08171266715363,-527.0489904282293,33.670396053638875,-0.6779851747376466,37.08171266715364,-0.05288590992512254,-0.7540374268883645,110.67880294011918,-22.130987660286525,33.97874297939371,63.67381595658235,36.389434389357774,110.1936930145333,61.88776950716127,101.82338463205762,51238386.32900361,-4.930072384985413,32.71921625116396,4.137681920320967,53.781700024908695,13.673717967990852,7056.827552054272,105.26362062954786,289.2392900279139,-4706.197219794879,0.021181485036484343,66.20001103283036,3547.014037822362,-0.004478873778206001,280.6101850558703,28.982152856558685,-0.7487460123985983,-0.06108028094171525,8.882039779048114,-36.19446996043558,6.333535109747345,0.030415415418958425,-8.169186873536717,0.0,23.674833784620006,0.0,2.916037197537264,17.9792633575978,38.955793192011015,0.004178182100301617,-1.0245484935181537,13.072933216574805,61443.898892565165,25304.36839346832,36139.530499097425,13.072933216574805,0.0009566414596875461,222.88075082034675,3.8820072409583295,10.190779828319066,48.61612261758426,0.0,77.62568693137018,-0.30040385654267254,5.472450536369138
2012-09-28,-0.5173965929844904,0.7399192925035064,1.8629545278573723,0.046905109895452504,1099.271797515868,-59.568564120386085,16.853054153422562,-49.785948236358564,-69.4364891469519,-68.62465439394438,-221.8808508045205,96.98487475318201,10.044831774155302,8.650124021525713,41.95091720481419,-70.23481998652622,-9.38374794705913,1191.1345769327204,365.2028315568558,11526.292569991292,70.2888718470324,39.56907092047811,13.682156015834334,676.7998774329537,15.291245662855292,-5.823473084382536,-22.728556921651755,24.251797102643874,-507.52153250028346,52.85877715672627,-0.7566456103297292,24.251797102643877,-2.4535296336279107,3.2921324096226368,118.51695530754324,-25.010389827021438,15.89320378638454,44.519504499907015,35.87803150198508,110.45524632187318,81.56835857173499,159.74213043064992,52775682.23942206,26.668481603718256,32.72571181715676,4.074083731994032,53.72738954410055,12.43502129647483,6967.50824549479,137.1237279255915,283.9013028116502,-4669.793420072823,0.022130047306740026,27.924209023032063,2517.7766032057416,0.00630846357934111,-402.65765378374425,-11.577691174026178,0.7894254731633765,0.23985323842615136,41.69310178540428,-21.55232676342962,-19.605803546054858,0.07802860514875176,-6.685711085434434,0.0,0.37681442080452143,0.0,-0.8137148321343801,-63.27694818613679,6.5550709947276005,-0.0008760256436133596,0.04639475754859035,3.6486326793509853,13826.250450869557,6226.554586727056,7599.695864142384,3.6486326793509853,-1.9569632277184805,-63.24378144892944,1.8337002627335162,-0.5789979256061173,-0.9934883806455943,0.0,-12.117726019221436,1.4776812207904477,1.1842233683839538
2012-10-31,2.1088433799173347,0.7407902316396062,1.9950472893977658,0.05372929497360612,1102.0457358825574,24.061567552065824,-59.969280924674976,16.878757372667565,-49.79670299981281,-24.51001120953147,-392.47022303766704,102.54234187731244,-17.693356304855605,27.747095046296437,8.671952027078259,42.0567775198111,-70.41205282582806,1195.4010601548323,365.45303181716804,11596.754799708873,70.69458183416121,39.730618679853755,13.71392696925877,675.5514865858454,15.474979698774394,-5.864996183667538,-22.769752180523398,24.3460951342658,-509.1905585271648,53.11547543392518,-0.7572201362171915,24.346095134265806,-2.468303510073948,3.3202758612777643,118.27095216955038,-24.98848481528028,15.941573243160994,44.47472455047558,35.93490620206051,110.62277364292687,81.45267485577295,160.12412746367508,52939337.055993244,26.746331062563137,32.86939403637042,4.08465152780232,53.95633210212841,12.485251621464858,6997.817219909626,137.3691047054901,284.7712152080867,-4688.122605195282,0.022056890049175045,25.618595483311253,2681.3645726696045,-0.006355918006046544,259.20059720496005,-2.1611945489987505,-0.48801787827940757,-0.009563655371057855,17.380927632787404,-89.26359938990424,1.5366308004601024,-0.09511202469086655,0.653344159250679,0.0,0.40793318784281496,0.0,0.4801011524348553,3.0350981629741227,0.8952497402429458,0.00013112831328192243,0.003263753378192291,0.020795448058297694,2282.408834870439,2212.304615640547,70.10421923035756,0.020795448058297694,-0.00019169466933691842,7.345358518240118,0.0202634225248417,0.3482091339957947,-0.08341072847828457,0.0,5.9845645644552405,-0.05046296662141536,-5.259793303925967
