date,excess_log_return,illiq,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,gammaps,chinv,depr,ep,lgr,pchquick,agr,chcapx,grnoa,pctacc,chatq,ibq_adj,chtx,invest,chinvest,egr,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,saleinv,pchsaleinv,roeq,salecash,salerec,sue,chfeps,sfe,chnanalyst,disp,turn,RF,baspread,beta,idiovol,size,mom,mom1m,chmom,max,r_sq,aeavol,bm,cash,rd_mve,cashdebt,cashpr,chatoia,gma,lev,quick,sp,acc,stdacc,stdcf,cfp,oa,ol,noa,cfpq,chcshoq,currat,dy,operprof,rd_sale,roaq,roavol,rsup,chsaleq,tang,O-score
2011-11-30,-3.8061581458804143,4.805800310469499,61.856027277981525,6.650030629043579,-409.3014198080868,-445.485454488752,-302.25535285424166,-167.70027639604,35.74127572238194,-55.525526120508715,-655.2319656925233,-512.6860769261233,-197.3999479830204,-146.55196891553024,-1.652688250865638,17.71014846050828,294.571411200251,135.25528713616967,1468.1847614378967,-4.616435168119244,1036.5801823501993,43365.439003149404,131.2379850327674,11.801605273608011,1036.5801823501993,137.188665502749,0.0,96.13633964003886,-254.74800343171754,126.52504060131092,-89.860830696144,0.006002416688282608,121.39171934090159,468.3110842687212,-1054.3422477548356,534.5914086545412,33054.51566163663,736.8126258877974,295.16402995748564,136846.1140029987,26651.91373750579,-0.7758616424509572,397.7342103430102,389.2822545242793,3895.4537528652677,987.3079054220643,-510.10832872875835,0.0,145.79608652791023,13.933634652104956,-0.7176212441135945,-73.70049792079953,272.33500728463696,534.2328962593792,-40.010411290535785,-39.750142959829304,74.68000763401096,-1257.463170326475,63.30460214541745,-31.403970688600907,-4.664748570582516,-15.316799476432948,-4380.326723774953,-8.916913317683154,1.1936461560964062,196.73956127481506,-72.94707750765156,50.35570198325604,1.8119266503782683,-0.18310835636174172,-3.952433841240577,38.72473393823802,-1013641.1304858625,259647.37655225396,-1273288.5070381165,38.72473393823802,-30.881382376102977,-135.28339998094816,5.917726823780157,-3.832162774517087,-25.408166026332243,-0.3084818911973457,-1.8601539619567404,-10.18684668103299,-109.82335531238141,-36.74554917485557,60.83836269960375
2011-12-30,6.272721359404673,7.950499693938095,-1.6212401390548574,0.004545839538821902,-358.9464197503611,568.7904872141845,-460.43137476477807,-308.3632159549247,-168.497376270489,215.85735318211684,900.7873626599591,-661.3787100778129,-517.4955954321856,-199.2517609064614,-2.4127186880035634,11.677661770500524,296.73587094878087,149.63867975680225,1286.1150034251282,721.2162506717331,907.7788605301782,51486.4433841201,84.09660835688513,-68.67586539169731,907.7788605301783,57.79778334442343,0.0,41.094644862692704,-368.46938095243405,-144.67385687763635,320.03033597875464,-136.18582787033597,151.0097296684406,502.40243101645285,-1116.6931928410565,503.7830976159218,75929.77848321397,4472.22774064663,114.7642378261972,141529.30086914255,27582.456858959828,1.6634532620665259,-169.59421862754706,95.95470970119497,3299.203168726034,1157.4904215339818,-2341.915499946836,0.0,-58.39633750995279,-10.819828729788469,-0.28659551704161856,77.87097374900077,1644.4974210251607,145.36950466513338,1235.2270523009138,71.4590217771796,-381.07061118219053,-1848.2350025858304,362.247228293445,-13.7394445442618,-3.08509117417319,-9.323993308955664,16484.060309610708,-28.221722240184775,22.08527922059011,394.7758299554189,592.8882790088592,377.3422504585624,-57.868389805046206,-0.5500509210908238,3.850787531869628,118.40203165227777,-942414.9041286856,169505.13219615817,-1111920.0363249034,118.40203165227777,-147.76586160599115,905.3736989882818,2.3363193117583165,32.04682918428455,-3.679914631700271,-3.0410748124336067,1.0006775106574537,29.368531743231188,-180.19145053274616,58.60734711330133,174.01039123994633
2012-01-31,8.646057559631867,2.7683438556711035,4.257529937211966,0.031389722277185894,-57.19152967556403,-6.239927371393113,567.2254265903688,-453.6013597768692,-307.798151440464,10.28264333868554,-23.45558785144577,899.3343662577704,-660.3118868450919,-516.6608598780687,-2.334951245370845,7.410122877541218,318.9766948707633,89.03214451122494,29.45576545342031,746.2219839015665,-28.567970143140023,14135.804582300065,35.76599876424647,-69.68483460970093,-28.56797014313999,-12.047674915489463,-394403.9562139641,37.56005048777027,-170.0993318917521,-244.0531677401915,403.45225800194396,508.7093764155458,104.68794026576136,521.1563231284013,-283.8068444145712,416.1084083898716,75085.4401773461,4405.3691015041995,42.33013308124524,142462.01984712246,27641.165091019448,1.265204237260549,-262.6590523137211,95.80785896079415,1582.4580208112184,1133.3180425427186,-1164.8510196665961,0.0,-95.40147011595428,17.358935767067408,-0.9935384731604273,-13.515213703834888,505.14586736639467,431.9333088936221,-26.58406637491362,3.7206532355734225,-206.8032924909453,-432.0741448932158,6.994780584478576,-3.7616666434694253,2.839526529451849,21.799637974620282,1205.2742410979117,-8.950488488898827,9.566949940063978,770.287636916737,0.44300389450108923,10.634375642603118,-9.992470890707267,-0.09884105488290462,-3.2988325041412736,59.08473985319051,-125882.0875633657,-28387.563872933388,-97494.5236903727,59.08473985319051,-2.9649757328496307,22.479132256621597,5.573973529030027,-25.25632055200765,-0.26808167546342077,-3.064662839048765,-1.8878092602742242,8.583084996343473,-64.3993991150075,-8.725060501004464,-73.60183266692911
2012-02-29,4.4774720308885945,12.579363445053508,28.465439610114338,1.4023852166255086,-562.060014884176,113.83559296265311,-5.837664520275567,567.0280740892124,-454.3220329857603,12.106958044947042,61.76057562720542,-23.488123752565638,900.5818580793174,-661.2278239085637,-3.8456277528239715,7.987526081778617,321.74869200935615,76.53311716659306,62.99434916335473,520.8285468668182,-1.988808888432902,13779.451668513066,-15.467900912637875,-110.49323570245372,-1.9888088884328425,-52.5211783043427,-385025.1764577689,15.565711175326062,-149.01042513714916,-245.47577353432305,205.61433356068537,594.8389931435761,104.96154341497947,642.1555439335945,85.16372421029331,321.780434635114,75687.0824715996,4567.614685845672,22.5775356863867,130579.35163940987,28671.268606226113,0.21159211637279896,-283.07959225852386,96.60271059435466,-938.8902118192372,1728.7470450376911,1351.3750135808782,0.0,14.776172880920683,-23.85627468325265,-2.353282189630079,11.603689132747604,-534.0961381755851,525.7079054147604,-606.6578832736545,-43.22574068806057,21.294542714918407,571.0652528094452,-71.21361108504789,3.528196136344036,2.4328523260830774,-17.46919759248817,130.16402174715768,84.05091643400607,-0.8541981436000015,-135.273117521132,11.84135785032413,25.423414395233976,-31.074806514011726,-0.13169056077890318,-26.893300591088803,19.637341955264787,493113.06872940063,284403.9609073326,208709.10782200098,19.637341955264787,26.987003226818278,-129.6794870013091,5.370675809370084,-19.433941742940192,13.091677277156062,-10.497748839215689,-20.057734451050777,-34.12067575067158,141.39725097034307,-10.094346573599978,-48921.58049900757
2012-03-30,22.42476709158315,16.346021451557835,25.029170466433552,1.082537702926531,-484.22592352602953,78.10631616839635,110.68105535640531,-8.674733540151564,569.3163186881806,-57.96737584177694,413.5191920848882,61.88366177548621,-23.534934564376982,902.3766786585758,-4.6009982321523,3.7871387496412647,353.89226563366793,120.70669500339953,268.0484231943148,-229.0800943176533,122.88002041732838,8501.302621669964,-47.87718887361746,-2.2868666385160443,122.88002041732841,-35.53341847142018,5006.6363251153625,38.522224248242786,195.7487651312703,-246.93540518421315,-242.21463729347178,380.59990849409786,14.741694448573934,689.1738788843807,684.3425124068431,55.946058014665844,76164.05623045763,4618.72441545498,22.799197038959672,142047.1770476685,29210.178195967957,2.1810915870141603,-472.31909091579706,92.38866500419493,-5380.423487053827,1816.1345644996038,32.01054377940818,0.0,-16.024936769419696,-16.891855373593046,-0.4338400847707433,16.694730731735035,-168.97669891713485,-490.550299651818,-115.42993969674535,43.76868589295418,11.593465923207987,1822.1609233762974,-138.59231710586482,14.598588687481879,15.398563101402445,5.084449728160735,35476.9707055724,-37.44770038403874,15.153888667341107,1646.1716718012558,-183.3680412827198,136.6119771324261,-183.75427884618324,0.05327279572322752,-11.549582042609359,108.01662206226473,-1701159.2548470944,1043636.9050387293,-2744796.159885764,108.01662206226473,29.284512254669583,-293.50601835713496,18.088833495367197,6.914140122237768,57.778959978501135,-2.985441661778424,-2.5830564603296438,-211.85189329946292,-56.516048824886184,11.738322649940073,1134.6308244486572
2012-04-30,-5.437049912061909,18.471599269050046,17.73127693099162,0.5430415190310568,-389.9159695073351,75.19277657941782,78.11109170140216,109.88447947702169,-7.071612555095478,-17.58283039179859,363.3810449825801,413.9187733181423,61.94345960437505,-23.557676237212963,-3.911552116392959,-7.911235075621168,351.63801960178154,117.13100697518877,257.15374330584694,-32.03690535528528,117.69607229586518,8234.461681706049,-27.159945205023917,-93.54223420162668,117.69607229586512,-166.078962423083,5325.911178365292,35.948718145318225,181.41462259187625,-125.89907882601804,-17.452551841772575,371.8253041022184,52.18064550617594,238.39375522969698,520.6774386770868,-133.6254180080582,77384.10098538303,379.0725011949645,-375.36034898011144,136112.60412225328,29239.06515556936,0.9043957573668353,-464.0560005806656,91.00026470636736,-3229.188898390685,1257.6241508859089,109.82215265878449,0.0,42.02523490465876,-4.667019510347984,-0.7031263299551185,8.110649862601349,1263.232038899142,325.9867620136737,-1174.6285103519608,-42.97008787696791,-305.53294894851524,1877.3504358018236,28.442767019372695,9.52543207874055,-9.090471289951878,-8.854294282552985,-15106.587581944594,-121.0480385236728,-21.235130857781655,5.536064753643586,-128.18835372678768,76.01658540956032,-37.6743081177508,-0.8037725516866745,-40.709773053615095,21.797196992625913,166222.65723340213,-121010.89759840816,287233.55483181775,21.797196992625913,-12.4496020242639,-120.61445273928803,-0.4785728630739925,-22.6780178176258,8.953736910944869,-4.4749129421270055,-6.374726606617344,13.835990810852081,-368.5748159628717,-0.6479535501730425,27664.90191804104
2012-05-31,-13.826902134596946,4.695945691313321,-4.955869909173468,0.04230494604809301,-547.0684215686916,322.0375971920202,74.44750041441216,80.57572153695799,108.45984320991109,-39.949789394983284,258.6534677387524,365.27660480855224,416.0779607847179,62.26658469614589,-3.140360026394622,-4.992271511239091,346.0267295295244,120.58449748875915,214.1924304915894,70.53471305686203,114.12702397390728,5502.299541244198,28.522577440798017,-93.59156151452054,114.1270239739073,-75.27813840324164,4973.922498251589,60.20957022304029,167.60048736696365,131.710083434813,74.60586200091043,-16.80733052077106,56.865418813438346,59.50984375848288,120.06051217185839,51.421975027961594,77279.6597129419,184.495971736352,-312.61751027869866,136221.2646200038,28753.334696767764,0.9940193578581813,-283.44806839824383,89.10673147523082,-1273.4168718991536,1226.078432833691,142.3028182877888,0.0,-16.20835549927341,-2.0755190597461706,-0.2754242780266054,43.826916961241295,-207.2993386091266,-175.58030530844252,265.9134667874934,5.070973531533014,1.6317650597343345,1627.2642407287858,32.907420908277345,-8.009408138852905,-2.1872813697520677,-13.003503311779014,2919.47089292304,-17.470209013815307,-13.881189182932303,131.13130454186285,-69.87639841115924,4.612334216942145,130.91713322244527,0.02833194996308208,-23.229701033429876,-73.57590852623247,2145128.146238059,-258030.5038409829,2403158.650079027,-73.57590852623247,6.20248373255747,-89.60999201566119,-31.162736006416566,72.6874961786641,-12.786562069409527,5.23819474650027,-0.6999378063386246,19.18272714028086,-77.96957616622291,-5.416282997882718,1639.321479744489
2012-06-29,27.198375508952562,23.854347858799855,-37.06326302314817,2.3680509337423508,-551.8793272542855,-69.78994550331544,321.0953108518745,74.2701741975686,80.98643841920173,-32.24983952413158,-71.97784220264028,258.23826656454594,364.6902477936913,415.4100553458714,-2.2184878611536827,44.57442449728384,351.00145489371494,119.22029280313821,56.403341887213415,224.3608329546849,164.59598183811977,1913.620968803032,322.8484569236484,-17.306396505613158,164.5959818381197,61.40095780393236,2580.0512675549057,126.39307289363227,93.03767309005818,-1700.6871464394733,343.1653134835701,-182.19762037334024,-180.10318828119438,-911.1789369849664,-187.61735677084167,-131.3701978881348,98190.68415855519,-656.5256338611148,-1726.8379385184646,75501.96172208042,31214.092796971105,0.8032538697218823,864.0285956713874,103.10901949862213,1149.9230816800443,1111.4431405706773,-254.23594070452418,5.800911823092236,16.390876996894974,1.512222161182251,0.27480798497077785,-13.557061005323703,-757.0245323664512,-276.3809891210186,-314.56598021798857,-26.379924138235197,13.404811629793585,431.762991102727,-149.94356272089408,-3.0178469591207886,-6.751942691906841,50.99869445348281,-83949.10341113932,-76.77200001907305,21.456543615801934,-1766.6287008114323,158.56683825896107,-527.996308113326,174.8129855115427,-0.27005592397301026,-13.76529623463631,-180.96948933858926,1247142.0719432086,-513558.16217633337,1760700.2341195345,-180.96948933858926,10.970879361711683,418.9875384187253,-21.219924459682595,28.53758632063557,-35.60314620819976,25.557311312054367,-4.00386755664195,-49.44933873492954,-320.8075752124611,-20.57563983199634,46410.71564021529
2012-07-31,-10.313479665239644,5.86585998702388,22.098663710340556,0.843339394082919,-437.06725310244235,-184.8888259677043,-64.83409119160972,321.0168301192587,73.33901932774133,224.5773869395181,-536.8519788952236,-71.72629837734486,257.33579103288963,363.415750293201,-2.566623216151551,47.41055829446283,351.2638041815319,103.71837867265418,35.50334634447941,314.91429912114876,95.40741117653087,1147.1971337391838,275.9482682963923,-42.09333950566405,95.4074111765309,16.55590512293007,2289.354040711532,124.08894260861393,65.05026302202063,-1800.8242528353196,482.66836280778756,-77.33394468461165,-167.64008344341673,-864.0544048280898,-176.8512372060048,-487.8569384138341,96496.62653871404,-622.0017573446873,-1699.961129512131,84789.30539426413,31292.883188170006,0.2528588848288625,859.6968281300443,104.64947918174977,1282.7445733387976,1162.8658558480056,729.9578397694322,-5.800911823092236,-35.427872122732026,-10.216703835885312,-0.18143100772410747,-29.46744036034943,-563.192574922075,329.56181807340363,-216.01536605287424,-10.771694652782344,-34.19750320661706,-2611.9342768799925,-47.21071911390936,-28.543919597314016,-3.9766617868861527,-33.4215966938678,7969.466520785703,-75.21717869360242,-7.489899806827566,-28.61389389395117,-45.49367553624688,-59.30750883128985,-26.3117313388845,0.05406717830573449,0.25274747208828785,-10.327387445037516,-357816.5686262697,85304.01337070763,-443120.5819969624,-10.327387445037516,-27.222267613214676,183.70849010662278,8.424057506649412,-51.256790954399435,-8.560513438707432,-16.36961116799131,0.3190651095484611,-70.72964265894501,51.22433415179211,-37.96842322837165,-27880.284673819042
2012-08-31,18.384346880819596,6.771913133442298,4.571106401812571,0.03596984602045073,-562.800522852369,404.1735904628196,-185.26425448424854,-64.10210588740996,324.0036192048549,-37.97026884284567,322.61356329780784,-540.1241987823107,-72.16348447184433,258.90430400514305,-3.4703016261096247,41.21182242573887,361.7532717581591,106.18735669056075,43.66175120661687,306.9973551456149,77.48414668412511,1119.2742869835454,97.67308207297604,-28.33750725445066,77.48414668412501,7.69976194227168,1944.924801473073,79.15692058812057,-20.481887664149237,-1811.7412175567756,420.40445716761155,329.9832746637019,-102.3349287769944,-544.7744751526872,107.12452076883272,-450.30494791295735,98169.83134366121,-300.12668425876006,-1668.6388120044644,84330.9914821835,31947.822455459176,-0.21529879247643813,754.3179643106853,104.58391064564277,-3220.402800213683,954.6809094195413,-816.7189160161365,0.0,-36.072195492184335,-0.24524362000062183,0.9173696574198402,51.214754132428425,-40.219766980178974,-448.28585009911177,381.6101343449403,59.96747647608311,-62.042293301678455,-1451.845168333235,42.16719399776002,40.25007884914021,0.832937266932408,17.78418836994166,-1410.589774153501,99.77116675214533,15.955899152191478,459.38027117868114,127.49560632706743,97.91268357401168,-42.70034031756413,0.07776818680377762,-6.104808611149679,46.89469331504165,-313962.64275343716,425741.4602044523,-739704.1029579043,46.89469331504165,-4.610542290731935,122.18983834874962,6.30451475447957,-11.639865229018596,0.38809820490347136,4.7023232952534215,-2.0640559912904592,-20.174559398086046,304.5277334627689,27.888906367936215,5.750497242970596
2012-09-28,2.469352597217463,4.793977065312524,14.606676760489023,0.36776409107852553,-387.3142850463058,-140.2243121171561,407.7724950562212,-183.95605244910018,-62.8723441092778,32.26410380506901,66.34956447479364,321.77863333878616,-538.7263472148003,-71.97672401913101,-1.1159394079612954,-8.596759917846152,347.5400238463872,76.50015910678579,341.75527406382395,205.3924771811203,174.20599621465885,2030.4304211392046,220.96877049637095,-112.03572845955844,174.20599621465885,-70.19509314799707,-5389.220489429538,21.93139959322102,62.50939304030149,29.83363918381482,74.91090235959881,176.84849105261173,41.83650674084193,280.8190452860121,54.54494687617242,-33.601206118105786,75068.01915657207,291.7721113808885,497.6905086394605,67774.62558746817,28328.917378869653,-0.5930275636899025,70.55173902696811,100.04877463003365,-1080.3657190093593,1036.5416886567311,-180.2362860864714,5.801409413292931,58.67592000085534,4.1786032609525705,-0.25642131680762503,-21.87830488598047,-216.3692093153004,334.92307829283993,-1635.7517267135604,-8.848206564834186,-10.948668935586738,1115.9137671518674,-2.3363064023569677,29.485285804669275,1.0883979490843583,16.04933641569187,-28842.30522384886,63.64396830252529,-10.148247164079635,-1730.692089348151,-156.39830974698089,-43.71499295467902,-120.68957816631823,0.17025862435875982,-14.212473424661766,138.7090173746675,1263256.887617141,185639.49321001023,1077374.4661937654,138.7090173746675,456.3591824899149,-327.4160575163296,12.96819373929246,-1.522265942123454,3.266657200434892,3.772843408704091,-4.898970465866995,-130.79454308904369,284.2210156867277,5.288706602687398,892.1154664838541
2012-10-31,0.3686118716364357,4.728368308145797,15.659571159415918,0.42173322028793364,-344.5802853844523,270.3123106172873,-139.69451530371248,406.0388026871512,-182.80286819583338,-59.98760786501038,213.21167037689284,66.63621449512527,323.16881355351666,-541.053806627755,-1.8973738369831161,4.025856454573553,349.2405820738649,86.38249410442155,481.61390395179205,220.65777516192128,257.57000518517884,1973.4056945817006,217.41072936088142,-81.40942352767044,257.5700051851789,10.73569181267294,-2265.466271160685,28.81506453712342,63.15955497499576,-14.07164931931652,-2.477019232844066,185.04178710312388,-22.696294842711495,147.0810856586474,-57.663450412905675,403.4730790880416,74202.58792925121,182.16784199245745,528.2016325047234,66123.1037477242,28136.1821509832,-0.5083454929236177,254.2463674959985,104.4307018412068,-1698.1188722386794,1832.3060135925361,224.2836940894863,0.013218344258810966,-23.345520557880718,-1.0089245358580001,0.3021846285947163,36.42794974080607,-337.09116192625015,244.20158664516293,-17.285734782267582,55.91879919639257,66.86578956523817,2743.6901581196653,40.17412296967677,17.127098641193356,0.33448921127756215,39.38703908268542,-8397.01436678828,87.22214264268214,14.714821994461431,91.99156200139623,53.971577404345226,112.74671889024057,60.324299995238505,0.018325303446742325,-0.4047273333995349,-24.816832339265716,396520.74364574254,181020.6777104512,209700.4589611292,-24.816832339265716,6.832535982853528,21.936456618643206,-9.315025528097465,51.65182053334672,-3.0608099814895553,14.88345088356229,0.023889790859414006,22.91613358026561,26.144514844358923,33.37422654811462,-386.4214589106996
2012-11-30,20.1501365488621,4.8095552107917365,-10.325608423398553,0.18333050885779187,-278.4993857906237,54.92100102101008,271.59083900042765,-139.2675585972655,405.42580584251965,51.715427790258545,228.17952789558348,213.3224844804964,66.67084783561623,323.33677650940564,-3.0960933169866367,7.614652467052117,349.1821786256648,89.20703479617043,563.1803967189107,147.20185283168573,331.1205475332726,8430.747894883343,288.68994928443107,-53.23456720132706,331.1205475332727,33.75910270026283,-1753.0269443966301,42.91222411752787,143.87793812297173,50.698166514860404,-133.98876430289747,-10.482761301712223,-38.79011584439652,178.2881638324117,-366.4056683084842,441.5127784931891,73822.52861176127,250.25476786251775,546.3867869346678,66298.5956010728,27300.127192714128,-0.24061965844154193,142.7472605665672,103.49547088770407,-1300.9318583011113,1294.0752743088958,-648.7558243415019,0.0009994382490283726,191.19915289672502,-2.7082300884823667,-0.22213823658631782,4.4012611103335075,-429.62778656653154,-397.35067071775893,-509.6730667465308,-1.1207514269144667,-8.376828043014484,-886.1620569818642,-7.649583330399764,-2.195079381002074,-5.091184549102987,-1.639170090267271,2274.945464601493,15.791537591428607,1.3517270617329586,0.7596641632590035,-2.4318767091408517,54.517251217701414,-29.655567415428493,0.007999247416446309,-0.8182922309256355,28.147106715337088,510668.15365184844,551995.6804045513,-41236.006681352854,28.147106715337088,376.8388338220628,-26.237894304260408,6.313657828806242,20.46451985142312,-24.136544733192828,4.59154134574905,-0.4834841272955117,12.89866012343711,2.427949370782983,4.501674968660154,-234.3348421479459
2012-12-31,0.24133457323860885,30.092642620843808,4.515618653858635,0.03508165337588782,-241.12912901979536,7.1688518471573275,53.6196150028521,273.46349069227546,-139.0610957706077,15.332716963227792,-150.20539674112229,227.83707248380748,213.00232675233565,66.57078718223698,-2.280072500644059,36.14328822069972,377.04942317388696,167.7124694955389,331.4734345751437,-32.240323011958154,323.47116307819374,16071.240107768153,456.86679468531025,-195.8158085309186,323.47116307819397,131.73663132313848,2427.929563673573,75.50968450143638,29.95400257768282,583.0860272105913,-116.61151379136302,379.42360488453124,8.52951188148961,136.42524003642143,-250.80655365814204,377.8256527147376,73452.77157117023,210.85300722573436,602.2232584168326,144601.40116843925,27533.072182930737,1.7648643813227796,-157.80705615979397,100.3318442034396,836.442621243439,1149.0782410998154,730.5642560767214,-0.0032409868054106283,-122.09769180338259,-5.818834207859879,-0.034038109026603536,-12.715870203375744,642.5942731881455,435.67877865698927,-356.4224950623475,-77.44101674811964,4.48055312014867,-2686.140689935758,29.443147565042636,-12.95535448911346,3.7422959761025645,17.782547299791645,-60058.15264732126,15.971575909280475,-5.516681287073197,-267.7643464567209,-186.32779749085057,57.171623180605366,-18.402726396887374,-0.07363981576949286,-7.521390554737138,53.688090891607544,-63364.82936818898,143127.4687582329,-206460.40119713545,53.688090891607544,-458.7821017163324,-165.0987557831777,6.122145041656054,83.70481036749152,1.431398655268051,10.607933120318023,-2.1016598212496973,17.559610598272855,91.61787296362701,-10.089687136905013,6.461632955462846
2013-01-31,28.842021478239275,435.2905591001737,6.833699308214401,0.08015759644391958,-404.91355073357084,301.7458570883275,6.566328906462067,50.09059661441543,273.45611722923604,123.94236559013632,66.02125844499692,-150.88292547483692,228.86477299632136,213.9631124488143,-1.1272295899778793,23.740390832322195,379.00244691828254,159.9404523008348,271.12950559710447,141.54440436662662,287.14337597760544,16192.333153754114,489.5204767457433,-196.96690219196938,287.1433759776056,71.38735938343342,2176.091392345006,69.47386852042817,43.712943967655285,574.4995911883494,46.506331095732236,393.86596142914107,103.23919953863461,315.3727877246756,-259.67431102204546,308.9243075715331,77924.94672052083,374.59664300490624,588.3258900596182,139947.8580785113,27665.02093420135,1.758573909864034,-556.1550968881173,90.27075059928119,1844.138425333827,1240.8466216263994,-1340.282075219493,0.013567700157354423,-30.489176055932433,-3.1513829291536695,0.747950621517731,38.160022810845476,-351.3513856505938,-278.89790966764275,-1080.3506466467584,38.9977182200945,21.69730270689297,385.8782624182177,-36.708501680430345,3.5660625809696285,0.01377902699831246,-8.076152983118618,3729.236587920641,-3.7506321263851277,-3.6320495505677854,-18.944047623812367,166.65940658407635,-10.125776317029704,-28.15678347208302,-0.02651878475276348,-0.6645210338181755,8.829872457033161,523975.4485104084,110451.97967972606,413525.4529708028,8.829872457033161,2.561116525255329,262.7318893653792,5.442507657486928,-18.417810092551008,0.022914612976308035,-8.102438124617265,-0.22060095188525963,-8.648316512031329,69.76910116707188,17.061139186939272,341.1128266695305
2013-02-28,22.094406298955338,5.692487692806594,31.56841954818317,1.7111363183109092,-288.4933079565336,-8.016421089178776,303.3114464777472,5.761026942846236,49.42035410000755,-62.34605625092558,99.5872313362801,65.95954215868977,-150.74188099845477,228.65083154490796,-1.0909817017398087,38.0535590900393,380.1773668935368,157.90134107387152,296.13368024294823,-122.39366660648447,225.44452931030423,15581.752341395832,332.88964970727017,-671.2396686277818,225.44452931030435,34.378596127186945,1747.2946145098197,65.73948170395371,7.652729827507892,481.6483713039296,-99.88089550374323,500.3739789395056,100.10424830379074,197.35542405897493,155.2943749366504,132.72886178961622,77448.6685592508,247.83182895776076,579.4279880346401,128912.9666007804,28244.200098831778,1.3934742633780752,-564.5731020421078,88.59345091973944,2493.3029009119555,1038.2107792448262,2718.0846207937575,-5.825953909152714,-89.65754664704332,-1.4569784824779504,-0.09765467114734605,-7.9439589323101245,-127.28873797645474,389.5332619415572,-198.54674697674363,-7.1595449855930156,42.62896713708233,-572.2653473338169,-86.17222290395648,-12.846130673590778,2.2549927114551025,-50.99092994597936,6073.397865491726,-57.705055536553544,7.093904366019615,-59.30405811426499,-422.42333591293027,-39.195815863004555,-88.13354446964195,0.002933009983470569,2.7725355697192526,67.74423667342842,-272483.1398885846,-41533.04885469377,-225032.95698715746,67.74423667342842,1.4795758021182905,-576.419319083383,21.02853807726153,-10.552159797600325,18.473721906891278,-9.519919098644692,-0.5505613460329499,-89.20326560140087,-61.925256861783225,-21.732425909481663,-24989.4276002089
2013-03-29,33.12683722620464,3.564930960017793,7.490375409277701,0.09600791460230441,-431.85439840368406,441.36603404454803,-8.403328461634267,304.09375416486665,4.991725363197995,13.8571026450418,463.39573697487924,100.27879016256443,66.41758183853071,-151.78867060086034,-0.7994011681459109,5.715386044526874,362.3994765106514,121.87356038750329,192.5551175082088,385.7929409111688,66.64079874616905,9767.694618942052,164.2072911040369,-674.695443489392,66.64079874616917,-156.62870229579585,825.6162256281282,22.553169031927514,-136.05581169729885,309.4668497594178,256.1223775964208,108.53775482440876,217.27906627595803,283.41279002604983,420.05006152160644,-289.1567792618469,80225.07177459152,502.605342957145,435.0305361231138,130455.3576991832,28994.938108587678,1.3100672788795582,-175.4236442025155,99.25387708534306,-3801.370114886165,4290.355972040021,-716.4466403543611,0.0,61.01488098156534,11.445286059431453,-0.031083887027385515,58.95766942155933,203.2184350045559,354.7224862578279,1391.7344324735077,39.39795962688572,-3.21115913714857,750.6107899345579,97.50361696050413,20.27063340788345,9.802090866726093,-44.026444593486985,12962.992226014016,-43.60922891372704,-7.3360871392000035,575.8358255876537,177.4972183345617,-44.55859648429987,-79.28010975460359,-0.024258368547063647,4.980378174706118,-108.2961696109175,-5536990.643731892,-2283037.929647483,-3253952.714084357,-108.2961696109175,-331.70320327673534,41.28329481839137,27.08338702514733,-131.95297173789902,49.38873756405717,-30.070077703430727,0.9752115785752693,-40.31686228290266,-187.13956179140206,27.408005338306793,186.62198732093384
2013-04-30,11.696415438227692,29.83478281332068,23.141701372978797,0.9143085595831089,-559.5670898765612,363.3882304825517,442.76910872756355,-6.835812242248002,305.5253644204807,0.0,110.12909205685212,465.72588462489045,100.78303387608815,66.75155722909169,0.07547317693421052,-0.7794518466246547,362.03313210286154,116.60115844811429,204.4789182206458,684.4824044423649,-7.842482111441949,8534.463695975122,138.37269734622612,-108.67348814043865,-7.842482111441917,-187.12611258125693,0.0,14.002314332220372,-150.13672936421995,-97.29038715665149,517.5689129114799,-2.372879511711801,184.47238969629663,159.7077242769645,388.17776847509055,-357.3402904663303,80101.80150357708,390.9107426349295,287.5848595525773,968622.7170980428,31796.11401686538,0.8102035827647345,-151.67336868440853,90.19610244259877,956.8322792156642,1189.8546178610743,-1556.6661585211586,0.0,1.1293098220346565,-1.304343695580826,0.3039382285089971,42.98843864022092,-347.50342849072695,215.300012973986,-98.12353613046184,59.09032183298859,-35.52138471431408,-134.40833434101478,8.127737408553912,-11.101595379062019,3.776984689547046,-20.45917895989851,-659758.208181669,-43.012777973082876,-2.5240022291583273,52.81812762479967,277.90438544839344,0.22474576830882143,-23.631637497324277,0.16082626657840216,-1.619951582931776,1.8982615150722495,532742.4171816856,216175.49153720587,316075.87680600584,1.8982615150722495,-1.7731675668128908,537.7249242742819,37.36829824006119,-85.10983911421204,12.324296388811021,-11.606628995512452,-0.43309962002112457,-9.437908596600181,-159.07285817270508,6.0822802925567885,-470.74769847714197
