date,return_forecast,rol_var_pred,observe_return,rolling_var,rol_avg,ewm
3/31/2015,1.304874539,1.97E-31,-2.002796523,328.3576267,-0.205448791,0.819594845
4/30/2015,-0.105591416,7.70E-34,-1.814617324,328.4074058,-0.230043497,-1.196398989
5/29/2015,3.505634546,0,2.078911331,328.437902,-0.250071462,-1.637983514
6/30/2015,0.472580463,4.93E-32,3.461628555,328.4614254,-0.268217635,1.016941376
7/31/2015,0.983005762,7.10E-30,-15.13516618,328.5157238,-0.246540277,2.763146504
8/31/2015,-0.400912285,4.93E-32,-9.914402859,328.6283804,-0.225075201,-10.02136256
9/30/2015,-3.656142235,3.16E-30,26.74559138,330.4664546,-0.432652238,-9.944962773
10/30/2015,-4.646371365,45.1311379,-8.958408665,331.348863,-0.535277202,16.26257591
11/30/2015,-1.041085005,7.89E-31,-4.059240902,338.7155757,-0.269683037,-1.752413073
12/31/2015,2.411426067,7.89E-31,-12.65908814,338.8804407,-0.279760592,-3.400147237
1/29/2016,-1.78077054,0,2.412194991,338.8514444,-0.358259072,-10.01367646
2/29/2016,-0.530789614,2.02E-28,20.84110867,339.8761849,-0.548510785,-1.138053994
3/31/2016,-1.488804102,4.616805966,-1.154290286,339.9261436,-0.538293059,14.56134791
4/29/2016,-0.305765271,6.274993226,2.531033464,335.7483986,-0.033066725,3.335892054
5/31/2016,0.0927248,5.05E-29,-1.505240493,335.6167625,-0.00639805,2.760993061
6/30/2016,1.049169302,1.26E-29,9.640884527,327.6877736,0.300036266,-0.286316621
7/29/2016,0.097117394,5.002564093,2.150626815,326.0235821,0.411764032,6.804541342
8/31/2016,0.640823126,6.892995515,4.628735113,323.1339735,0.695390834,3.48031668
9/30/2016,0.378466964,6.306449616,-10.68364943,323.0274021,0.674263768,4.30061556
10/31/2016,-0.167702913,4.485813141,9.334663124,323.0611907,0.678798578,-6.40243086
11/30/2016,0.896530509,5.986205365,3.279117716,313.4520275,0.894622658,4.838350557
12/30/2016,0.909301758,1.26E-29,1.530053876,313.6479979,1.049199865,3.724612814
1/31/2017,-0.83234477,6.379479096,3.440094007,311.2249806,0.914824669,2.157070715
2/28/2017,1.482654095,4.54E-28,17.69622383,303.0871447,1.204834587,3.073515924
3/31/2017,1.235009789,1.26E-29,5.848480254,226.713624,2.096829804,13.51830729
4/28/2017,0.925907612,13.70637639,7.242824047,194.0424524,2.840627684,8.039859406
5/31/2017,-3.057659864,6.783617604,9.199287691,193.0696008,2.767845811,7.470548435
6/30/2017,1.849697948,3.16E-30,4.491357359,189.6278596,3.001993858,8.70536219
7/31/2017,4.250379562,0,6.072123839,171.7972461,3.487977386,5.695358739
8/31/2017,2.726126432,3.16E-30,11.97162053,171.7422082,3.47254212,5.964476667
9/29/2017,2.458028078,0,5.433403148,120.4517265,2.785196393,10.25529372
10/31/2017,2.533062696,1.26E-29,18.84508305,119.7605899,2.753205195,6.811086167
11/30/2017,2.931376457,0,3.061840326,116.431774,2.963215963,15.40679823
12/29/2017,2.942452669,0,6.610244995,114.4075643,2.908877555,6.588971155
1/31/2018,2.099924088,1.14E-28,-11.76941793,114.2277017,2.868165132,6.604166755
2/28/2018,1.016713381,2.84E-29,-2.864962311,113.1985822,2.797688563,-6.519822309
3/30/2018,3.407025099,7.10E-30,8.611798499,106.2510628,2.952774438,-3.909208025
4/30/2018,1.712692499,0,16.47567181,105.3665294,2.78528372,5.034368063
5/31/2018,2.161239624,1.23E-32,-1.390573902,105.362111,2.784905798,13.20672788
6/29/2018,3.293546677,0,-3.645511318,106.7693805,2.987098927,2.780083751
7/31/2018,4.643152237,1.26E-29,-4.85211421,106.9439472,2.956013612,-1.809627012
8/31/2018,2.147153854,1.26E-29,-8.081568405,103.1853424,2.686970728,-3.982832153
9/28/2018,2.169831038,1.26E-29,-29.91929116,101.480729,2.462495928,-6.910500905
10/31/2018,-0.779764175,15.9163158,1.663588085,98.07846967,2.569249439,-23.34535109
11/30/2018,2.108338118,5.05E-29,-20.14998891,101.6555947,2.508451733,-5.481823107
12/31/2018,-1.16724968,113.0882066,24.69361125,99.62292224,2.357976075,-15.9590844
1/31/2019,2.37631321,5.05E-29,5.643708886,102.8583401,2.267898388,13.07855535
2/28/2019,2.485138655,3.16E-30,-9.6436124,107.0440592,2.401292269,7.767950733
3/29/2019,2.108861923,1.26E-29,14.46999463,104.6663651,2.276640381,-4.668880076
4/30/2019,1.427705526,3.16E-30,-26.15926402,105.2080797,2.06606672,9.001744715
5/31/2019,2.921678543,7.70E-34,11.00849185,105.3436293,2.071657978,-16.11326153
6/28/2019,2.838084221,7.10E-30,1.272768602,113.0727015,1.752110753,3.259419455
7/31/2019,1.679460764,3.16E-30,-7.445731714,113.9045616,1.830991085,1.840383131
8/30/2019,0.145144343,1.97E-31,-6.29226278,113.7387791,1.866353718,-4.792556044
9/30/2019,1.036340594,0,16.43114861,113.5700124,1.673300561,-5.863775141
10/31/2019,1.636792302,4.93E-32,10.70352572,113.9816938,1.640736339,10.0611704
11/29/2019,0.5,5.05E-29,8.111028131,115.8671783,1.839867902,10.51999563
12/31/2019,1.353870273,2.02E-28,2.093803448,116.6432566,1.923420132,8.799304559
1/31/2020,0.5,5.05E-29,-28.48322285,112.89296,2.186883625,4.009660909
2/28/2020,0.5,3.16E-30,-115.2557724,104.0914063,2.481165267,-19.19954178
3/31/2020,-25.80227661,194.9281192,39.74478271,110.0593804,1.987768328,-87.81113509
4/30/2020,0.5,1.26E-29,34.35069481,245.9090441,0.876675129,3.300234769
5/29/2020,0.119231224,0,-23.84246964,260.8372253,1.244406124,25.47913479
6/30/2020,1.963537455,4.93E-32,2.31529494,269.2752965,1.417602124,-9.750582656
7/31/2020,0.5,7.89E-31,43.71464724,275.4057025,1.124458455,-1.132098659
8/31/2020,-0.433704853,7.89E-31,-10.30456962,275.3946542,1.12048809,30.90129127
9/30/2020,3.814022779,3.16E-30,0,293.2537203,1.510134576,1.468533489
10/30/2020,-10.10647392,264.15176,0,293.8816572,1.47956613,0.419580997
11/30/2020,5.581745148,1.97E-31,0,293.7994004,1.496995336,0.119880285
